"","state","year","gini","gross_income","income_after_federal","state_net_income","Quintile","shares"
"164","Connecticut",2013,0.304201399892956,91527,80709.5332,77481.151872,"q4",22.1070550151211
"165","Connecticut",2013,0.304201399892956,197344,151776.2304,144632.449553967,"q5",41.2667783326637
"166","Connecticut",2012,0.338045434487103,13928,28594.0448,28879.985248,"q1",7.21879834130541
"167","Connecticut",2012,0.338045434487103,38840,45324.944,44871.69456,"q2",11.2160623171968
"168","Connecticut",2012,0.338045434487103,67388,64497.7808,62562.847376,"q3",15.6381166744705
"169","Connecticut",2012,0.338045434487103,105935,90385.946,86770.50816,"q4",21.6890277124713
"170","Connecticut",2012,0.338045434487103,247890,185722.924,176981.345271607,"q5",44.2379949545559
"171","Connecticut",2011,0.332923999842413,13851,28542.3316,28827.754916,"q1",7.35648796457489
"172","Connecticut",2011,0.332923999842413,38253,44930.7148,44481.407652,"q2",11.3511073266989
"173","Connecticut",2011,0.332923999842413,66114,63642.1624,61732.897528,"q3",15.7534750453637
"174","Connecticut",2011,0.332923999842413,103747,88916.4852,85359.825792,"q4",21.7827761102732
"175","Connecticut",2011,0.332923999842413,239273,179935.7468,171466.55805998,"q5",43.7561535530893
"176","Delaware",2015,0.297804743050035,14900,29246.84,30416.7136,"q1",8.51247703367375
"177","Delaware",2015,0.297804743050035,37469,44404.1804,43960.138596,"q2",12.302764694328
"178","Delaware",2015,0.297804743050035,61563,60585.7108,58768.139476,"q3",16.4469588720192
"179","Delaware",2015,0.297804743050035,92863,81606.7908,77526.45126,"q4",21.696694275774
"180","Delaware",2015,0.297804743050035,198807,152758.7812,146647.742537485,"q5",41.0411051242051
"181","Delaware",2014,0.295360236814728,13777,28492.6332,29632.338528,"q1",8.47457146063902
"182","Delaware",2014,0.295360236814728,36584,43809.8144,43371.716256,"q2",12.4039048904197
"183","Delaware",2014,0.295360236814728,59745,59364.742,57583.79974,"q3",16.4684277418956
"184","Delaware",2014,0.295360236814728,92541,81390.5356,77321.00882,"q4",22.1130847987115
"185","Delaware",2014,0.295360236814728,191215,147659.994,141752.929770027,"q5",40.5400111083342
"186","Delaware",2013,0.344631588052126,14280,28830.448,29983.66592,"q1",7.29458790194132
"187","Delaware",2013,0.344631588052126,39355,45670.818,45214.10982,"q2",10.999932408866
"188","Delaware",2013,0.344631588052126,67667,64685.1572,62744.602484,"q3",15.2648451798086
"189","Delaware",2013,0.344631588052126,107508,91442.3728,86870.25416,"q4",21.134263792988
"190","Delaware",2013,0.344631588052126,260196,193987.6336,186227.255311649,"q5",45.3063707163961
"191","Delaware",2012,0.281175321557305,14052,28677.3232,29824.416128,"q1",8.88234455669118
"192","Delaware",2012,0.281175321557305,35549,43114.7084,42683.561316,"q2",12.7120711060435
"193","Delaware",2012,0.281175321557305,58365,58437.934,56684.79598,"q3",16.8819361579189
"194","Delaware",2012,0.281175321557305,88588,78735.7008,74798.91576,"q4",22.2767057499406
"195","Delaware",2012,0.281175321557305,175747,137271.6852,131780.200069417,"q5",39.2469424294058
"196","Delaware",2011,0.286074874628231,14280,28830.448,29983.66592,"q1",8.76594227874279
"197","Delaware",2011,0.286074874628231,36277,43603.6332,43167.596868,"q2",12.6203601476402
"198","Delaware",2011,0.286074874628231,59088,58923.5008,57155.795776,"q3",16.7099115900244
"199","Delaware",2011,0.286074874628231,90028,79702.8048,75717.66456,"q4",22.1366086050017
"200","Delaware",2011,0.286074874628231,182327,141690.8132,136022.543063341,"q5",39.7671773785909
"201","District.of.Columbia",2015,0.386153299333146,11486,26953.9976,26953.9976,"q1",5.83370619804955
"202","District.of.Columbia",2015,0.386153299333146,39076,45483.4416,44573.772768,"q2",9.64718845516014
"203","District.of.Columbia",2015,0.386153299333146,75204,69747.0064,67654.596208,"q3",14.6426160260974
"204","District.of.Columbia",2015,0.386153299333146,126677,104316.2732,101186.785004,"q4",21.9000529568402
"205","District.of.Columbia",2015,0.386153299333146,320559,234527.4244,221669.84532752,"q5",47.9764363638528
"206","District.of.Columbia",2014,0.371616816292872,9290,25479.164,25479.164,"q1",5.97316333751525
"207","District.of.Columbia",2014,0.371616816292872,35864,43326.2624,42459.737152,"q2",9.95397436418481
"208","District.of.Columbia",2014,0.371616816292872,71688,67385.6608,65364.090976,"q3",15.323516572516
"209","District.of.Columbia",2014,0.371616816292872,119950,99798.42,96804.4674,"q4",22.6941863391346
"210","District.of.Columbia",2014,0.371616816292872,280834,207848.1144,196453.184477409,"q5",46.0551593866493
"211","District.of.Columbia",2013,0.295868991908824,13738,28466.4408,28466.4408,"q1",8.32900543047868
"212","District.of.Columbia",2013,0.295868991908824,35785,43273.206,42407.74188,"q2",12.4080953742857
"213","District.of.Columbia",2013,0.295868991908824,58148,58292.1968,56543.430896,"q3",16.5440613492741
"214","District.of.Columbia",2013,0.295868991908824,88893,78940.5388,76572.322636,"q4",22.4043214794738
"215","District.of.Columbia",2013,0.295868991908824,188411,145776.8276,137784.853558596,"q5",40.3145163664877
"216","District.of.Columbia",2012,0.376423529270016,9877,25873.3932,25873.3932,"q1",6.13022560214711
"217","District.of.Columbia",2012,0.376423529270016,34812,42619.7392,41767.344416,"q2",9.89600560287776
"218","District.of.Columbia",2012,0.376423529270016,66916,64180.7856,62255.362032,"q3",14.7502653111422
"219","District.of.Columbia",2012,0.376423529270016,115082,96529.0712,93633.199064,"q4",22.1846678429897
"220","District.of.Columbia",2012,0.376423529270016,284111,210048.9476,198533.360628594,"q5",47.0388356408432
"221","District.of.Columbia",2011,0.372294057535823,9483,25608.7828,25608.7828,"q1",6.2576666225208
"222","District.of.Columbia",2011,0.372294057535823,34821,42625.7836,41773.267928,"q2",10.2075599011549
"223","District.of.Columbia",2011,0.372294057535823,64317,62435.2972,60562.238284,"q3",14.7987625985464
"224","District.of.Columbia",2011,0.372294057535823,107517,91448.4172,88704.964684,"q4",21.6756142254037
"225","District.of.Columbia",2011,0.372294057535823,274747,203760.0852,192589.274733051,"q5",47.0603966523743
"226","Florida",2015,0.317644788190367,11520,26976.832,26976.832,"q1",8.1057253105446
"227","Florida",2015,0.317644788190367,29671,39167.0436,39167.0436,"q2",11.7685166533907
"228","Florida",2015,0.317644788190367,49237,52307.5692,52307.5692,"q3",15.7168487240275
"229","Florida",2015,0.317644788190367,77532,71310.4912,71310.4912,"q4",21.4266543020028
"230","Florida",2015,0.317644788190367,184351,143050.1316,143050.1316,"q5",42.9822550100344
"231","Florida",2014,0.311986323662417,11022,26642.3752,26642.3752,"q1",8.25102130020487
"232","Florida",2014,0.311986323662417,28649,38480.6684,38480.6684,"q2",11.91728636171
"233","Florida",2014,0.311986323662417,47561,51181.9676,51181.9676,"q3",15.8508204198699
"234","Florida",2014,0.311986323662417,74942,69571.0472,69571.0472,"q4",21.5458339587064
"235","Florida",2014,0.311986323662417,175375,137021.85,137021.85,"q5",42.4350379595088
"236","Florida",2013,0.384107642133556,9403,25555.0548,25555.0548,"q1",5.78590487133339
"237","Florida",2013,0.384107642133556,35684,43205.3744,43205.3744,"q2",9.78210331244302
"238","Florida",2013,0.384107642133556,68222,65057.8952,65057.8952,"q3",14.7297196465561
"239","Florida",2013,0.384107642133556,116191,97273.8756,97273.8756,"q4",22.0237207508363
"240","Florida",2013,0.384107642133556,284910,210585.556,210585.556,"q5",47.6785514188312
"241","Florida",2012,0.307056413718743,10543,26320.6788,26320.6788,"q1",8.43933433555753
"242","Florida",2012,0.307056413718743,27195,37504.162,37504.162,"q2",12.0251519536385
"243","Florida",2012,0.307056413718743,45195,49592.962,49592.962,"q3",15.9012459438774
"244","Florida",2012,0.307056413718743,71662,67368.1992,67368.1992,"q4",21.6006114794136
"245","Florida",2012,0.307056413718743,166550,131094.98,131094.98,"q5",42.0336562875129
"246","Florida",2011,0.304282821192822,10455,26261.578,26261.578,"q1",8.53272468297793
"247","Florida",2011,0.304282821192822,26748,37203.9568,37203.9568,"q2",12.0880443852919
"248","Florida",2011,0.304282821192822,44531,49147.0196,49147.0196,"q3",15.9684991981716
"249","Florida",2011,0.304282821192822,70326,66470.9416,66470.9416,"q4",21.5972644176639
"250","Florida",2011,0.304282821192822,162971,128691.3236,128691.3236,"q5",41.8134673158947
"251","Georgia",2015,0.31167037100508,11011,26634.9876,26368.637724,"q1",8.09102262964467
"252","Georgia",2015,0.31167037100508,30299,39588.8084,38797.032232,"q2",11.9045841138185
"253","Georgia",2015,0.31167037100508,51380,53746.808,52134.40376,"q3",15.9970585139961
"254","Georgia",2015,0.31167037100508,81463,73950.5508,71732.034276,"q4",22.0104473607035
"255","Georgia",2015,0.31167037100508,183620,142559.192,136867.829889622,"q5",41.9968873818372
"256","Georgia",2014,0.308469342528692,10545,26322.022,26058.80178,"q1",8.21976737122173
"257","Georgia",2014,0.308469342528692,29041,38743.9356,37969.056888,"q2",11.9766372053061
"258","Georgia",2014,0.308469342528692,49285,52339.806,50769.61182,"q3",16.0143356632735
"259","Georgia",2014,0.308469342528692,78633,72049.9228,69888.425116,"q4",22.0450119404749
"260","Georgia",2014,0.308469342528692,176598,137843.2168,132340.129624337,"q5",41.7442478197238
"261","Georgia",2013,0.305212014881836,10626,26376.4216,26112.657384,"q1",8.50621676825144
"262","Georgia",2013,0.305212014881836,27846,37941.3736,37182.546128,"q2",12.1122409224452
"263","Georgia",2013,0.305212014881836,46188,50259.8608,48752.064976,"q3",15.8810199393889
"264","Georgia",2013,0.305212014881836,73012,68274.8592,66226.613424,"q4",21.5733665604217
"265","Georgia",2013,0.305212014881836,170967,134061.4372,128709.329254952,"q5",41.9271558094927
"266","Georgia",2012,0.304902035955339,9713,25763.2508,25505.618292,"q1",8.31762615642578
"267","Georgia",2012,0.304902035955339,27382,37629.7512,36877.156176,"q2",12.025993460441
"268","Georgia",2012,0.304902035955339,47351,51040.9316,49509.703652,"q3",16.1455880574332
"269","Georgia",2012,0.304902035955339,75543,69974.6788,67875.438436,"q4",22.1348298892727
"270","Georgia",2012,0.304902035955339,168126,132153.4216,126877.486980148,"q5",41.3759624364274
"271","Georgia",2011,0.299581458782296,9560,25660.496,25403.89104,"q1",8.46956336199418
"272","Georgia",2011,0.299581458782296,26901,37306.7116,36560.577368,"q2",12.1891613407489
"273","Georgia",2011,0.299581458782296,46159,50240.3844,48733.172868,"q3",16.24745968193
"274","Georgia",2011,0.299581458782296,73400,68535.44,66479.3768,"q4",22.1639784703425
"275","Georgia",2011,0.299581458782296,161750,127871.3,122766.31966436,"q5",40.9298371449844
"276","Hawaii",2015,0.302863636298015,16453,30289.8348,29986.936452,"q1",7.65791517099606
"277","Hawaii",2015,0.302863636298015,45373,49712.5068,48221.131596,"q2",12.3144735309224
"278","Hawaii",2015,0.302863636298015,73382,68523.3512,66467.650664,"q3",16.974179113464
"279","Hawaii",2015,0.302863636298015,109589,92839.9724,89126.373504,"q4",22.7606514218168
"280","Hawaii",2015,0.302863636298015,217683,165435.9028,157778.850931214,"q5",40.2927807628007
"281","Hawaii",2014,0.296693222325587,15349,29548.3884,29252.904516,"q1",7.83358211230457
"282","Hawaii",2014,0.296693222325587,43045,48149.022,46704.55134,"q2",12.5069268844782
"283","Hawaii",2014,0.296693222325587,69415,65859.114,63883.34058,"q3",17.1072036203459
"284","Hawaii",2014,0.296693222325587,103161,88522.9276,84982.010496,"q4",22.7571780752585
"285","Hawaii",2014,0.296693222325587,203363,155818.5908,148606.667561554,"q5",39.7951093076128
"286","Hawaii",2013,0.307361270570971,9939,25915.0324,25655.882076,"q1",8.2869831751978
"287","Hawaii",2013,0.307361270570971,28034,38067.6344,36925.605368,"q2",11.9271623369699
"288","Hawaii",2013,0.307361270570971,48035,51500.306,49955.29682,"q3",16.1358203562454
"289","Hawaii",2013,0.307361270570971,76794,70814.8504,67982.256384,"q4",21.9586219330653
"290","Hawaii",2013,0.307361270570971,172867,135337.4772,129073.503871527,"q5",41.6914121985215
"291","Hawaii",2012,0.288686469317237,14549,29011.1084,28720.997316,"q1",8.04180888445901
"292","Hawaii",2012,0.288686469317237,40741,46601.6556,45203.605932,"q2",12.6568989159381
"293","Hawaii",2012,0.288686469317237,66454,63870.5064,61954.391208,"q3",17.347077755207
"294","Hawaii",2012,0.288686469317237,98738,85552.4408,82130.343168,"q4",22.9962948746264
"295","Hawaii",2012,0.288686469317237,188578,145888.9848,139136.644438618,"q5",38.9579195697695
"296","Hawaii",2011,0.288097603159567,14144,28739.1104,28451.719296,"q1",8.18948567272042
"297","Hawaii",2011,0.288097603159567,39104,45502.2464,44137.179008,"q2",12.7043568566041
"298","Hawaii",2011,0.288097603159567,62529,61234.4764,59397.442108,"q3",17.0968403026559
"299","Hawaii",2011,0.288097603159567,94808,82913.0528,79596.530688,"q4",22.9109053441024
"300","Hawaii",2011,0.288097603159567,183423,142426.8868,135834.78652866,"q5",39.0984118239172
"301","Idaho",2015,0.282020562572719,11509,26969.4444,26969.4444,"q1",8.90991337444704
"302","Idaho",2015,0.282020562572719,29301,38918.5516,38529.366084,"q2",12.7289724285458
