model,scenario,year,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
Nrao,SSP2,2034,48.1630214,33.41304467,48.22145525,30.08620938,40.87146102,42.50433746,32.03657242,35.5137886,28.650871,17.42710839,38.97304467,27.738962,48.92540999,45.1154598,37.59304467,43.263187,40.87146102,42.15274994,33.68700769,43.178074,52.71793806,47.98735,58.037914,46.06492118,44.12264044,43.43395274,65.91793806,61.69793806,29.909559,32.35792963,54.714916,44.4282,48.67120411,48.31922674,47.87314431,45.66587128,55.425842,61.38793806,52.64793806,38.682987,26.61304467,33.11730683,30.275173,31.900915,50.07618045,25.486334,54.049339,40.37000304,37.647671,36.36304467,49.34700074,32.372524,34.906025,38.78304467,27.382421,48.28011814,28.800833,47.69348919,34.212864,43.21179793,48.270341,40.20821193,52.78793806,56.11793806,49.34700074,34.054142,51.689301,43.45046508,54.15793806,56.85793806,32.45244646,60.12884715,28.878323,40.45192259,42.454773,32.567822,45.01225765,36.51304467,27.81710839,37.756218,32.169407,61.282478,39.27304467,33.01875691,28.21015345,53.96793806,28.6933749,37.31304467,38.26304467,40.87146102,42.54751487,42.15274994,41.83200343,40.87146102,41.89368545,42.63798184,59.63793806,40.872139,27.835716,37.66179793,43.28297015,45.67028643,31.58968737,45.54343954,42.01704949,50.600727,45.68179793,38.65304467,28.33552,42.83125217,30.24304467,39.49304467,51.06250072,42.44882364,41.41770586,51.58299507,51.71793806,66.42793806,41.64817711,37.06304467,48.46588398,45.07417894,27.866835,26.32710839,38.36304467,33.706493,40.87146102,35.20304467,52.164261,49.652294,42.090378,49.35560455,38.560303,57.43179793,36.2211,52.05793806,40.07304467,41.64817711,45.21927528,27.99710839,42.67179793,56.79793806,40.87146102,40.39048293,45.0501461,52.75793806,45.58330956,39.60304467,41.80116242,45.03289808,30.54840932,36.43304467,57.06793806,35.147766,25.65710839,28.02710839,56.90793806,40.52018889,48.8080842,51.48660723,36.094543,31.69001073,42.40179793,37.17304467,37.71304467,39.88304467,41.41873389,41.67179793,39.41304467,42.6338697,48.47566113,25.33710839,42.38097342,43.741707,36.23785528,48.1630214,45.98035659,45.62800413,42.26377758,48.1921238,41.46807951,68.83793806,61.07793806,44.6659571
Nrao,SSP2,2035,48.0661129,33.33869867,48.09333486,30.10707345,40.80145211,42.44336714,32.04956002,35.5184518,28.703663,17.44102306,38.89869867,27.73856,48.83045792,44.9791032,37.51869867,43.504463,40.80145211,42.08747524,33.69661519,43.407436,52.67977522,47.540813,58.045914,45.96551615,44.02581188,43.35603762,65.87977522,61.65977522,30.004665,32.35910539,54.649979,44.248009,48.56427459,48.19571306,47.72861251,45.51038489,55.44606,61.34977522,52.60977522,38.327179,26.53869867,33.115939,30.3873,31.977688,50.03544937,25.518581,54.149158,40.30695031,37.498863,36.28869867,49.26953522,32.371445,34.842571,38.70869867,27.446564,48.15476178,28.799032,47.54049256,34.204777,43.287906,48.14452396,40.13900631,52.74977522,56.07977522,49.26953522,34.087425,51.414951,43.37197607,54.11977522,56.81977522,32.45014814,60.09068431,28.964535,40.39198524,42.59919,32.591831,44.87948788,36.43869867,27.83102306,37.755096,32.202309,61.239273,39.19869867,33.04377811,28.22431974,53.92977522,28.7185495,37.23869867,38.18869867,40.80145211,42.48707316,42.08747524,41.76280192,40.80145211,41.8252391,42.57864768,59.59977522,41.036465,27.833199,37.737906,43.19938488,45.58546099,31.61786253,45.4633004,41.95011345,50.262959,45.757906,38.57869867,28.327551,42.77428417,30.16869867,39.41869867,50.97356262,42.38717368,41.34343223,51.53437851,51.67977522,66.38977522,41.53469565,36.98869867,48.34928037,44.93925707,27.894594,26.34102306,38.28869867,33.714321,40.80145211,35.12869867,52.020683,49.701164,41.959961,49.28092202,38.606853,57.507906,36.187218,52.01977522,39.99869867,41.53469565,45.15111224,28.01102306,42.747906,56.75977522,40.80145211,40.32820904,44.98823145,52.71977522,45.43069264,39.52869867,41.73158334,44.89941095,30.57152098,36.35869867,57.02977522,35.492752,25.67102306,28.04102306,56.86977522,40.46284769,48.70760408,51.43052372,35.798397,31.71573659,42.477906,37.09869867,37.63869867,39.80869867,41.34447285,41.747906,39.33869867,42.57448521,48.35951819,25.35102306,42.31849279,43.814602,36.26912887,48.0661129,45.88407576,45.5447408,42.19986215,48.0626214,41.39442259,68.79977522,61.03977522,44.54522315
Nrao,SSP2,2036,47.96441213,33.26072433,47.9610816,30.12684893,40.72799056,42.37935999,32.06128432,35.52152461,28.754171,17.45366806,38.82072433,27.735432,48.73193694,44.83848658,37.44072433,43.743946,40.72799056,42.01897336,33.70467728,43.636677,52.63900906,47.078007,58.052673,45.86250282,43.92480932,43.27489323,65.83900906,61.61900906,30.100378,32.35873359,54.579735,44.065613,48.45357251,48.06814484,47.5796688,45.35030109,55.465508,61.30900906,52.56900906,37.958599,26.46072433,33.1129624,30.4967,32.052628,49.9920713,25.548079,54.249794,40.24076866,37.342834,36.21072433,49.18872281,32.368176,34.773647,38.63072433,27.508255,48.02531954,28.794863,47.38294009,34.193497,43.36307336,48.01461322,40.06639968,52.70900906,56.03900906,49.18872281,34.119568,51.125431,43.29024766,54.07900906,56.77900906,32.44621867,60.04991815,29.04917,40.32905675,42.74548,32.612808,44.74252135,36.36072433,27.84366806,37.750305,32.233654,61.190533,39.12072433,33.0678256,28.23722291,53.88900906,28.74274781,37.16072433,38.11072433,40.72799056,42.423618,42.01897336,41.69019959,40.72799056,41.75342531,42.51634906,59.55900906,41.197636,27.827955,37.81307336,43.11265242,45.4972844,31.64513959,45.37989276,41.87987676,49.908607,45.83307336,38.50072433,28.315937,42.71445633,30.09072433,39.34072433,50.88115787,42.32245684,41.26553347,51.48298087,51.63900906,66.34900906,41.41712662,36.91072433,48.2287397,44.80010049,27.920027,26.35366806,38.21072433,33.718613,40.72799056,35.05072433,51.874084,49.749985,41.823284,49.20301521,38.649628,57.58307336,36.150475,51.97900906,39.92072433,41.41712662,45.07989191,28.02366806,42.82307336,56.71900906,40.72799056,40.26284068,44.92336973,52.67900906,45.27352892,39.45072433,41.65858672,44.7617144,30.59360259,36.28072433,56.98900906,35.839348,25.68366806,28.05366806,56.82900906,40.40263016,48.60346105,51.37153217,35.491371,31.74050569,42.55307336,37.02072433,37.56072433,39.73072433,41.26658723,41.82307336,39.26072433,42.51213401,48.23944603,25.36366806,42.25290854,43.884422,36.29905405,47.96441213,45.78424173,45.45815385,42.13277966,47.92896263,41.31716781,68.75900906,60.99900906,44.42050472
Nrao,SSP2,2037,47.86171806,33.15327017,47.82719523,30.14658011,40.64815094,42.32908356,32.07287725,35.52406963,28.80155,17.46601394,38.71327017,27.735338,48.63237178,44.70160033,37.33327017,43.982109,40.64815094,41.95029675,33.71221059,43.865803,52.59820706,46.607426,58.063412,45.77389266,43.82165013,43.21435897,65.79820706,61.57820706,30.196636,32.35795274,54.506557,43.882431,48.34161358,47.9390253,47.42880058,45.18842237,55.489376,61.26820706,52.52820706,37.578407,26.35327017,33.10951695,30.601072,32.125019,49.94861179,25.575634,54.355717,40.18159042,37.185959,36.10327017,49.10430444,32.368332,34.698921,38.52327017,27.565805,47.89429327,28.793003,47.22331281,34.181316,43.43769886,47.88311027,39.98091939,52.66820706,55.99820706,49.10430444,34.157982,50.830265,43.22896364,54.03820706,56.73820706,32.44179847,60.00911615,29.133547,40.28319601,42.901703,32.634434,44.61032119,36.25327017,27.85601394,37.741989,32.270706,61.138401,39.01327017,33.09202462,28.2498362,53.84820706,28.76705989,37.05327017,38.00327017,40.64815094,42.37560123,41.95029675,41.60473686,40.64815094,41.67119068,42.47306685,59.51820706,41.355999,27.82365,37.88769886,43.01809744,45.42772202,31.67264042,45.31645289,41.80409833,49.545033,45.90769886,38.39327017,28.30234,42.68128883,29.98327017,39.23327017,50.78781572,42.26927511,41.15838866,51.43136178,51.59820706,66.30820706,41.28433462,36.80327017,48.10677042,44.66508867,27.945248,26.36601394,38.10327017,33.719128,40.64815094,34.94327017,51.72842,49.804733,41.684666,49.12442412,38.686337,57.65769886,36.120857,51.93820706,39.81327017,41.28433462,45.03209843,28.03601394,42.89769886,56.67820706,40.64815094,40.20699182,44.88373959,52.63820706,45.11539907,39.34327017,41.57150994,44.62857702,30.61572233,36.17327017,56.94820706,36.183964,25.69601394,28.06601394,56.78820706,40.36786733,48.49817569,51.31218658,35.175419,31.7654429,42.62769886,36.91327017,37.45327017,39.62327017,41.15949622,41.89769886,39.15327017,42.46863659,48.11795343,25.37601394,42.1961759,43.95182,36.3284462,47.86171806,45.69971324,45.39063231,42.06991364,47.7936462,41.21265928,68.71820706,60.95820706,44.30402899
Nrao,SSP2,2038,47.7539582,33.00578517,47.68710473,30.16529088,40.55829043,42.29491186,32.08333942,35.52520407,28.846771,17.47714261,38.56578517,27.732452,48.52782373,44.56564392,37.18578517,44.218655,40.55829043,41.87966008,33.71837556,44.095787,52.55451311,46.115505,58.072445,45.70109377,43.71313759,43.17829057,65.75451311,61.53451311,30.293453,32.35579343,54.427967,43.691566,48.22423076,47.80387126,47.27112397,45.01976941,55.512314,61.22451311,52.48451311,37.1856,26.20578517,33.1046397,30.703539,32.195614,49.90216577,25.600452,54.46225,40.12977737,37.020535,35.95578517,49.01228495,32.366322,34.620049,38.37578517,27.621283,47.75716464,28.78882,47.05656547,34.166092,43.51152386,47.74548799,39.87698162,52.62451311,55.95451311,49.01228495,34.195274,50.519321,43.19191434,53.99451311,56.69451311,32.43592697,59.9654222,29.216204,40.25777522,43.058384,32.653141,44.4804954,36.10578517,27.86714261,37.730492,32.306274,61.080803,38.86578517,33.11534523,28.26123939,53.80451311,28.79047363,36.90578517,37.85578517,40.55829043,42.34590769,41.87966008,41.5008339,40.55829043,41.57368509,42.45275611,59.47451311,41.51173,27.816835,37.96152386,42.91068072,45.37984252,31.69932791,45.27658319,41.71938746,49.165108,45.98152386,38.24578517,28.285566,42.68102317,29.83578517,39.08578517,50.68971211,42.22934579,41.01151674,51.37646585,51.55451311,66.26451311,41.12871788,36.65578517,47.97902105,44.53158451,27.968048,26.37714261,37.95578517,33.716091,40.55829043,34.79578517,51.577126,49.858089,41.537888,49.04159646,38.72015,57.73152386,36.088009,51.89451311,39.66578517,41.12871788,45.01269823,28.04714261,42.97152386,56.63451311,40.55829043,40.16177683,44.87501913,52.59451311,44.95165058,39.19578517,41.4644083,44.4975251,30.63688531,36.02578517,56.90451311,36.529751,25.70714261,28.07714261,56.74451311,40.36444009,48.3877039,51.24928923,34.84874,31.78951646,42.70152386,36.76578517,37.30578517,39.47578517,41.01273093,41.97152386,39.00578517,42.44789936,47.9906977,25.38714261,42.14920948,44.016357,36.35665501,47.7539582,45.63225422,45.34542274,42.01079222,47.65207477,41.07101188,68.67451311,60.91451311,44.19477478
Nrao,SSP2,2039,47.64069044,32.85298167,47.54082635,30.18301342,40.46429952,42.25812431,32.09271309,35.52497263,28.889887,17.48708094,38.41298167,27.726805,48.41830731,44.42355653,37.03298167,44.453632,40.46429952,41.80553783,33.72321543,44.326595,52.50793878,45.602032,58.079849,45.62417641,43.59967729,43.13927414,65.70793878,61.48793878,30.390867,32.35230135,54.34404,43.493301,48.10143919,47.66269871,47.10665609,44.84394356,55.534328,61.17793878,52.43793878,36.780243,26.05298167,33.09837708,30.804224,32.264481,49.85274494,25.622593,54.569397,40.07492769,36.846481,35.80298167,48.91590724,32.362194,34.537216,38.22298167,27.674746,47.61394977,28.782364,46.88271563,34.1479,43.5845725,47.60176253,39.768764,52.57793878,55.90793878,48.91590724,34.231506,50.192406,43.15188575,53.94793878,56.64793878,32.42865085,59.91884787,29.29718,40.22994728,43.215603,32.669067,44.34473396,35.95298167,27.87708094,37.715885,32.340397,61.017757,38.71298167,33.13782619,28.27145957,53.75793878,28.8130245,36.75298167,37.70298167,40.46429952,42.3137051,41.80553783,41.39265191,40.46429952,41.47205305,42.4301601,59.42793878,41.664928,27.807592,38.0345725,42.79869482,45.32863862,31.72523978,45.23364433,41.63085532,48.769005,46.0545725,38.09298167,28.265682,42.67895033,29.68298167,38.93298167,50.58686125,42.18666328,40.85934094,51.31830517,51.50793878,66.21793878,40.96693359,36.50298167,47.84550724,44.3920275,27.988472,26.38708094,37.80298167,33.709557,40.46429952,34.64298167,51.420242,49.910061,41.382839,48.95454568,38.751225,57.8045725,36.051975,51.84793878,39.51298167,40.96693359,44.99088114,28.05708094,43.0445725,56.58793878,40.46429952,40.11368259,44.86422209,52.54793878,44.78088551,39.04298167,41.35295134,44.36049847,30.65712541,35.87298167,56.85793878,36.876606,25.71708094,28.08708094,56.69793878,40.35913028,48.27206049,51.18285259,34.51133,31.81276495,42.7745725,36.61298167,37.15298167,39.32298167,40.86066429,42.0445725,38.85298167,42.42486669,47.85769448,25.39708094,42.09932203,44.078159,36.3837175,47.64069044,45.56084689,45.29697386,41.94845987,47.50426465,40.9241852,68.62793878,60.86793878,44.08024045
Nrao,SSP2,2040,47.52085876,32.694846,47.40458832,30.19976441,40.36310543,42.20773247,32.10101974,35.52339801,28.930923,17.49584394,38.254846,27.718424,48.31406714,44.28945147,36.874846,44.687096,40.36310543,41.72047331,33.72675173,44.558197,52.45848383,45.066761,58.085651,45.54404177,43.48159532,43.09052705,65.65848383,61.43848383,30.488886,32.34750029,54.254826,43.287773,47.98564423,47.53090482,46.95458578,44.68189809,55.555416,61.12848383,52.38848383,36.3624,25.894846,33.09075336,30.903147,32.33165,49.80081238,25.642096,54.67717,40.00776159,36.663708,35.644846,48.81905856,32.355968,34.450535,38.064846,27.726252,47.48037822,28.773661,46.7224792,34.126785,43.65685021,47.46774657,39.65203516,52.52848383,55.85848383,48.81905856,34.266701,49.849289,43.10230045,53.89848383,56.59848383,32.41999456,59.86939292,29.376463,40.18787623,43.373405,32.682323,44.21586773,35.794846,27.88584394,37.698238,32.373108,60.949226,38.554846,33.15948667,28.28051179,53.70848383,28.83473021,36.594846,37.544846,40.36310543,42.26757131,41.72047331,41.27595618,40.36310543,41.36144024,42.39294794,59.37848383,41.815685,27.795967,38.10685021,42.67982592,45.26979851,31.75039449,45.18164889,41.53240837,48.356915,46.12685021,37.934846,28.242727,42.660798,29.524846,38.774846,50.48842283,42.13079681,40.70178822,51.25876539,51.45848383,66.16848383,40.80893855,36.344846,47.72037958,44.26001797,28.006542,26.39584394,37.644846,33.699543,40.36310543,34.484846,51.257782,49.960621,41.219402,48.86985976,38.779621,57.87685021,36.012779,51.79848383,39.354846,40.80893855,44.95637764,28.06584394,43.11685021,56.53848383,40.36310543,40.05279025,44.83884482,52.49848383,44.62303109,38.884846,41.23321415,44.23058447,30.67645987,35.714846,56.80848383,37.224297,25.72584394,28.09584394,56.64848383,40.33797177,48.16248734,51.11610936,34.163132,31.83520739,42.84685021,36.454846,36.994846,39.164846,40.70321296,42.11685021,38.694846,42.387249,47.73301123,25.40584394,42.03676434,44.137333,36.40964996,47.52085876,45.48527536,45.24041531,41.87434462,47.36669337,40.77160021,68.57848383,60.81848383,43.9689534
Nrao,SSP2,2041,47.39279861,32.53157883,47.3177129,30.21549223,40.24811617,42.11893464,32.10822601,35.52043832,28.969643,17.50336544,38.09157883,27.707535,48.24003133,44.19792365,36.71157883,44.919109,40.24811617,41.60771075,33.72893592,44.790035,52.40643139,44.51474,58.090183,45.46415629,43.36037001,43.0174124,65.60643139,61.38643139,30.587542,32.34135887,54.160343,43.080856,47.90697189,47.44581268,46.86135742,44.58434304,55.57584,61.07643139,52.33643139,35.931858,25.73157883,33.08173763,30.999456,32.396946,49.74776576,25.658792,54.785748,39.90736988,36.4734,35.48157883,48.73155307,32.347706,34.359695,37.90157883,27.775421,47.39457277,28.762775,46.62597408,34.102764,43.72821907,47.38176279,39.51738717,52.47643139,55.80643139,48.73155307,34.301003,49.491096,43.02900498,53.84643139,56.54643139,32.40992736,59.81734048,29.453728,40.10482949,43.533699,32.69339,44.12547001,35.63157883,27.89336544,37.677216,32.404427,60.874687,38.39157883,33.18029122,28.28833042,53.65643139,28.8555482,36.43157883,37.38157883,40.24811617,42.18171652,41.60771075,41.14133107,40.24811617,41.23101947,42.31325951,59.32643139,41.963402,27.781914,38.17821907,42.549908,45.19450663,31.77475573,45.10783352,41.41039627,47.929234,46.19821907,37.77157883,28.216427,42.59428317,29.36157883,38.61157883,50.41671505,42.03821508,40.53892397,51.20266626,51.40643139,66.11643139,40.67897948,36.18157883,47.63796235,44.16894219,28.022207,26.40336544,37.48157883,33.685955,40.24811617,34.32157883,51.091961,50.01086,41.048252,48.80367037,38.80447,57.94821907,35.970917,51.74643139,39.19157883,40.67897948,44.88633559,28.07336544,43.18821907,56.48643139,40.24811617,39.95673478,44.77077145,52.44643139,44.52638013,38.72157883,41.09648687,44.13996074,30.69484179,35.55157883,56.75643139,37.572273,25.73336544,28.10336544,56.59643139,40.26937915,48.08631159,51.05711974,33.804379,31.85680822,42.91821907,36.29157883,36.83157883,39.00157883,40.54041878,42.18821907,38.53157883,42.30728028,47.65077233,25.41336544,41.93955784,44.193966,36.43437472,47.39279861,45.40637422,45.16561559,41.76914988,47.27928296,40.6121695,68.52643139,60.76643139,43.88234781
Nrao,SSP2,2042,47.26245632,32.36445,47.2306513,30.23135224,40.13054105,42.02823734,32.11581702,35.51734012,29.005161,17.51038361,37.92445,27.699339,48.16563203,44.10610165,36.54445,45.1506,40.13054105,41.49241728,33.73095056,45.023075,52.35371189,43.951935,58.097397,45.38350273,43.23676171,42.94325407,65.55371189,61.33371189,30.686766,32.3352715,54.062389,42.873093,47.8280001,47.36050973,46.76803062,44.48673916,55.60033,61.02371189,52.28371189,35.489582,25.56445,33.07270472,31.092276,32.459171,49.69406581,25.671595,54.898903,39.80477323,36.280411,35.31445,48.64283214,32.344734,34.265083,37.73445,27.820629,47.30856636,28.754234,46.52941575,34.079029,43.799001,47.29558052,39.37963161,52.42371189,55.75371189,48.64283214,34.341965,49.125271,42.95467319,53.79371189,56.49371189,32.39981694,59.76462098,29.528902,40.02003481,43.704643,32.710201,44.03473212,35.46445,27.90038361,37.653706,32.440472,60.794552,38.22445,33.20181741,28.29566873,53.60371189,28.87689255,36.26445,37.21445,40.13054105,42.09403981,41.49241728,41.00359898,40.13054105,41.0976025,42.23191164,59.27371189,42.107105,27.76873,38.249001,42.41771935,45.11825968,31.79991775,45.03300299,41.28560954,47.491329,46.269001,37.60445,28.190155,42.526456,29.19445,38.44445,50.34461164,41.94363418,40.37220867,51.14595596,51.35371189,66.06371189,40.54704677,36.01445,47.55529739,44.07755384,28.036024,26.41038361,37.31445,33.66851,40.13054105,34.15445,50.925652,50.065178,40.872562,48.73700914,38.824409,58.019001,35.933987,51.69371189,39.02445,40.54704677,44.81512477,28.08038361,43.259001,56.43371189,40.13054105,39.85858862,44.70144918,52.39371189,44.42964353,38.55445,40.95659722,44.04900602,30.71356142,35.38445,56.70371189,37.918232,25.74038361,28.11038361,56.54371189,40.19941946,48.00980191,50.99755886,33.436871,31.87915043,42.989001,36.12445,36.66445,38.83445,40.3737754,42.259001,38.36445,42.22564474,47.56828323,25.42038361,41.84023031,44.247711,36.45879394,47.26245632,45.32666494,45.08984079,41.66162362,47.19169377,40.44897821,68.47371189,60.71371189,43.79524769
Nrao,SSP2,2043,47.12649649,32.1920135,47.13890058,30.24626014,40.00856628,41.93390556,32.12236064,35.5129186,29.03857,17.51624933,37.7520135,27.688505,48.08720715,44.00945265,36.3720135,45.380699,40.00856628,41.37295088,33.73167915,45.256767,52.29810289,43.367279,58.103054,45.29881026,43.10819991,42.86551515,65.49810289,61.27810289,30.786625,32.32789775,53.959068,42.658119,47.74476311,47.27060982,46.66968639,44.38390027,55.623943,60.96810289,52.22810289,35.035042,25.3920135,33.06233397,31.183048,32.519699,49.63742498,25.681814,55.012703,39.69828159,36.078632,35.1420135,48.55011024,32.339737,34.166668,37.5620135,27.863951,47.21792613,28.743544,46.42767065,34.052486,43.86899807,47.2047552,39.23721139,52.36810289,55.69810289,48.55011024,34.381973,48.742996,42.87674858,53.73810289,56.43810289,32.38834984,59.70901198,29.602182,39.93173486,43.876396,32.724636,43.93924372,35.2920135,27.90624933,37.627247,32.475182,60.708813,38.0520135,33.2225397,28.30186184,53.54810289,28.89740907,36.0920135,37.0420135,40.00856628,42.00279473,41.37295088,40.86120275,40.00856628,40.95961586,42.14713395,59.21810289,42.248562,27.753334,38.31899807,42.28077549,45.03828477,31.82433843,44.95454444,41.15644206,47.037346,46.33899807,37.4320135,28.160938,42.455495,29.0220135,38.2720135,50.26860296,41.84533377,40.20019476,51.08614702,51.29810289,66.00810289,40.40987331,35.8420135,47.46817369,43.98136908,28.047514,26.41624933,37.1420135,33.647533,40.00856628,33.9820135,50.753994,50.118122,40.688229,48.66672784,38.841576,58.08899807,35.89399,51.63810289,38.8520135,40.40987331,44.74054136,28.08624933,43.32899807,56.37810289,40.00856628,39.75664491,44.62888758,52.33810289,44.32773313,38.3820135,40.8119962,43.9532855,30.73139375,35.2120135,56.64810289,38.264362,25.74624933,28.11624933,56.48810289,40.12627924,47.92915606,50.93474997,33.058571,31.90070298,43.05899807,35.9520135,36.4920135,38.6620135,40.20183497,42.32899807,38.1920135,42.14057308,47.48134462,25.42624933,41.73707936,44.299122,36.48209041,47.12649649,45.24298337,45.01037133,41.55009447,47.0993878,40.28056546,68.41810289,60.65810289,43.70365375
Nrao,SSP2,2044,46.98493564,32.01426967,47.04245383,30.26026277,39.88221428,41.83597657,32.12790754,35.50722222,29.06996,17.52100478,37.57426967,27.675104,48.00475917,43.90797455,36.19426967,45.609486,39.88221428,41.24933694,33.7311696,45.491123,52.23962294,42.76059,58.107265,45.21010025,42.97468962,42.78423067,65.43962294,61.21962294,30.887186,32.31928739,53.850468,42.436203,47.65726002,47.17610735,46.56631316,44.27581215,55.646709,60.90962294,52.16962294,34.56831,25.21426967,33.05067494,31.271921,32.578644,49.57786111,25.689533,55.127197,39.5879265,35.868004,34.96426967,48.45339696,32.332787,34.064598,37.38426967,27.905472,47.12264594,28.730778,46.32072482,34.023224,43.93825093,47.10928059,39.09014105,52.30962294,55.63962294,48.45339696,34.421116,48.344093,42.7952658,53.67962294,56.37962294,32.37557558,59.65053204,29.673655,39.83996976,44.04908,32.736839,43.839005,35.11426967,27.91100478,37.597939,32.508633,60.617493,37.87426967,33.24250966,28.3069521,53.48962294,28.91714747,35.91426967,36.86426967,39.88221428,41.90802003,41.24933694,40.71415694,39.88221428,40.81707617,42.05896824,59.15962294,42.387897,27.735821,38.38825093,42.13912769,44.95461253,31.8480695,44.87249148,41.02291463,46.567406,46.40825093,37.25426967,28.12887,42.3814485,28.84426967,38.09426967,50.1886932,41.74334926,40.02288276,51.02325506,51.23962294,65.94962294,40.26745309,35.66426967,47.37658763,43.88038673,28.056757,26.42100478,36.96426967,33.623093,39.88221428,33.80426967,50.577042,50.169727,40.495174,48.59283466,38.856125,58.15825093,35.851002,51.57962294,38.67426967,40.26745309,44.66262657,28.09100478,43.39825093,56.31962294,39.88221428,39.65093732,44.55313183,52.27962294,44.22063651,38.20426967,40.66269732,43.85279891,30.7483871,35.03426967,56.58962294,38.610661,25.75100478,28.12100478,56.42962294,40.05000582,47.84437495,50.86870656,32.669468,31.92151751,43.12825093,35.77426967,36.31426967,38.48426967,40.02459808,42.39825093,38.01426967,42.05210696,47.38995298,25.43100478,41.6301381,44.348324,36.50430966,46.98493564,45.15535288,44.92723885,41.43459156,47.00235777,40.10693347,68.35962294,60.59962294,43.60757384
Nrao,SSP2,2045,46.83681217,31.831187,46.95564746,30.27336327,39.74874501,41.72470845,32.13246388,35.50025704,29.099321,17.52465067,37.391187,27.659145,47.92733241,43.81413163,36.011187,45.836998,39.74874501,41.11495843,33.72942764,45.726093,52.1782555,42.131599,58.110031,45.11814866,42.8364982,42.69337902,65.3782555,61.1582555,30.98843,32.30944689,53.73661,42.207424,47.57644618,47.0906037,46.47486584,44.1809901,55.668617,60.8482555,52.1082555,34.089363,25.031187,33.0377342,31.358892,32.636009,49.51576739,25.694754,55.242363,39.46547782,35.648415,34.781187,48.35611248,32.323895,33.958927,37.201187,27.945198,47.0366212,28.715935,46.22688374,33.991253,44.00676086,47.02312558,38.93465731,52.2482555,55.5782555,48.35611248,34.459389,47.928295,42.70438477,53.6182555,56.3182555,32.36150072,59.58916459,29.743296,39.73424771,44.222713,32.746876,43.74534567,34.931187,27.91465067,37.565804,32.540836,60.520531,37.691187,33.26173313,28.31094031,53.4282555,28.9361124,35.731187,36.681187,39.74874501,41.79959003,41.11495843,40.55869525,39.74874501,40.66566894,41.95648478,59.0982555,42.525177,27.716206,38.45676086,41.99070628,44.86340718,31.87111668,44.78152599,40.87961632,46.081604,46.47676086,37.071187,28.093964,42.291669,28.661187,37.911187,50.11296711,41.62843213,39.84018865,50.95893142,51.1782555,65.8882555,40.12857416,35.481187,47.29303807,43.78661725,28.063757,26.42465067,36.781187,33.595184,39.74874501,33.621187,50.394787,50.219948,40.293236,48.52113988,38.86808,58.22676086,35.805019,51.5182555,38.491187,40.12857416,44.57227406,28.09465067,43.46676086,56.2582555,39.74874501,39.53267029,44.46309914,52.2182555,44.12596133,38.021187,40.50520841,43.75910286,30.76454541,34.851187,56.5282555,38.957008,25.75465067,28.12465067,56.3682555,39.95822261,47.76538492,50.80227136,32.269508,31.94159986,43.19676086,35.591187,36.131187,38.301187,39.84197154,42.46676086,37.831187,41.9493532,47.30653369,25.43465067,41.51076108,44.395382,36.52545598,46.83681217,45.0635612,44.83611345,41.30751107,46.91516059,39.92755049,68.2982555,60.5382555,43.51453055
