year,st,state,gini,d10_value
1994,21,Maryland,0.539539695,0.380715828
1994,22,Massachusetts,0.56880486,0.419901199
1994,23,Michigan,0.551546276,0.398917732
1994,24,Minnesota,0.544810772,0.387508507
1994,25,Mississippi,0.555347919,0.406307793
1994,26,Missouri,0.553343356,0.386439667
1994,27,Montana,0.576034307,0.382658386
1994,28,Nebraska,0.556429744,0.340095024
1994,29,Nevada,0.577323973,0.444030418
1994,30,New Hampshire,0.546835423,0.388111725
1994,31,New Jersey,0.566979051,0.429895821
1994,32,New Mexico,0.565643132,0.378773499
1994,33,New York,0.595147669,0.451789665
1994,34,North Carolina,0.535132349,0.375879517
1994,35,North Dakota,0.545404732,0.334403877
1994,36,Ohio,0.52805084,0.36784214
1994,37,Oklahoma,0.56472522,0.37733223
1994,38,Oregon,0.548757374,0.384857635
1994,39,Pennsylvania,0.549670219,0.398105431
1994,40,Rhode Island,0.543524504,0.395322533
1994,41,South Carolina,0.53961587,0.387955093
1994,42,South Dakota,0.577177227,0.34646431
1994,43,Tennessee,0.556973517,0.406887474
1994,44,Texas,0.59488976,0.40874855
1994,45,Utah,0.5600456,0.378000145
1994,46,Vermont,0.540072083,0.367789764
1994,47,Virginia,0.538648844,0.374081001
1994,48,Washington,0.538519204,0.391811638
1994,49,West Virginia,0.527911067,0.421241798
1994,50,Wisconsin,0.53377676,0.377164268
1994,51,Wyoming,0.590898216,0.38289299
1995,1,Alabama,0.5565207,0.416321793
1995,2,Alaska,0.671232581,0.321495361
1995,3,Arizona,0.564447641,0.416404343
1995,4,Arkansas,0.551950037,0.401209526
1995,5,California,0.609200418,0.429035187
1995,6,Colorado,0.56787473,0.396016541
1995,7,Connecticut,0.599363744,0.475443535
1995,8,Delaware,0.538938284,0.40244957
1995,9,District of Columbia,0.595307291,0.420722847
1995,10,Florida,0.605019867,0.4631036
1995,11,Georgia,0.564411819,0.409829903
1995,12,Hawaii,0.532553196,0.3259272
1995,13,Idaho,0.562856674,0.369500275
1995,14,Illinois,0.573896766,0.431274376
1995,15,Indiana,0.538652837,0.384887314
1995,16,Iowa,0.533415079,0.352347031
1995,17,Kansas,0.553249061,0.382212334
1995,18,Kentucky,0.552615821,0.403160706
1995,19,Louisiana,0.578403771,0.408044701
1995,20,Maine,0.532454371,0.374134636
1995,21,Maryland,0.543932199,0.387846298
1995,22,Massachusetts,0.577090085,0.444197578
1995,23,Michigan,0.553320169,0.411171265
1995,24,Minnesota,0.549570084,0.399903526
1995,25,Mississippi,0.5570997,0.412051277
1995,26,Missouri,0.555843115,0.393390579
1995,27,Montana,0.581535876,0.379777374
1995,28,Nebraska,0.559836328,0.350345154
1995,29,Nevada,0.586831391,0.448042488
1995,30,New Hampshire,0.550954282,0.402529984
1995,31,New Jersey,0.574222445,0.436538391
1995,32,New Mexico,0.565721929,0.381154327
1995,33,New York,0.605003178,0.465051346
1995,34,North Carolina,0.540415883,0.382084389
1995,35,North Dakota,0.552877069,0.35505085
1995,36,Ohio,0.530594409,0.378455811
1995,37,Oklahoma,0.563875973,0.371931992
1995,38,Oregon,0.549995601,0.387406273
1995,39,Pennsylvania,0.55627811,0.413174362
1995,40,Rhode Island,0.547735393,0.400518112
1995,41,South Carolina,0.543730199,0.396426048
1995,42,South Dakota,0.581306517,0.370474625
1995,43,Tennessee,0.561105728,0.410405807
1995,44,Texas,0.596627772,0.417580223
1995,45,Utah,0.564970732,0.388786201
1995,46,Vermont,0.54875505,0.374572906
1995,47,Virginia,0.543145716,0.388207054
1995,48,Washington,0.546283007,0.407605286
1995,49,West Virginia,0.532104135,0.425000343
1995,50,Wisconsin,0.536680043,0.38330452
1995,51,Wyoming,0.596647561,0.391481628
1996,1,Alabama,0.576556683,0.419382896
1996,2,Alaska,0.667643547,0.33059803
1996,3,Arizona,0.581089914,0.435190926
1996,4,Arkansas,0.572275817,0.396602058
1996,5,California,0.626262903,0.444508667
1996,6,Colorado,0.581285119,0.404725113
1996,7,Connecticut,0.621397972,0.498849373
1996,8,Delaware,0.556860745,0.40811039
1996,9,District of Columbia,0.618957937,0.445332642
1996,10,Florida,0.627003372,0.484377975
1996,11,Georgia,0.581135571,0.414066582
1996,12,Hawaii,0.549747586,0.338947525
1996,13,Idaho,0.584694266,0.3770784
1996,14,Illinois,0.590921044,0.434545021
1996,15,Indiana,0.555130541,0.387311325
1996,16,Iowa,0.549424589,0.342973595
1996,17,Kansas,0.566308796,0.378184776
1996,18,Kentucky,0.569401324,0.397657967
1996,19,Louisiana,0.600809515,0.42621254
1996,20,Maine,0.554268718,0.381492157
1996,21,Maryland,0.562994778,0.399708252
1996,22,Massachusetts,0.591127753,0.452810936
1996,23,Michigan,0.567937613,0.417884598
1996,24,Minnesota,0.569173157,0.412185402
1996,25,Mississippi,0.581070721,0.404340744
1996,26,Missouri,0.573813677,0.397160683
1996,27,Montana,0.602719665,0.378544083
1996,28,Nebraska,0.580016434,0.348703194
1996,29,Nevada,0.607229829,0.471221657
1996,30,New Hampshire,0.567716181,0.402338982
1996,31,New Jersey,0.590194106,0.444490318
1996,32,New Mexico,0.589943409,0.386239777
1996,33,New York,0.63128686,0.488944321
1996,34,North Carolina,0.559649765,0.390280647
1996,35,North Dakota,0.577317715,0.331063271
1996,36,Ohio,0.548758507,0.384566689
1996,37,Oklahoma,0.593340933,0.379407578
1996,38,Oregon,0.568484247,0.399315872
1996,39,Pennsylvania,0.576938093,0.424401932
1996,40,Rhode Island,0.561563492,0.402580833
1996,41,South Carolina,0.564711332,0.399766045
1996,42,South Dakota,0.603783369,0.344731941
1996,43,Tennessee,0.584778249,0.424285583
1996,44,Texas,0.617693961,0.427727089
1996,45,Utah,0.581180751,0.396908684
1996,46,Vermont,0.566742003,0.389153557
1996,47,Virginia,0.561713576,0.39940876
1996,48,Washington,0.564303577,0.420919952
1996,49,West Virginia,0.551432014,0.421350632
1996,50,Wisconsin,0.553624332,0.387729874
1996,51,Wyoming,0.628642142,0.438009529
1997,1,Alabama,0.557945192,0.419389992
1997,2,Alaska,0.606640041,0.337097244
1997,3,Arizona,0.568104327,0.445936584
1997,4,Arkansas,0.553420603,0.393315659
1997,5,California,0.619011223,0.459349136
1997,6,Colorado,0.575635493,0.418840332
1997,7,Connecticut,0.628711998,0.537361832
1997,8,Delaware,0.553889394,0.429633331
1997,9,District of Columbia,0.614279926,0.469630127
1997,10,Florida,0.616660655,0.51325779
1997,11,Georgia,0.571879566,0.42865078
1997,12,Hawaii,0.540543675,0.338762817
1997,13,Idaho,0.566461742,0.379576645
1997,14,Illinois,0.587144315,0.442585335
1997,15,Indiana,0.54115355,0.394869385
1997,16,Iowa,0.53945595,0.356447144
1997,17,Kansas,0.555402339,0.391713371
1997,18,Kentucky,0.54966414,0.407419891
1997,19,Louisiana,0.576803863,0.430334053
1997,20,Maine,0.537184179,0.394944572
1997,21,Maryland,0.553934216,0.424109039
1997,22,Massachusetts,0.591297746,0.474059181
1997,23,Michigan,0.557087541,0.419680672
1997,24,Minnesota,0.557246506,0.396467934
1997,25,Mississippi,0.556899309,0.404763489
1997,26,Missouri,0.558322251,0.399578896
1997,27,Montana,0.574724793,0.381645279
1997,28,Nebraska,0.564671934,0.37322094
1997,29,Nevada,0.595240116,0.46522747
1997,30,New Hampshire,0.566091657,0.436296806
1997,31,New Jersey,0.59231478,0.458901863
1997,32,New Mexico,0.57048893,0.39620533
1997,33,New York,0.629554629,0.496797218
1997,34,North Carolina,0.548784614,0.400258331
1997,35,North Dakota,0.55561763,0.356185303
1997,36,Ohio,0.535020351,0.389823265
1997,37,Oklahoma,0.565379441,0.389821854
1997,38,Oregon,0.558210671,0.41739666
1997,39,Pennsylvania,0.569484055,0.433959923
1997,40,Rhode Island,0.556987405,0.433596191
1997,41,South Carolina,0.54414326,0.404927864
1997,42,South Dakota,0.582587898,0.383992119
1997,43,Tennessee,0.572302222,0.429590416
1997,44,Texas,0.607194602,0.44303627
1997,45,Utah,0.56567353,0.399475403
1997,46,Vermont,0.551400423,0.409604492
1997,47,Virginia,0.556090355,0.390985298
1997,48,Washington,0.564589083,0.432863235
1997,49,West Virginia,0.521310508,0.4159795
1997,50,Wisconsin,0.544633746,0.39893383
1997,51,Wyoming,0.617908716,0.47100563
1998,1,Alabama,0.563707411,0.424549904
1998,2,Alaska,0.589037299,0.355391006
1998,3,Arizona,0.573743701,0.448276138
1998,4,Arkansas,0.561294377,0.410140877
1998,5,California,0.621916592,0.462018661
1998,6,Colorado,0.586810946,0.434100189
1998,7,Connecticut,0.642306089,0.548416634
1998,8,Delaware,0.553669751,0.42623394
1998,9,District of Columbia,0.62882489,0.499607277
1998,10,Florida,0.621242583,0.520993843
1998,11,Georgia,0.579413354,0.438617744
1998,12,Hawaii,0.557972848,0.343837242
1998,13,Idaho,0.574733675,0.378579979
1998,14,Illinois,0.596150756,0.455160522
1998,15,Indiana,0.552232683,0.404586983
1998,16,Iowa,0.541746914,0.365822716
1998,17,Kansas,0.556504905,0.392321014
1998,18,Kentucky,0.554089367,0.416289635
1998,19,Louisiana,0.574885309,0.425532951
1998,20,Maine,0.5624066,0.402799492
1998,21,Maryland,0.563262641,0.425035286
1998,22,Massachusetts,0.601651192,0.494994507
1998,23,Michigan,0.562874854,0.434662514
1998,24,Minnesota,0.563549697,0.406239929
1998,25,Mississippi,0.559747458,0.407668457
1998,26,Missouri,0.565257668,0.413408699
1998,27,Montana,0.592696726,0.388560905
1998,28,Nebraska,0.577671289,0.398478813
1998,29,Nevada,0.613708854,0.490412521
1998,30,New Hampshire,0.568221331,0.435339508
1998,31,New Jersey,0.601676166,0.474350548
1998,32,New Mexico,0.571543097,0.394566727
1998,33,New York,0.6365152,0.513094673
1998,34,North Carolina,0.553910613,0.406703911
1998,35,North Dakota,0.56706363,0.344844933
1998,36,Ohio,0.537774682,0.397625885
1998,37,Oklahoma,0.567827582,0.392224274
1998,38,Oregon,0.56605649,0.41212822
1998,39,Pennsylvania,0.571593106,0.435403748
1998,40,Rhode Island,0.557968616,0.43363369
1998,41,South Carolina,0.559401274,0.420303154
1998,42,South Dakota,0.587156296,0.374495239
1998,43,Tennessee,0.568723381,0.426831779
1998,44,Texas,0.607748866,0.449380188
1998,45,Utah,0.562326193,0.392454834
1998,46,Vermont,0.561293781,0.41906868
1998,47,Virginia,0.564795375,0.422001915
1998,48,Washington,0.587202549,0.470645752
1998,49,West Virginia,0.530193686,0.410633888
1998,50,Wisconsin,0.547994137,0.400087852
1998,51,Wyoming,0.627531052,0.481178703
1999,1,Alabama,0.563550532,0.426592636
1999,2,Alaska,0.581983805,0.350107918
1999,3,Arizona,0.574446559,0.453713455
1999,4,Arkansas,0.56179285,0.403558731
1999,5,California,0.638656914,0.508671303
1999,6,Colorado,0.596413553,0.445979919
1999,7,Connecticut,0.643811762,0.558541107
1999,8,Delaware,0.561658263,0.432451515
1999,9,District of Columbia,0.561658263,0.433261986
1999,10,Florida,0.623940647,0.518769417
1999,11,Georgia,0.587426186,0.437549553
1999,12,Hawaii,0.560542226,0.358129501
1999,13,Idaho,0.586120009,0.394998932
1999,14,Illinois,0.601581097,0.464587593
1999,15,Indiana,0.551459193,0.397336845
1999,16,Iowa,0.541348398,0.37234024
1999,17,Kansas,0.566089928,0.39737339
1999,18,Kentucky,0.558913589,0.412711868
1999,19,Louisiana,0.574393928,0.416571465
1999,20,Maine,0.548664272,0.412714348
1999,21,Maryland,0.570558012,0.430033569
1999,22,Massachusetts,0.614567459,0.521901131
1999,23,Michigan,0.566103518,0.429069176
1999,24,Minnesota,0.563615263,0.404005165
1999,25,Mississippi,0.553578615,0.403139343
1999,26,Missouri,0.566216469,0.418031311
1999,27,Montana,0.598250628,0.39039711
1999,28,Nebraska,0.574025035,0.384691544
1999,29,Nevada,0.610055923,0.476774712
1999,30,New Hampshire,0.573703647,0.446891747
1999,31,New Jersey,0.610406816,0.493980675
1999,32,New Mexico,0.576556683,0.405740967
1999,33,New York,0.644530296,0.535850525
1999,34,North Carolina,0.555593073,0.402047005
1999,35,North Dakota,0.554061413,0.347768593
1999,36,Ohio,0.541101813,0.391899338
1999,37,Oklahoma,0.571963012,0.387302399
1999,38,Oregon,0.566868067,0.417461929
1999,39,Pennsylvania,0.579644442,0.436664085
1999,40,Rhode Island,0.572558641,0.432492371
1999,41,South Carolina,0.554498136,0.417191582
1999,42,South Dakota,0.598551095,0.394785728
1999,43,Tennessee,0.572582364,0.424130058
1999,44,Texas,0.611846387,0.443581352
1999,45,Utah,0.569305122,0.399636574
1999,46,Vermont,0.567036569,0.41553978
1999,47,Virginia,0.572803557,0.433556519
1999,48,Washington,0.610261083,0.520790176
1999,49,West Virginia,0.527704835,0.403810349
1999,50,Wisconsin,0.545659482,0.395307388
1999,51,Wyoming,0.63108474,0.476574516
2000,1,Alabama,0.562732339,0.42204464
2000,2,Alaska,0.574780464,0.3619701
2000,3,Arizona,0.576278985,0.45487175
2000,4,Arkansas,0.557923496,0.407966957
2000,5,California,0.654662013,0.551848564
2000,6,Colorado,0.60547626,0.467139664
2000,7,Connecticut,0.655693233,0.585980835
2000,8,Delaware,0.562413812,0.439791412
2000,9,District of Columbia,0.644694507,0.551582642
2000,10,Florida,0.627933741,0.53142849
2000,11,Georgia,0.587977648,0.443500595
2000,12,Hawaii,0.563607872,0.370773811
2000,13,Idaho,0.588901639,0.418532104
2000,14,Illinois,0.604523599,0.474194756
2000,15,Indiana,0.550101459,0.38705719
2000,16,Iowa,0.533636272,0.355806351
2000,17,Kansas,0.565957487,0.390610199
2000,18,Kentucky,0.556110919,0.404008713
2000,19,Louisiana,0.576282084,0.417509956
2000,20,Maine,0.552585423,0.430695114
2000,21,Maryland,0.575559914,0.437710457
2000,22,Massachusetts,0.637267768,0.589280205
2000,23,Michigan,0.562266767,0.422300644
2000,24,Minnesota,0.568556488,0.419955978
2000,25,Mississippi,0.55705148,0.397945366
2000,26,Missouri,0.570598185,0.418713989
2000,27,Montana,0.586926043,0.401455956
2000,28,Nebraska,0.582527876,0.392478218
2000,29,Nevada,0.620887399,0.514084435
2000,30,New Hampshire,0.591769755,0.482982635
2000,31,New Jersey,0.622350574,0.507705002
2000,32,New Mexico,0.552921534,0.332725182
2000,33,New York,0.643285513,0.543925285
2000,34,North Carolina,0.562763333,0.409509773
2000,35,North Dakota,0.55314672,0.351031036
2000,36,Ohio,0.541358948,0.387397652
2000,37,Oklahoma,0.571698487,0.390145378
2000,38,Oregon,0.583355784,0.435975609
2000,39,Pennsylvania,0.579463124,0.444967651
2000,40,Rhode Island,0.571034074,0.467240028
2000,41,South Carolina,0.553570986,0.405983086
2000,42,South Dakota,0.578566849,0.379650803
2000,43,Tennessee,0.571156144,0.420684471
2000,44,Texas,0.617575526,0.450860748
2000,45,Utah,0.57365936,0.403454361
2000,46,Vermont,0.563124895,0.427378082
2000,47,Virginia,0.576738477,0.432290688
2000,48,Washington,0.601327419,0.497572632
2000,49,West Virginia,0.526313365,0.402095795
2000,50,Wisconsin,0.549108744,0.399733467
2000,51,Wyoming,0.639612675,0.506969681
2001,1,Alabama,0.556968153,0.412914352
2001,2,Alaska,0.565099359,0.345250168
2001,3,Arizona,0.558734238,0.431406097
2001,4,Arkansas,0.557586133,0.400779915
2001,5,California,0.617504776,0.47303894
2001,6,Colorado,0.581278384,0.41804554
2001,7,Connecticut,0.645848036,0.554478951
2001,8,Delaware,0.546733499,0.400173378
2001,9,District of Columbia,0.620804131,0.475618744
2001,10,Florida,0.616038501,0.491433716
2001,11,Georgia,0.575131476,0.428513565
2001,12,Hawaii,0.546980262,0.367528801
2001,13,Idaho,0.568691373,0.366395035
2001,14,Illinois,0.588607073,0.445197258
2001,15,Indiana,0.53620106,0.379541664
2001,16,Iowa,0.531534374,0.345314102
2001,17,Kansas,0.553926826,0.372434196
2001,18,Kentucky,0.544423938,0.404126549
2001,19,Louisiana,0.567243516,0.419317589
2001,20,Maine,0.535820782,0.397623291
2001,21,Maryland,0.559128165,0.405734291
2001,22,Massachusetts,0.600151598,0.497653465
2001,23,Michigan,0.548574209,0.409249916
2001,24,Minnesota,0.556117058,0.409447136
2001,25,Mississippi,0.551608026,0.401145172
2001,26,Missouri,0.559726179,0.409442787
2001,27,Montana,0.57533896,0.393993454
2001,28,Nebraska,0.566266418,0.364125023
2001,29,Nevada,0.604024827,0.473490524
2001,30,New Hampshire,0.554850876,0.424942436
2001,31,New Jersey,0.603563726,0.479829521
2001,32,New Mexico,0.586879909,0.465643616
2001,33,New York,0.653623521,0.564675026
2001,34,North Carolina,0.549643159,0.399929504
2001,35,North Dakota,0.552425802,0.353818626
2001,36,Ohio,0.528712451,0.387377167
2001,37,Oklahoma,0.564993441,0.383631706
2001,38,Oregon,0.558397889,0.403758736
2001,39,Pennsylvania,0.566605747,0.421509819
2001,40,Rhode Island,0.561267138,0.44053299
2001,41,South Carolina,0.546878278,0.409693413
2001,42,South Dakota,0.569061339,0.354075928
2001,43,Tennessee,0.562563598,0.409759636
2001,44,Texas,0.599790156,0.427180405
2001,45,Utah,0.554572821,0.370266304
2001,46,Vermont,0.548031092,0.400241699
2001,47,Virginia,0.559548318,0.404279823
2001,48,Washington,0.568236053,0.431034241
2001,49,West Virginia,0.521844685,0.416520462
2001,50,Wisconsin,0.537168741,0.387064476
2001,51,Wyoming,0.619123936,0.458314552
2002,1,Alabama,0.560690463,0.417096901
2002,2,Alaska,0.571666777,0.339528275
2002,3,Arizona,0.557470977,0.420980301
2002,4,Arkansas,0.564712167,0.411774139
2002,5,California,0.606206536,0.450188637
2002,6,Colorado,0.571272194,0.404201965
2002,7,Connecticut,0.625027537,0.511254158
2002,8,Delaware,0.540288031,0.392264709
2002,9,District of Columbia,0.610696733,0.457349701
2002,10,Florida,0.613112986,0.482122459
2002,11,Georgia,0.573430717,0.419684486
2002,12,Hawaii,0.544722736,0.357761421
2002,13,Idaho,0.572584033,0.36810936
2002,14,Illinois,0.583737671,0.443200569
2002,15,Indiana,0.54005295,0.387237434
2002,16,Iowa,0.531392992,0.350473938
2002,17,Kansas,0.557558596,0.386101456
2002,18,Kentucky,0.551433086,0.40583889
2002,19,Louisiana,0.575815499,0.41578968
2002,20,Maine,0.537557542,0.404486656
2002,21,Maryland,0.547275007,0.389489746
2002,22,Massachusetts,0.583731413,0.464637566
2002,23,Michigan,0.55051899,0.416549149
2002,24,Minnesota,0.549884558,0.408233147
2002,25,Mississippi,0.564301431,0.406068115
2002,26,Missouri,0.559340537,0.403160439
2002,27,Montana,0.595562577,0.398088684
2002,28,Nebraska,0.5703969,0.363597221
2002,29,Nevada,0.600333512,0.471773376
2002,30,New Hampshire,0.545304,0.409088097
2002,31,New Jersey,0.590805709,0.460514908
2002,32,New Mexico,0.580832899,0.394285011
2002,33,New York,0.635516167,0.523912621
2002,34,North Carolina,0.551720977,0.405901756
2002,35,North Dakota,0.554862618,0.363732147
2002,36,Ohio,0.531657279,0.396663246
2002,37,Oklahoma,0.570544183,0.377870712
2002,38,Oregon,0.559031785,0.402896729
2002,39,Pennsylvania,0.564053357,0.417464218
2002,40,Rhode Island,0.551825643,0.425189247
2002,41,South Carolina,0.552081168,0.411632309
2002,42,South Dakota,0.58347863,0.366695671
2002,43,Tennessee,0.567479372,0.405680733
2002,44,Texas,0.596433699,0.415179214
2002,45,Utah,0.561942697,0.371458549
2002,46,Vermont,0.553414762,0.403930016
2002,47,Virginia,0.550977886,0.397111588
2002,48,Washington,0.560286999,0.422629166
2002,49,West Virginia,0.531465709,0.41398613
2002,50,Wisconsin,0.53838253,0.392896614
2002,51,Wyoming,0.620488405,0.444760895
2003,1,Alabama,0.581490338,0.423482208
2003,2,Alaska,0.581087291,0.344552727
2003,3,Arizona,0.564577699,0.435994492
2003,4,Arkansas,0.592687666,0.414211235
2003,5,California,0.601583242,0.467411308
2003,6,Colorado,0.565677881,0.411448898
2003,7,Connecticut,0.607978404,0.524494362
2003,8,Delaware,0.539572358,0.407339668
2003,9,District of Columbia,0.600717187,0.482573891
2003,10,Florida,0.625981271,0.475962029
2003,11,Georgia,0.581492722,0.42388443
2003,12,Hawaii,0.55309093,0.372952881
2003,13,Idaho,0.590591192,0.377514801
2003,14,Illinois,0.582210541,0.451792068
2003,15,Indiana,0.549464345,0.386977882
2003,16,Iowa,0.539534807,0.35898407
2003,17,Kansas,0.567099154,0.385352554
2003,18,Kentucky,0.571431756,0.417586899
2003,19,Louisiana,0.602659464,0.414505501
2003,20,Maine,0.551171005,0.393239136
2003,21,Maryland,0.535923004,0.39694809
2003,22,Massachusetts,0.571661413,0.477686615
2003,23,Michigan,0.556445539,0.423627396
2003,24,Minnesota,0.54554522,0.412870903
2003,25,Mississippi,0.601015925,0.415147896
2003,26,Missouri,0.570201635,0.403104553
2003,27,Montana,0.628676713,0.396880875
2003,28,Nebraska,0.580471873,0.353676414
2003,29,Nevada,0.604472578,0.475283127
2003,30,New Hampshire,0.539939284,0.403278275
2003,31,New Jersey,0.576902509,0.46010437
2003,32,New Mexico,0.599321485,0.403488197
2003,33,New York,0.628025949,0.538280983
2003,34,North Carolina,0.56611073,0.415892105
2003,35,North Dakota,0.573025644,0.345343285
2003,36,Ohio,0.543461263,0.39238327
2003,37,Oklahoma,0.594213784,0.387951317
2003,38,Oregon,0.567066014,0.40967865
2003,39,Pennsylvania,0.569298744,0.423171844
2003,40,Rhode Island,0.550747514,0.430960274
2003,41,South Carolina,0.574424624,0.421443901
2003,42,South Dakota,0.604634702,0.347314415
2003,43,Tennessee,0.584627032,0.419543228
2003,44,Texas,0.60636574,0.429556541
2003,45,Utah,0.571915448,0.388370972
2003,46,Vermont,0.563859403,0.387558441
2003,47,Virginia,0.544615686,0.398913269
2003,48,Washington,0.555769801,0.42727623
2003,49,West Virginia,0.558018804,0.424731712
2003,50,Wisconsin,0.542390525,0.390317078
2003,51,Wyoming,0.621471226,0.444845467
2004,1,Alabama,0.606339872,0.424025841
2004,2,Alaska,0.590420961,0.348710289
2004,3,Arizona,0.577191651,0.473455544
2004,4,Arkansas,0.619655907,0.422732964
2004,5,California,0.608567417,0.486751556
2004,6,Colorado,0.571258068,0.439536133
2004,7,Connecticut,0.607479095,0.547533073
2004,8,Delaware,0.550498664,0.435773544
2004,9,District of Columbia,0.600765347,0.474793243
2004,10,Florida,0.646859884,0.541092567
2004,11,Georgia,0.598686695,0.440821152
2004,12,Hawaii,0.566461623,0.38740509
2004,13,Idaho,0.611331999,0.389901962
2004,14,Illinois,0.588453531,0.467777405
2004,15,Indiana,0.562558055,0.391451569
2004,16,Iowa,0.548501551,0.350334129
2004,17,Kansas,0.578682184,0.390147934
2004,18,Kentucky,0.591183364,0.413471985
2004,19,Louisiana,0.630615771,0.40671917
2004,20,Maine,0.567308426,0.402114029
2004,21,Maryland,0.536027849,0.402667007
2004,22,Massachusetts,0.574005485,0.487883949
2004,23,Michigan,0.567499161,0.42521946
2004,24,Minnesota,0.549865901,0.420763474
2004,25,Mississippi,0.639225304,0.397458687
2004,26,Missouri,0.585611105,0.405102959
2004,27,Montana,0.652605653,0.407612114
2004,28,Nebraska,0.589245319,0.365745392
2004,29,Nevada,0.614899457,0.555421715
2004,30,New Hampshire,0.544314563,0.418407364
2004,31,New Jersey,0.574903548,0.461071281
2004,32,New Mexico,0.624370992,0.410058289
2004,33,New York,0.635033846,0.562377243
2004,34,North Carolina,0.585412502,0.418796043
2004,35,North Dakota,0.59171164,0.363959274
2004,36,Ohio,0.557914913,0.403557968
2004,37,Oklahoma,0.617208719,0.405119133
2004,38,Oregon,0.578541994,0.425448914
2004,39,Pennsylvania,0.581055939,0.426296959
2004,40,Rhode Island,0.559398472,0.443882751
2004,41,South Carolina,0.599226177,0.430286331
2004,42,South Dakota,0.618401706,0.363060913
2004,43,Tennessee,0.604667902,0.432398148
2004,44,Texas,0.62460357,0.44501049
2004,45,Utah,0.581894875,0.400051003
2004,46,Vermont,0.574620426,0.396186981
2004,47,Virginia,0.548100591,0.409241562
2004,48,Washington,0.558364451,0.436399117
2004,49,West Virginia,0.583982348,0.426151123
2004,50,Wisconsin,0.550884604,0.394078674
2004,51,Wyoming,0.624536872,0.460498962
2005,1,Alabama,0.629092753,0.44456028
2005,2,Alaska,0.589147329,0.344387131
2005,3,Arizona,0.590745211,0.505073471
2005,4,Arkansas,0.643081307,0.426773949
2005,5,California,0.617148161,0.504594307
2005,6,Colorado,0.580472887,0.439700279
2005,7,Connecticut,0.612258613,0.566206398
2005,8,Delaware,0.558697581,0.465155907
2005,9,District of Columbia,0.602424264,0.482097397
2005,10,Florida,0.667079985,0.593718758
2005,11,Georgia,0.616744637,0.455133591
2005,12,Hawaii,0.576738417,0.40718483
2005,13,Idaho,0.629484296,0.417848282
2005,14,Illinois,0.599004865,0.475269394
2005,15,Indiana,0.578391194,0.400365601
2005,16,Iowa,0.560311615,0.356790886
2005,17,Kansas,0.592104435,0.401387634
2005,18,Kentucky,0.608317435,0.418385963
2005,19,Louisiana,0.662235796,0.435418892
2005,20,Maine,0.584545076,0.41635582
2005,21,Maryland,0.539757967,0.408185997
2005,22,Massachusetts,0.581118882,0.49827076
2005,23,Michigan,0.582706153,0.425859489
2005,24,Minnesota,0.561903179,0.429176636
2005,25,Mississippi,0.677090883,0.421159554
2005,26,Missouri,0.605548024,0.419409561
2005,27,Montana,0.669218123,0.419741287
2005,28,Nebraska,0.600915849,0.366273422
2005,29,Nevada,0.626249254,0.569625702
2005,30,New Hampshire,0.552024007,0.428107643
2005,31,New Jersey,0.577320933,0.468216248
2005,32,New Mexico,0.647434652,0.424804459
2005,33,New York,0.646464646,0.56459713
2005,34,North Carolina,0.602133632,0.43111454
2005,35,North Dakota,0.607067227,0.359826431
2005,36,Ohio,0.5728845,0.405103378
2005,37,Oklahoma,0.636758566,0.410103378
2005,38,Oregon,0.587946177,0.439529572
2005,39,Pennsylvania,0.594698012,0.447536201
2005,40,Rhode Island,0.573746562,0.44819931
2005,41,South Carolina,0.621981025,0.446754379
2005,42,South Dakota,0.636625111,0.384845543
2005,43,Tennessee,0.622592211,0.440366936
2005,44,Texas,0.640543342,0.472510376
2005,45,Utah,0.591664791,0.42133812
2005,46,Vermont,0.593287289,0.422897797
2005,47,Virginia,0.553902507,0.417422752
2005,48,Washington,0.563275754,0.448443565
2005,49,West Virginia,0.602713168,0.439008446
2005,50,Wisconsin,0.565248251,0.406358452
2005,51,Wyoming,0.631295323,0.49281456
2006,1,Alabama,0.649435639,0.478480492
2006,2,Alaska,0.574962258,0.35759758
2006,3,Arizona,0.597179532,0.507763023
2006,4,Arkansas,0.666874707,0.428914909
2006,5,California,0.62484926,0.501038589
2006,6,Colorado,0.586374342,0.460860519
2006,7,Connecticut,0.623358965,0.574934998
2006,8,Delaware,0.563851416,0.438365097
2006,9,District of Columbia,0.604303777,0.475869484
2006,10,Florida,0.677420974,0.585970802
2006,11,Georgia,0.630809009,0.479742508
2006,12,Hawaii,0.573896706,0.403610229
2006,13,Idaho,0.635200262,0.452417488
2006,14,Illinois,0.609591246,0.487685661
2006,15,Indiana,0.59006238,0.415248795
2006,16,Iowa,0.56854409,0.382363243
2006,17,Kansas,0.595408022,0.423293457
2006,18,Kentucky,0.631161392,0.432160606
2006,19,Louisiana,0.672381938,0.484493065
2006,20,Maine,0.604880214,0.420381126
2006,21,Maryland,0.546384215,0.413713531
2006,22,Massachusetts,0.594058096,0.50578022
2006,23,Michigan,0.595972896,0.442521324
2006,24,Minnesota,0.570292056,0.43488945
2006,25,Mississippi,0.707440734,0.452619896
2006,26,Missouri,0.619018972,0.432745972
2006,27,Montana,0.664264083,0.444489708
2006,28,Nebraska,0.605295897,0.403444977
2006,29,Nevada,0.62804544,0.562612
2006,30,New Hampshire,0.561973929,0.439311409
2006,31,New Jersey,0.585826755,0.476156464
2006,32,New Mexico,0.652076542,0.44662941
