iso,sce,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
IRN,SSP5,12288.69921,12186.01077,12132.01961,12128.04417,12174.96954,12273.33444,12423.34557,12624.9252,12877.72775,13181.20577,13534.53976,13937.99596,14392.86371,14893.68732,15432.19108,16003.69627,16608.70493,17245.18032,17921.37217,18650.39674,19439.4803,20285.0706,21185.56359,22134.74996,23123.05355,24143.15907,25193.61667,26272.33911,27373.44623,28490.05419,29616.93847,30752.22101,31894.24324,33039.8916,34185.98394,35330.70309,36474.17477,37616.72684,38759.97315,39906.44662,41058.82623,42218.44995,43386.28119,44569.06652,45776.09501,47014.15008,48283.70188,49584.99515,50922.49706,52301.73076,53725.44272,55193.63962,56708.15913,58258.5956,59828.32039,61406.1772,62993.12592,64588.06968,66192.08377,67808.83484,69441.05797,71088.30891,72751.24025,74431.81268,76132.34679,77855.38302,79602.87599,81376.13632,83182.47213,85032.55537,86935.14689,88893.3567,90911.43484,92991.45603,95133.12964,97336.44697,99604.03452,101937.7448,104338.3274,106805.9859,109340.459,111941.1955,114607.2539,117337.3274,120129.734,122982.5277,125893.4598,128860.1197,131879.9137,134950.1916,138068.3191
IRQ,SSP5,3624.864421,3791.581113,4077.350001,4440.771364,4848.731228,5275.280705,5700.87472,6111.528554,6498.404298,6857.115173,7187.331107,7486.581788,7750.250884,8006.465065,8296.345807,8645.144734,9047.184186,9500.686374,10006.99268,10565.12363,11172.48751,11829.08482,12536.8974,13277.47929,14024.59513,14762.58093,15493.45092,16214.55764,16936.01548,17674.9707,18441.42479,19231.7818,20045.89476,20878.1574,21719.25315,22563.66817,23413.45026,24269.48831,25132.56833,26004.17817,26885.63556,27777.28696,28679.55038,29595.08175,30527.50062,31479.59114,32452.10433,33445.90987,34462.98467,35505.57897,36575.21507,37672.67481,38799.06467,39953.53487,41134.35336,42340.73472,43574.17699,44836.10749,46126.88173,47446.69302,48796.46146,50177.43264,51590.15567,53039.84141,54533.8498,56077.23474,57670.46411,59314.90016,61009.78714,62752.87082,64542.81766,66380.85513,68267.84024,70203.49796,72187.197,74218.56221,76297.6849,78424.42203,80600.04952,82826.73468,85106.1174,87438.3447,89823.78848,92263.12456,94756.93543,97305.85129,99910.47165,102571.3596,105289.1418,108064.391,110897.7138
IRL,SSP5,42814.50222,42984.3887,43270.24679,43650.23278,44105.01576,44618.99208,45178.83222,45773.79442,46395.577,47038.15004,47697.18868,48367.74012,49043.37222,49735.30291,50461.86906,51233.37759,52044.55596,52892.98856,53773.5914,54677.65697,55599.47565,56538.06019,57492.97978,58457.79187,59424.72716,60388.6161,61349.17355,62306.37704,63258.42227,64204.52774,65144.54652,66079.99907,67012.09079,67945.33278,68885.30694,69836.81275,70801.99519,71782.80601,72785.61665,73818.06721,74886.13034,75991.16892,77135.27569,78319.54279,79544.7648,80811.21975,82119.6264,83470.3842,84863.77635,86299.7643,87778.36832,89299.17019,90861.6336,92463.97635,94103.21123,95777.10851,97485.01579,99226.66527,100998.6536,102796.7409,104618.7481,106465.3948,108336.7876,110235.4179,112164.84,114127.6442,116124.2707,118156.2688,120223.7343,122326.5926,124465.093,126640.7385,128854.3004,131110.0516,133414.3421,135772.1685,138184.2972,140652.459,143176.6875,145755.2173,148387.1634,151074.0319,153816.5088,156615.3086,159470.5323,162382.6014,165351.888,168378.6699,171463.1939,174605.6554,177806.4212
ISR,SSP5,29313.87651,29903.46741,30514.95813,31144.77796,31790.86123,32451.67003,33126.43525,33814.95074,34517.89856,35236.2696,35971.59013,36724.66456,37495.54025,38290.81203,39120.06359,39988.80949,40895.82474,41840.85698,42822.90971,43840.50262,44892.2167,45977.44715,47095.67847,48243.55749,49416.5961,50610.99126,51825.41542,53057.92756,54306.99594,55571.21016,56849.1621,58139.74634,59442.5377,60754.05944,62069.80947,63387.2792,64707.45802,66030.7732,67359.51845,68697.36479,70047.03347,71409.74073,72787.11546,74180.9216,75593.22916,77026.28425,78482.23068,79963.0633,81471.03335,83007.75481,84574.25479,86171.19576,87799.02828,89459.28558,91154.4187,92886.07443,94654.43867,96459.89206,98302.18921,100180.7147,102095.0483,104045.7887,106033.6379,108057.3041,110114.7476,112205.0541,114329.2189,116487.9387,118683.0371,120916.8864,123191.4858,125507.5851,127866.1767,130268.747,132717.1219,135213.0422,137757.8578,140353.1565,142999.4423,145696.85,148445.6965,151247.238,154102.5782,157012.4735,159977.745,162999.0669,166077.038,169212.1528,172404.8148,175655.2582,178963.6859
ITA,SSP5,33899.94599,33784.8069,33787.75089,33890.05366,34075.62987,34330.68091,34643.55405,35004.53287,35405.84508,35841.55723,36307.49389,36798.59499,37308.78898,37847.79144,38432.73495,39074.22047,39768.2414,40512.85471,41307.00496,42148.29285,43034.26408,43964.41126,44939.00042,45949.69018,46984.57493,48035.78592,49103.26269,50185.37546,51284.62126,52406.2609,53553.65045,54725.67158,55922.34736,57143.32757,58387.57561,59654.9572,60946.57598,62263.19432,63607.00277,64980.89623,66387.1906,67826.56398,69299.93622,70808.68783,72354.01709,73936.76521,75557.01149,77214.31106,78910.96904,80650.81356,82436.48651,84268.16691,86146.97774,88069.5993,90030.21264,92025.12394,94055.72685,96122.98422,98225.99723,100363.4844,102534.7894,104740.1199,106979.1599,109255.2876,111573.627,113937.3888,116346.1204,118799.9908,121298.8574,123842.5364,126431.5105,129066.9029,131749.7956,134480.3592,137258.1037,140082.5542,142954.1346,145873.3111,148839.4808,151851.63,154909.2906,158013.0928,161163.6879,164361.7849,167608.3034,170904.4131,174251.5711,177651.5219,181106.2984,184618.2814,188190.2279
JAM,SSP5,7743.010872,7804.729766,7861.696848,7918.732381,7980.114412,8049.988131,8132.390388,8230.454838,8347.249162,8486.197785,8649.057915,8838.592331,9057.375847,9305.980892,9584.73302,9894.418322,10235.87001,10609.79965,11016.7397,11456.86869,11930.44814,12437.30317,12977.6671,13549.7247,14150.66814,14777.48289,15431.05673,16110.57994,16817.24494,17554.20692,18322.37906,19122.19411,19953.6245,20815.69334,21706.88851,22626.09087,23573.13546,24547.89248,25551.86349,26586.86632,27654.38848,28753.95903,29886.30215,31047.49989,32233.68501,33441.09097,34670.67672,35922.35738,37195.10749,38487.03012,39796.80144,41122.53854,42461.85906,43818.81992,45200.18605,46611.60215,48052.08561,49523.1719,51021.15136,52537.60662,54069.48537,55616.79341,57178.80204,58760.74043,60373.58294,62023.5808,63710.2338,65435.38484,67197.48928,68989.48151,70810.45852,72661.7916,74544.58897,76459.36515,78406.76208,80387.55511,82402.76246,84451.37702,86541.60912,88685.87493,90892.55617,93163.84682,95501.44241,97907.54563,100383.3588,102927.771,105540.2369,108215.283,110948.4959,113729.7347,116548.256
JPN,SSP5,34332.68027,34843.11924,35284.85296,35681.77018,36055.47199,36425.27186,36808.22639,37219.1776,37670.73389,38173.31953,38735.11968,39363.70284,40065.98804,40838.85499,41673.8036,42564.76414,43513.04245,44517.90085,45575.35476,46680.41272,47828.05835,49016.21052,50244.55125,51499.85723,52763.44367,54023.30374,55278.72524,56525.60034,57773.72231,59040.65756,60337.33259,61660.9954,63012.52029,64386.28083,65772.28002,67164.62302,68565.68052,69975.95638,71399.96514,72844.95472,74315.91989,75812.55522,77335.15885,78886.16884,80468.69543,82085.1625,83736.85959,85425.49853,87150.32734,88909.46804,90702.19633,92530.01405,94393.73629,96295.3229,98237.27817,100221.1395,102246.9614,104315.0893,106424.3518,108572.541,110757.893,112980.7955,115242.0631,117538.3021,119864.3377,122217.0382,124596.5644,127001.5862,129437.9159,131915.4908,134441.1973,137014.8316,139637.7702,142308.2083,145021.6748,147775.0697,150569.6529,153406.23,156283.5928,159200.1152,162154.9938,165148.9688,168182.8979,171257.8001,174375.0946,177536.6291,180744.7216,184002.1738,187312.2814,190678.8972,194106.4412
JOR,SSP5,5755.652522,5827.207033,5904.766298,5993.784526,6099.830586,6227.117059,6379.593043,6560.8204,6773.43553,7020.128735,7302.952699,7623.812226,7984.201732,8385.905037,8830.826198,9320.916481,9856.554211,10438.07292,11067.03948,11745.04706,12472.38714,13248.2639,14072.02439,14941.57689,15853.8258,16806.73139,17799.43608,18830.76256,19900.14971,21007.51562,22152.27581,23333.29387,24549.95714,25799.15966,27076.60471,28379.88477,29709.05675,31064.03483,32445.11613,33852.97644,35288.07673,36750.19896,38239.00668,39756.73007,41306.8666,42891.59192,44509.95785,46161.43234,47845.98862,49563.54473,51313.93497,53097.12472,54913.68566,56759.93717,58630.45159,60521.56003,62434.36306,64369.46553,66326.82046,68306.4921,70309.40124,72335.79927,74385.17064,76463.58917,78579.89452,80739.728,82943.14001,85191.99279,87481.8719,89805.04088,92156.90821,94539.40779,96953.40168,99400.7725,101884.48,104406.7557,106967.5389,109566.48,112207.3802,114895.9999,117636.7975,120430.1325,123276.7145,126177.4796,129132.9936,132143.1603,135207.3056,138324.1509,141491.7029,144706.9632,147966.1061
KAZ,SSP5,12472.4806,13305.6789,14022.99622,14678.71735,15319.41902,15984.1278,16704.95634,17507.47664,18410.93174,19428.52376,20567.86899,21839.64125,23257.4279,24786.81965,26371.75616,27977.1362,29607.04284,31253.6071,32935.37168,34685.96842,36521.89361,38428.77229,40399.68567,42408.85536,44418.90902,46402.52402,48354.81114,50267.15704,52129.84172,53935.11594,55675.51876,57344.86046,58940.79075,60447.75875,61845.07681,63121.21547,64279.53839,65321.49725,66260.46841,67117.60816,67910.17621,68641.76658,69316.30569,69955.95186,70589.95815,71239.77317,71909.69189,72605.09076,73332.5728,74097.15107,74901.53611,75748.91716,76642.85169,77572.65624,78520.47177,79473.66596,80434.0455,81403.12446,82371.9327,83328.56693,84266.55479,85186.02718,86084.05175,86975.9044,87886.4008,88832.25598,89812.67186,90830.78849,91883.19602,92961.13261,94059.62474,95182.19509,96329.99514,97506.98238,98719.08892,99970.23119,101259.59,102586.995,103951.4312,105350.5775,106782.3734,108245.3617,109737.4305,111256.1326,112798.3443,114360.7855,115939.7265,117531.2568,119130.893,120734.0092,122335.7099
KEN,SSP5,1661.65128,1701.577351,1745.426365,1793.548316,1846.422773,1904.694262,1969.134665,2040.608444,2120.137302,2208.772416,2307.754342,2418.159083,2541.023013,2678.314326,2832.491762,3005.416489,3197.977568,3410.984272,3646.029865,3904.844216,4188.622073,4497.969753,4833.709714,5195.634841,5583.197513,5996.400582,6436.130513,6903.053442,7398.406426,7923.678167,8480.184666,9068.652108,9689.981547,10344.9636,11034.24947,11758.64063,12519.17761,13316.89007,14152.75021,15027.69449,15942.5542,16898.07476,17894.79643,18934.07599,20017.6394,21146.80433,22321.88301,23543.21524,24811.00373,26124.99555,27484.7347,28889.94013,30340.28283,31834.66743,33371.83816,34950.85754,36571.68412,38234.52307,39937.67433,41678.72284,43456.3698,45271.00889,47122.46255,49013.36855,50947.77732,52928.42575,54955.2185,57028.58148,59148.43838,61314.22694,63525.59829,65783.0544,68086.9373,70437.09086,72833.25281,75275.21859,77762.88511,80295.88817,82874.89806,85501.0571,88174.94962,90895.89177,93663.25188,96476.37361,99334.44322,102236.4445,105181.1206,108167.0335,111192.5128,114255.6058,117354.1998
PRK,SSP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,SSP5,28909.52963,29902.60893,30946.16406,32043.25918,33195.97944,34405.5207,35672.21592,36995.5241,38374.02186,39805.51379,41287.0128,42816.14647,44391.19996,46002.68064,47637.56316,49286.39797,50946.69969,52614.44387,54289.17139,55973.07318,57666.66608,59367.45446,61075.07031,62782.51838,64479.72219,66160.6768,67826.16431,69475.13988,71114.03961,72753.50364,74400.49694,76054.82678,77718.59597,79389.14153,81060.99161,82731.60996,84402.62963,86072.75738,87752.46114,89457.87803,91198.61208,92973.86143,94787.12245,96624.65505,98463.64406,100290.0344,102108.1352,103918.922,105729.5373,107552.1857,109396.3257,111261.5254,113146.9458,115065.7705,117036.8364,119072.4947,121174.0294,123346.2446,125579.0716,127854.2802,130160.5128,132501.1479,134875.8621,137289.8649,139752.136,142267.6829,144834.0737,147450.9535,150112.6028,152809.9117,155536.337,158291.6595,161074.5558,163884.6482,166722.8803,169589.9721,172485.2222,175408.3534,178360.7253,181344.8731,184363.5977,187419.0702,190513.657,193650.1127,196831.2254,200059.7111,203338.1465,206668.8261,210053.7251,213494.3032,216991.411
KWT,SSP5,51181.09719,52699.09946,53983.25232,55100.31859,56105.61999,57046.05242,57960.93168,58884.02417,59844.48968,60867.8612,61975.98407,63183.03458,64496.83704,65944.59487,67560.48505,69363.87527,71350.20186,73517.68957,75855.09468,78343.36943,80966.03255,83712.11002,86565.15431,89520.02958,92575.03076,95720.34194,98938.95965,102222.6568,105517.9342,108753.948,111885.7937,114914.4692,117832.6179,120649.0731,123383.9137,126049.352,128639.0737,131153.0064,133586.0657,135929.7804,138180.8205,140343.9156,142421.3129,144427.1018,146381.6804,148299.2579,150180.3213,152027.0212,153844.4694,155637.0897,157408.8069,159164.0314,160907.7878,162635.8895,164339.1195,166013.1011,167664.3488,169298.9213,170919.8624,172531.1925,174138.598,175746.823,177357.5738,178994.4691,180691.5976,182471.5885,184336.6406,186293.4421,188335.0653,190444.5048,192611.9899,194842.8022,197139.2469,199503.3503,201938.3424,204446.5365,207027.3307,209680.6108,212407.8029,215210.6202,218090.6958,221048.4064,224084.0181,227198.0549,230391.2325,233663.5901,237015.7363,240447.8514,243960.1581,247552.7284,251226.0296
KGZ,SSP5,2300.990453,2430.291609,2542.828152,2644.968704,2742.445375,2840.591348,2943.976909,3056.856787,3183.00506,3325.547702,3487.38822,3671.515687,3880.83812,4115.772635,4376.399429,4662.758527,4976.078253,5316.739879,5686.696162,6088.994692,6524.959538,6994.251464,7496.913892,8030.366083,8590.033954,9173.071594,9779.36089,10408.50651,11060.766,11736.56621,12436.78598,13160.37716,13907.51056,14676.41092,15464.37492,16269.8795,17093.13238,17934.15602,18792.98265,19669.59033,20564.47607,21477.52818,22408.64234,23359.40156,24332.26936,25329.25484,26350.45887,27395.80886,28466.34538,29563.34096,30686.94357,31836.1157,33010.6063,34208.15115,35426.68896,36663.74839,37919.30113,39193.51787,40482.03824,41777.02398,43074.46665,44374.30928,45675.4289,46984.21372,48311.92568,49666.40987,51047.42663,52457.19587,53893.57305,55352.61313,56832.40485,58334.89003,59860.91434,61413.37502,62996.84985,64614.02243,66265.2214,67950.75527,69671.37388,71427.60101,73219.14535,75045.76864,76906.51302,78799.97652,80724.4118,82678.01019,84657.93367,86660.93705,88684.09041,90722.98348,92773.21028
LAO,SSP5,2594.321593,2764.966159,2946.158787,3138.676364,3343.649332,3562.542205,3796.80552,4047.881155,4317.872967,4608.535135,4921.785868,5259.701583,5623.552423,6017.370385,6446.115201,6913.587817,7420.789576,7968.38517,8559.075653,9194.703135,9876.767035,10605.63511,11381.80957,12202.80837,13063.82459,13962.24973,14898.04175,15870.94782,16880.94043,17929.23913,19016.04519,20140.4052,21301.70486,22498.75694,23731.02219,24997.21374,26296.69811,27629.07039,28992.30511,30383.91637,31801.97614,33246.06431,34715.7076,36209.705,37726.37258,39265.17039,40826.37422,42409.70363,44017.28009,45651.51183,47313.68992,49003.84426,50721.90284,52468.54914,54245.29837,56053.17896,57892.63869,59764.50705,61668.23895,63602.61035,65567.17108,67562.39725,69588.25063,71646.81823,73741.37252,75873.66734,78043.93029,80253.22478,82498.56655,84774.97412,87079.23445,89412.41339,91775.01535,94168.1085,96593.87748,99054.21408,101549.1575,104078.8555,106646.1354,109255.7843,111910.5298,114610.4204,117355.6312,120146.4449,122982.4913,125863.2885,128787.6573,131754.0866,134760.3308,137803.7097,140881.508
LVA,SSP5,17346.99964,18287.71632,19198.63197,20089.54912,20973.0039,21857.53911,22753.81244,23671.53029,24618.16872,25602.69215,26631.79885,27711.53015,28844.00396,30040.50066,31314.6672,32674.74482,34120.6293,35653.21782,37261.70267,38924.78317,40627.03896,42367.64777,44143.6986,45942.32347,47747.25346,49546.46053,51335.39054,53106.44708,54864.10189,56618.33128,58373.26019,60126.38016,61876.06787,63616.73704,65338.77507,67037.09959,68713.80508,70372.65129,72013.53356,73637.12655,75245.1249,76841.18722,78423.85275,80014.15876,81638.26411,83315.23301,85045.76059,86831.59661,88672.33943,90562.04085,92498.28958,94481.67603,96515.075,98584.54717,100672.1153,102763.242,104858.0857,106956.4381,109053.0745,111142.8511,113223.7269,115294.1491,117350.1305,119410.5921,121505.4417,123653.5975,125855.6462,128116.7467,130428.9584,132772.4164,135136.7504,137526.7691,139944.6077,142398.4947,144904.777,147474.4886,150109.5085,152810.547,155578.9441,158413.7296,161311.9006,164273.2937,167296.2762,170378.5685,173515.9143,176701.887,179932.4219,183197.9227,186493.5037,189807.3932,193131.5779
LBN,SSP5,14156.15754,14397.18837,14694.61216,15045.2863,15445.96396,15894.81754,16389.36626,16928.26468,17510.01315,18133.45396,18798.02,19502.67506,20246.90745,21031.72245,21859.5117,22731.60016,23647.24181,24605.16349,25606.59818,26654.04584,27747.36968,28885.26577,30066.35264,31285.96069,32536.8897,33814.33918,35116.7864,36442.3365,37788.36878,39152.85343,40533.29396,41928.48748,43337.92921,44757.86334,46183.26284,47611.80774,49043.28187,50476.8509,51917.07752,53372.01826,54846.37546,56339.7503,57852.45149,59384.23007,60933.79018,62499.98675,64083.7384,65685.57304,67305.42502,68943.38686,70599.11266,72273.14174,73965.27241,75676.4547,77408.94708,79162.99166,80939.2709,82738.31628,84557.52343,86391.14667,88236.60538,90094.50413,91964.15673,93849.66126,95757.48011,97691.8781,99652.50589,101640.863,103655.1732,105692.2276,107750.8925,109832.3118,111937.3117,114067.6416,116224.2513,118408.9901,120622.5796,122865.6503,125141.7517,127454.8026,129808.6797,132204.3134,134643.7238,137129.1218,139662.5392,142246.7773,144884.5888,147579.0294,150333.6033,153151.8943,156039.266
LSO,SSP5,1611.46514,1697.082584,1771.999113,1839.626272,1902.814774,1964.848094,2028.425519,2096.659946,2171.112717,2255.241384,2350.492673,2459.731734,2584.354797,2727.117667,2888.826756,3071.248063,3276.700702,3506.606079,3762.613763,4046.673093,4360.325273,4704.894806,5082.123182,5492.946833,5937.984962,6417.866093,6934.466055,7488.804521,8083.300075,8719.924203,9401.142582,10127.68261,10901.23137,11722.5678,12593.85443,13515.51059,14488.94558,15515.60114,16596.69478,17733.18722,18926.53279,20178.07713,21488.81117,22859.36024,24291.32067,25785.44033,27342.52444,28963.88569,30649.52065,32401.32709,34219.83817,36105.19728,38058.15062,40078.90089,42166.35749,44320.09314,46540.2254,48827.20671,51179.72543,53596.47149,56076.91614,58620.8247,61228.14658,63901.09133,66643.19024,69457.17613,72342.6659,75300.20234,78326.47069,81416.19642,84566.95891,87778.61224,91051.61671,94386.61894,97785.6243,101250.2723,104779.8938,108374.2503,112034.8632,115766.1702,119569.8963,123445.3116,127392.2384,131409.9215,135498.7084,139655.9891,143881.3546,148171.9622,152525.4296,156939.1258,161408.5623
LBR,SSP5,540.9584674,572.160774,600.0455759,626.8748405,655.0606076,686.2147439,722.1787871,764.1168218,813.6674153,871.6509264,939.3736044,1017.748204,1108.260161,1211.049555,1325.235963,1451.878631,1592.212045,1747.605382,1920.526944,2113.944436,2329.992892,2569.561815,2833.726944,3123.101462,3437.524237,3777.684736,4144.966641,4540.56765,4966.354432,5424.907955,5918.204075,6447.144949,7012.897265,7616.753363,8260.117908,8944.401828,9670.593022,10439.82648,11253.05706,12111.39509,13015.67844,13966.84546,14965.64948,16013.56556,17112.63908,18264.14155,19468.17332,20724.95372,22035.12277,23399.43807,24818.47552,26292.43721,27821.50281,29405.3556,31043.17747,32734.45258,34479.33262,36278.13664,38129.55884,40031.37603,41982.38772,43982.97051,46032.96632,48133.9919,50288.52248,52498.28047,54763.20196,57083.68381,59459.09388,61887.85655,64369.13116,66903.55316,69491.69455,72133.543,74829.50425,77579.84606,80384.85018,83244.43031,86160.12578,89134.36683,92168.43815,95262.06832,98414.93128,101626.8017,104897.0678,108225.2058,111610.014,115050.2919,118544.419,122090.4268,125686.2383
LBY,SSP5,17610.99787,18266.29684,18905.33207,19536.26785,20166.92393,20804.2661,21455.11618,22125.99336,22822.82928,23551.45802,24317.32671,25124.48139,25975.95672,26879.16302,27842.72146,28871.94181,29966.0374,31123.01672,32343.94797,33628.79037,34974.789,36376.79595,37830.9551,39321.51364,40827.82794,42334.10062,43836.83481,45331.72402,46809.80981,48261.09954,49679.48535,51063.31077,52411.68511,53724.81513,55004.48579,56253.50148,57474.27569,58668.68172,59847.50791,61024.83305,62211.84325,63411.67571,64627.73897,65867.87841,67140.79475,68453.05016,69807.39238,71206.09632,72651.72705,74145.83018,75688.77264,77281.27016,78924.42468,80611.33807,82330.89439,84075.3992,85845.20122,87639.47763,89456.32357,91293.9409,93151.37174,95028.18869,96924.1576,98842.23862,100786.8174,102761.8736,104768.5085,106808.6178,108885.3732,111003.0659,113165.7197,115376.2424,117637.2398,119955.2536,122339.1276,124795.1004,127325.3319,129932.0809,132616.342,135377.4117,138214.0142,141126.4682,144114.2527,147176.072,150310.4388,153515.2057,156788.4653,160127.8307,163531.0351,166996.0556,170520.5033
LTU,SSP5,19268.03417,20079.18959,20933.15571,21820.90248,22734.42326,23666.72413,24612.63486,25567.27797,26527.64654,27491.45015,28457.54082,29424.29676,30389.60324,31361.5648,32354.25693,33376.67607,34427.96664,35508.13422,36620.54539,37769.64781,38957.1392,40183.0558,41447.85347,42741.99167,44050.18089,45362.09146,46675.5026,47986.35529,49292.58723,50594.8206,51891.10973,53178.10537,54454.12334,55711.08243,56937.06222,58125.55067,59277.31372,60392.33085,61475.096,62533.62436,63575.65785,64603.02349,65617.40907,66632.29755,67664.97321,68729.32092,69828.73148,70967.53207,72152.55506,73391.95551,74690.01416,76049.24951,77471.9363,78951.86526,80479.88364,82047.50711,83653.79488,85299.05676,86969.90711,88648.76418,90323.452,91991.52109,93650.84385,95300.4131,96945.08136,98587.65864,100226.9206,101860.8415,103499.0836,105153.9286,106836.8334,108549.9632,110298.1379,112085.3939,113913.5281,115787.2009,117710.1745,119687.5518,121723.3205,123821.3705,125985.3265,128216.5922,130514.7928,132880.8193,135312.3195,137808.4709,140365.0415,142977.6028,145640.7239,148348.7072,151091.3011
LUX,SSP5,90371.43134,89739.47264,89702.28499,90121.07016,90878.25221,91868.80009,93012.07078,94233.53623,95479.96563,96706.97532,97878.74831,98967.2754,99945.69157,100837.4781,101689.4594,102526.5277,103340.5534,104129.5813,104904.2188,105681.6588,106476.3114,107286.1971,108114.3357,108959.933,109822.2351,110699.9918,111594.7204,112505.8369,113429.2927,114349.3816,115263.2486,116171.2967,117075.5787,117977.2513,118879.8829,119785.9805,120695.8863,121612.3286,122542.0934,123496.3066,124482.2765,125499.8258,126552.2679,127640.3793,128762.0283,129919.6122,131112.8038,132343.599,133612.6549,134923.7482,136277.0229,137674.9629,139116.8781,140602.447,142129.926,143697.6549,145307.3168,146957.7929,148651.4558,150391.5205,152178.242,154012.4384,155894.7085,157822.6207,159796.0487,161811.5647,163870.8346,165974.9298,168123.5392,170317.5274,172559.0537,174848.1566,177184.8736,179572.5723,182014.6364,184514.2289,187071.6094,189688.4747,192364.9489,195099.6399,197892.0686,200744.2128,203656.7142,206630.5748,209666.8414,212767.3573,215932.2482,219164.2181,222462.5261,225830.6368,229268.6852
MKD,SSP5,11496.72163,11713.03265,11979.78234,12295.9787,12662.48415,13078.96953,13545.12763,14060.66603,14625.3137,15239.41086,15902.15268,16613.1916,17371.44178,18178.03033,19035.29755,19942.92841,20900.26644,21904.0978,22955.59453,24055.83456,25204.45527,26397.57878,27633.51243,28902.24418,30190.78319,31489.17943,32795.82294,34107.03562,35420.70844,36735.0502,38048.34579,39358.11687,40664.12726,41963.08876,43252.6996,44532.12552,45801.61096,47062.08257,48316.29894,49570.46859,50829.28273,52092.82387,53361.50238,54638.18227,55927.00998,57229.37903,58545.34855,59875.20231,61219.54941,62580.06023,63957.59421,65351.77185,66764.34577,68189.43221,69619.44588,71047.88611,72475.30896,73902.12672,75325.66099,76743.87334,78154.5446,79558.19441,80955.25496,82348.32129,83744.63868,85149.63281,86563.683,87988.84672,89426.69601,90878.55797,92344.33476,93826.9517,95328.42218,96853.54322,98409.96566,100003.6355,101637.0062,103311.6476,105030.7572,106795.2761,108607.7943,110468.5236,112377.7982,114336.6651,116342.6136,118394.6377,120489.9428,122625.8272,124796.1709,126996.0411,129218.2878
MDG,SSP5,974.8036942,961.3578178,953.6870228,951.5583802,955.0562024,964.2580317,979.4727037,1001.032766,1029.429326,1065.165088,1108.842788,1161.190895,1222.927817,1294.906491,1378.169477,1473.693389,1582.339431,1704.852005,1842.788955,1998.036743,2171.944382,2365.272273,2579.023607,2813.493833,3068.6741,3345.037141,3643.817988,3966.091235,4313.366868,4687.41602,5089.864208,5521.770964,5984.243182,6478.996768,7007.916574,7572.686184,8174.380566,8814.173093,9493.150814,10212.15944,10971.99645,11773.56335,12617.59214,13505.03833,14437.09167,15414.66026,16438.32131,17508.7381,18626.15371,19790.70444,21002.63574,22262.31714,23569.99725,24926.47825,26332.89365,27789.99452,29298.1643,30858.13663,32468.73215,34127.68272,35833.96667,37588.31395,39390.79006,41244.09456,43152.2997,45118.05778,47141.49352,49223.21787,51362.77175,53558.83002,55810.71037,58119.22595,60485.0115,62908.2421,65389.0836,67927.8688,70525.02756,73180.78687,75896.40369,78673.4929,81513.21068,84415.59012,87380.74419,90408.75059,93499.51476,96652.76335,99868.01688,103144.5433,106481.4068,109877.3002,113330.7574
MWI,SSP5,892.4483866,903.2955464,918.5340638,937.8628734,961.2695588,988.7979961,1020.863947,1057.834823,1100.340596,1149.182421,1205.082113,1268.963041,1341.759739,1424.591904,1518.725542,1625.453867,1745.787345,1880.70685,2031.863745,2200.989266,2389.533764,2598.316527,2828.394836,3080.119409,3353.604084,3649.556152,3969.301454,4314.139624,4685.594347,5085.436624,5515.418566,5976.869427,6471.132984,7000.295085,7566.607173,8172.000691,8818.031956,9506.294248,10238.3448,11015.68469,11839.75538,12711.95069,13633.60458,14606.52683,15632.79642,16714.26473,17852.12087,19047.60945,20301.87577,21615.69585,22989.79796,24424.95508,25921.62993,27481.3066,29105.89097,30796.76588,32554.42651,34379.75132,36272.00066,38229.79001,40252.41903,42340.74549,44495.11077,46717.02846,49008.72765,51371.60143,53805.68977,56311.35768,58888.30766,61535.90877,64253.74819,67042.03849,69900.87497,72830.19993,75829.94941,78900.06853,82040.24042,85250.03185,88529.77677,91880.15617,95301.39933,98792.69211,102353.1842,105982.0808,109678.3802,113440.8918,117268.2332,121158.874,125111.0375,129122.8141,133191.9925
