"state","year","GDP","pop","value","growth","timestep","laborproductivity"
"CO",1990,76120.637965954,3304,23.038934009066,0.835394744435848,15,-0.01192
"CO",2005,159193.06670215,4632,34.3681059374244,1.49174028294453,15,0.02702
"CO",2010,168046.9276237,5048,33.289803411985,0.968624906842328,5,-0.00636
"CO",2015,195413.233752162,5452,35.8424860147033,1.0766806151159,5,0.01489
"CO",2020,227993.463573875,5849,38.9799048681613,1.08753351684844,5,0.01692
"CO",2025,265599.330687643,6189,42.914740780036,1.10094524153364,5,0.01942
"CO",2030,304069.575047117,6455,47.1060534542397,1.09766603731074,5,0.01881
"CO",2035,339946.203398611,6663,51.0199915051195,1.08308779368838,5,0.01609
"CO",2040,378903.758298774,6871,55.1453585065892,1.08085785355444,5,0.01567
"CO",2045,421281.199082464,7051,59.7477235970024,1.08345879354222,5,0.01616
"CO",2050,467761.295102621,7232,64.6793826192784,1.08254137104101,5,0.01599
"CO",2055,518207.279296976,7408,69.9523865141706,1.0815252663423,5,0.0158
"CO",2060,570812.407865147,7585,75.2554262182132,1.07580927496974,5,0.01472
"CO",2065,623647.097539136,7744,80.5329413144545,1.07012803410266,5,0.01365
"CO",2070,677477.716399673,7903,85.7241194988831,1.06446030779081,5,0.01257
"CO",2075,727860.732793536,8019,90.7670199268657,1.05882708924235,5,0.0115
"CO",2080,777581.84929085,8134,95.5964899546164,1.05320732168625,5,0.01042
"CO",2085,821521.991289276,8203,100.14896882717,1.04762182036929,5,0.00935
"CO",2090,863267.604004734,8272,104.360203578909,1.04204970656269,5,0.00827
"CO",2095,897815.677364344,8300,108.170563537873,1.03651161868502,5,0.0072
"CO",2100,928647.267087181,8327,111.522429096575,1.03098685491759,5,0.00612
"CT",1990,103718.467005076,3289,31.5349550030636,1.01193778149486,15,0.00079
"CT",2005,153890.650531298,3507,43.8809953040485,1.39150334287097,15,0.02227
"CT",2010,157048.618558367,3579,43.8805863532737,0.999990680458091,5,0
"CT",2015,153529.540441386,3588,42.7897269903529,0.975140273784434,5,-0.00502
"CT",2020,157295.429631568,3578,43.9618305286662,1.02739217145689,5,0.00542
"CT",2025,170822.406732021,3632,47.0326009724728,1.06985083211684,5,0.0136
"CT",2030,192084.890494669,3747,51.2636483839522,1.08995988578126,5,0.01738
"CT",2035,215408.069860323,3872,55.6322494473974,1.08521830187983,5,0.01649
"CT",2040,243937.344663655,3998,61.0148435877075,1.09675312779505,5,0.01864
"CT",2045,275405.935197586,4107,67.0576905764758,1.09903896549504,5,0.01907
"CT",2050,309138.186423529,4217,73.3076088270165,1.09320210995655,5,0.01798
"CT",2055,345142.195479157,4324,79.820119213496,1.08883812322739,5,0.01717
"CT",2060,382799.528665308,4431,86.3912274126174,1.08232395871955,5,0.01595
"CT",2065,420842.778750266,4528,92.94230979467,1.075830412164,5,0.01473
"CT",2070,459581.758236914,4624,99.3905186498516,1.0693786163635,5,0.01351
"CT",2075,496017.022649012,4695,105.647928146754,1.06295781108606,5,0.01229
"CT",2080,532000.975086747,4766,111.62420794938,1.05656788455259,5,0.01107
"CT",2085,563747.318175211,4809,117.227556285134,1.05019832560241,5,0.00984
"CT",2090,593740.764635163,4852,122.370314228187,1.04386987246022,5,0.00862
"CT",2095,618461.163500678,4871,126.96800728817,1.03757196415636,5,0.0074
"CT",2100,640303.318838555,4890,130.941373995614,1.03129423539291,5,0.00618
"DC",1990,43802.3416269292,604,72.5204331571675,1.27048002254091,15,0.01609
"DC",2005,63435.4288877906,567,111.879063294163,1.54272469735112,15,0.02933
"DC",2010,69787.5394149068,605,115.351304818028,1.03103566853018,5,0.00613
"DC",2015,74271.9047845344,675,110.032451532644,0.953889959946488,5,-0.0094
"DC",2020,82008.4760164479,714,114.857809546846,1.04385395351089,5,0.00862
"DC",2025,90751.6517423854,745,121.814297640786,1.06056608707223,5,0.01183
"DC",2030,100256.428921379,778,128.864304526194,1.05787503619812,5,0.01132
"DC",2035,110074.161158506,808,136.230397473398,1.05716162419289,5,0.01118
"DC",2040,120677.321966234,838,144.006350795029,1.05707942915713,5,0.01116
"DC",2045,131946.54146342,865,152.539354292971,1.05925435545608,5,0.01158
"DC",2050,143683.658185892,892,161.080334289117,1.05599197686219,5,0.01096
"DC",2055,155450.011649707,919,169.151264036678,1.05010499750438,5,0.00983
"DC",2060,167491.751526892,945,177.239948705706,1.04781923868612,5,0.00939
"DC",2065,179568.144525202,969,185.312842647268,1.04554782373,5,0.00895
"DC",2070,191978.011101674,993,193.331330414576,1.04327000575223,5,0.00851
"DC",2075,203672.258531888,1012,201.25717246234,1.04099615944694,5,0.00807
"DC",2080,215322.647418195,1030,209.051113998248,1.03872627961801,5,0.00763
"DC",2085,225773.467207618,1042,216.673193097522,1.03646036107389,5,0.00719
"DC",2090,236409.98596935,1055,224.085294757678,1.0342086695368,5,0.00675
"DC",2095,245350.906118006,1061,231.244963353446,1.03195064006101,5,0.00631
"DC",2100,254303.768123141,1068,238.112142437398,1.02969655634599,5,0.00587
"DE",1990,22157.5225734502,669,33.1203625911065,1.00669257121415,15,0.00044
"DE",2005,38061.8919725512,845,45.0436591391138,1.35999897390039,15,0.02071
"DE",2010,38088.5468473777,900,42.3206076081975,0.939546396030873,5,-0.01239
"DE",2015,41654.5883152432,941,44.266300016199,1.04597505843996,5,0.00903
"DE",2020,40959.9326170853,987,41.4994251439568,0.937494778844636,5,-0.01283
"DE",2025,42922.4997315301,1032,41.5915695072966,1.00222037686113,5,0.00044
"DE",2030,46499.1657863764,1074,43.2953126502574,1.04096366554914,5,0.00806
"DE",2035,50713.3184897436,1108,45.7701430412849,1.05716162419289,5,0.01118
"DE",2040,55253.0167668717,1142,48.3826766785216,1.05707942915713,5,0.01116
"DE",2045,60064.4854924073,1172,51.2495610003475,1.05925435545608,5,0.01158
"DE",2050,65051.1885313599,1202,54.1191252340765,1.05599197686219,5,0.01096
"DE",2055,69958.6703225779,1231,56.8307638688691,1.05010499750438,5,0.00983
"DE",2060,75030.9433410965,1260,59.548367731029,1.04781923868612,5,0.00939
"DE",2065,80129.4775124642,1287,62.260666287851,1.04554782373,5,0.00895
"DE",2070,85285.5022929343,1313,64.9546856762638,1.04327000575223,5,0.00851
"DE",2075,90066.6143316619,1332,67.6175783270735,1.04099615944694,5,0.00807
"DE",2080,94889.0461783944,1351,70.2361555724607,1.03872627961801,5,0.00763
"DE",2085,99076.704975666,1361,72.7969911650742,1.03646036107389,5,0.00719
"DE",2090,103294.147308144,1372,75.2872793791134,1.0342086695368,5,0.00675
"DE",2095,106905.23245377,1376,77.6927561437281,1.03195064006101,5,0.00631
"DE",2100,110479.949530285,1381,79.9999634542256,1.02969655634599,5,0.00587
"FL",1990,260480.777982874,13018,20.0092777679271,0.73745726090507,15,-0.0201
"FL",2005,511734.883637158,17842,28.6814753747987,1.43340882701785,15,0.02429
"FL",2010,486260.438981504,18846,25.8017849401201,0.899597548694834,5,-0.02094
"FL",2015,530513.242952459,20224,26.2318652567474,1.01666862651655,5,0.00331
"FL",2020,620999.215825891,21915,28.3367198642889,1.08024037127898,5,0.01556
"FL",2025,713682.522272624,23269,30.6709580245229,1.08237503039919,5,0.01596
"FL",2030,793308.54598532,24308,32.6356979589156,1.06405864247285,5,0.0125
"FL",2035,866566.827795818,25117,34.5012074609156,1.05716162419289,5,0.01118
"FL",2040,945498.145136826,25925,36.4705166880164,1.05707942915713,5,0.01116
"FL",2045,1028912.79984792,26634,38.6315536475152,1.05925435545608,5,0.01158
"FL",2050,1115487.83513112,27344,40.7946107054974,1.05599197686219,5,0.01096
"FL",2055,1200980.83990654,28035,42.8386245730885,1.05010499750438,5,0.00983
"FL",2060,1289427.83962318,28726,44.887134986534,1.04781923868612,5,0.00939
"FL",2065,1377537.68215784,29352,46.9316462986453,1.04554782373,5,0.00895
"FL",2070,1467745.23240368,29977,48.9623789039491,1.04327000575223,5,0.00851
"FL",2075,1551516.09718632,30440,50.9696483963967,1.04099615944694,5,0.00807
"FL",2080,1636060.44652033,30902,52.9435132522274,1.03872627961801,5,0.00763
"FL",2085,1711295.97535195,31186,54.8738528619237,1.03646036107389,5,0.00719
"FL",2090,1785954.42193085,31470,56.7510143606881,1.0342086695368,5,0.00675
"FL",2095,1850747.28924969,31602,58.5642455936236,1.03195064006101,5,0.00631
"FL",2100,1913668.15947277,31734,60.303402012755,1.02969655634599,5,0.00587
"GA",1990,141281.917217864,6507,21.712297098181,0.844210853247516,15,-0.01123
"GA",2005,282753.008240348,8926,31.677460031408,1.45896400957326,15,0.0255
"GA",2010,274816.201940806,9712,28.2965611553549,0.893271150126903,5,-0.02232
"GA",2015,304146.083848157,10181,29.8738909584674,1.0557428089743,5,0.01091
"GA",2020,348041.884162587,10725,32.4514577307773,1.08628158869206,5,0.01669
"GA",2025,388641.638180813,11200,34.700146266144,1.06929391443744,5,0.01349
"GA",2030,427257.801194184,11612,36.7945057866159,1.06035592773611,5,0.01179
"GA",2035,464516.805094113,11942,38.8977394987534,1.05716162419289,5,0.01118
"GA",2040,504600.099250178,12272,41.118000264845,1.05707942915713,5,0.01116
"GA",2045,546564.42747481,12549,43.5544208681815,1.05925435545608,5,0.01158
"GA",2050,589907.744212925,12826,45.9931189936789,1.05599197686219,5,0.01096
"GA",2055,632602.018581381,13098,48.2976041060758,1.05010499750438,5,0.00983
"GA",2060,676567.105526503,13369,50.6071587647919,1.04781923868612,5,0.00939
"GA",2065,720135.106126056,13610,52.9122047116867,1.04554782373,5,0.00895
"GA",2070,764598.969893966,13851,55.2017161139243,1.04327000575223,5,0.00851
"GA",2075,805368.814189696,14015,57.4647744694752,1.04099615944694,5,0.00807
"GA",2080,846406.630363606,14180,59.6901713937663,1.03872627961801,5,0.00763
"GA",2085,882339.974442812,14262,61.8664965953451,1.03646036107389,5,0.00719
"GA",2090,917770.246152519,14344,63.9828671327746,1.0342086695368,5,0.00675
"GA",2095,948150.027517093,14360,66.0271606906053,1.03195064006101,5,0.00631
"GA",2100,977326.637333532,14375,67.9879399884196,1.02969655634599,5,0.00587
"HI",1990,33532.008511511,1113,30.1275907560746,0.963242102954259,15,-0.00249
"HI",2005,43514.7177942099,1293,33.6540740867826,1.11705162086341,15,0.00741
"HI",2010,45063.8737335336,1364,33.0380305964322,0.981694831693726,5,-0.00369
"HI",2015,48881.8672324976,1422,34.3754340594216,1.04048072596476,5,0.00797
"HI",2020,52426.4732039932,1415,37.0505110982284,1.07781944030678,5,0.0151
"HI",2025,56312.4397560862,1424,39.545252637701,1.06733352565255,5,0.01312
"HI",2030,61707.0182611214,1460,42.2650810007681,1.06877762010993,5,0.01339
"HI",2035,67830.2895233557,1503,45.1299331492719,1.06778295653691,5,0.0132
"HI",2040,74560.5543913351,1546,48.2280429439425,1.0686486679345,5,0.01337
"HI",2045,82044.4005880933,1583,51.8284274087765,1.0746533395315,5,0.0145
"HI",2050,90045.2011020586,1620,55.5834574704065,1.07245116723326,5,0.01409
"HI",2055,98399.2426452637,1656,59.4198325152558,1.06902008654089,5,0.01344
"HI",2060,107040.239687376,1692,63.2625530067235,1.0646706718751,5,0.01261
"HI",2065,115713.326109096,1725,67.0801890487515,1.06034590544619,5,0.01179
"HI",2070,124465.426860238,1757,70.8397420946149,1.05604565370457,5,0.01097
"HI",2075,132620.01091824,1780,74.505624111371,1.05174894640158,5,0.01014
"HI",2080,140787.995125668,1804,78.0421259011461,1.04746623938736,5,0.00932
"HI",2085,147928.057878034,1817,81.4133505107507,1.04319749841098,5,0.00849
"HI",2090,154874.482992549,1831,84.5846439063623,1.03895298959834,5,0.00767
"HI",2095,160688.095129889,1836,87.5207489814213,1.03471203447176,5,0.00685
"HI",2100,166035.955671507,1841,90.187917257744,1.03047469665609,5,0.00602
"IA",1990,54317.4714146542,2780,19.5386587822497,1.16325104625511,15,0.01013
"IA",2005,91309.4469177106,2964,30.8061561800643,1.57667711603883,15,0.03082
"IA",2010,94901.5086205258,3051,31.105050350877,1.00970241691517,5,0.00193
"IA",2015,106779.428555135,3121,34.2132100465028,1.09992459939992,5,0.01923
"IA",2020,111659.367414482,3182,35.090938848046,1.02565467549962,5,0.00508
"IA",2025,121280.415858854,3257,37.2368485903758,1.06115281644706,5,0.01194
"IA",2030,133277.889708,3349,39.7963241887132,1.06873502176548,5,0.01338
"IA",2035,146233.618322591,3430,42.63370796577,1.07129763451524,5,0.01387
"IA",2040,160719.014306011,3511,45.7758514115669,1.07370091872655,5,0.01432
"IA",2045,176714.718382454,3576,49.4168675566147,1.07954010756265,5,0.01542
"IA",2050,193503.225631399,3641,53.1456263750067,1.07545518368035,5,0.01466
"IA",2055,207820.934687856,3705,56.0920201586656,1.05544000484383,5,0.01085
"IA",2060,222466.035151458,3768,59.0408798172659,1.0525718212726,5,0.0103
"IA",2065,236995.43880323,3824,61.9757946661166,1.04970987657932,5,0.00975
"IA",2070,251740.403818447,3880,64.8815473758884,1.04688528360832,5,0.00921
"IA",2075,265134.343809645,3914,67.7399958634761,1.04405641670393,5,0.00866
"IA",2080,278459.409465336,3948,70.5317653154346,1.0412130147983,5,0.00811
"IA",2085,290097.615441465,3961,73.2384790309177,1.03837581128699,5,0.00756
"IA",2090,301319.176721202,3973,75.8417258296506,1.03554479603043,5,0.00701
"IA",2095,310786.711479442,3968,78.3232639817142,1.03271995890016,5,0.00646
"IA",2100,319676.308845806,3963,80.6652305944501,1.02990128977876,5,0.00591
"ID",1990,17256.4535327898,1012,17.0518315541401,0.955334373682952,15,-0.00304
"ID",2005,35150.7988575665,1428,24.6154053624415,1.44356371831887,15,0.02478
"ID",2010,36750.0913471591,1571,23.3928016213616,0.950331764881461,5,-0.01014
"ID",2015,40114.3173341951,1652,24.2822744153723,1.03802335472287,5,0.00749
"ID",2020,47859.8435165721,1820,26.2966173167979,1.08295528116387,5,0.01607
"ID",2025,56607.316159876,1956,28.9403456850082,1.10053492190121,5,0.01934
"ID",2030,64829.1102402358,2041,31.7634053112375,1.09754754338307,5,0.01879
"ID",2035,72073.3560321211,2095,34.4025565785781,1.08308779368838,5,0.01609
"ID",2040,79909.0036661999,2149,37.1842734603071,1.08085785355444,5,0.01567
"ID",2045,88391.055968134,2194,40.2876280620483,1.08345879354222,5,0.01616
"ID",2050,97649.5610008292,2239,43.6130241182801,1.08254137104101,5,0.01599
"ID",2055,107638.716733228,2282,47.1685875255161,1.0815252663423,5,0.0158
"ID",2060,118031.483581123,2326,50.7444039471724,1.07580927496974,5,0.01472
"ID",2065,128426.616847158,2365,54.303009237699,1.07012803410266,5,0.01365
"ID",2070,138901.565218889,2403,57.8033979271281,1.06446030779081,5,0.01257
"ID",2075,148602.83508131,2428,61.2038035754982,1.05882708924235,5,0.0115
"ID",2080,158185.561576029,2454,64.4602940407616,1.05320732168625,5,0.01042
"ID",2085,166529.006101433,2466,67.5300105845225,1.04762182036929,5,0.00935
"ID",2090,174375.93747474,2478,70.3696277137773,1.04204970656269,5,0.00827
"ID",2095,180815.624148388,2479,72.9389367278694,1.03651161868502,5,0.0072
"ID",2100,186418.531660708,2479,75.1990849780994,1.03098685491759,5,0.00612
"IL",1990,277332.375480695,11447,24.227515985035,1.07365404481318,15,0.00475
"IL",2005,435297.587592906,12610,34.5200307369473,1.42482748781468,15,0.02388
"IL",2010,441049.963436425,12841,34.3470106250623,0.994987834361924,5,-0.001
"IL",2015,470728.262636151,12864,36.5926821079098,1.06538186124439,5,0.01275
"IL",2020,506086.43099663,12686,39.8933021438302,1.09019890988551,5,0.01742
"IL",2025,563335.633513641,12753,44.1727933438125,1.10727342611432,5,0.02059
"IL",2030,627636.831140297,13117,47.8491142136386,1.08322590878987,5,0.01612
"IL",2035,689468.035264078,13551,50.8794948907149,1.06333201203153,5,0.01236
"IL",2040,758829.87171177,13985,54.2602696969446,1.06644670536709,5,0.01295
"IL",2045,835064.592411517,14365,58.1318894821801,1.07135275601945,5,0.01388
"IL",2050,915917.168291787,14744,62.1213489074733,1.06862772672332,5,0.01336
"IL",2055,1000645.63885862,15115,66.2021593687474,1.06569095058371,5,0.01281
"IL",2060,1088411.60431095,15485,70.2881242693542,1.06171951095806,5,0.01205
"IL",2065,1176173.09943408,15820,74.3472249958334,1.05774945296483,5,0.01129
"IL",2070,1265633.72495478,16154,78.3480082304554,1.05381213938847,5,0.01054
"IL",2075,1348980.22657764,16400,82.2548918644905,1.04986576841294,5,0.00978
"IL",2080,1432018.61319419,16645,86.0329596391823,1.04593122292247,5,0.00902
"IL",2085,1505473.1758767,16793,89.6488522525277,1.04202915520412,5,0.00827
"IL",2090,1576632.79216193,16941,93.0660995314283,1.03811813752255,5,0.00751
"IL",2095,1636855.93078177,17006,96.2516718088777,1.03422913707019,5,0.00675
"IL",2100,1692983.71609088,17071,99.1730839488535,1.03035180672785,5,0.006
"IN",1990,109727.968530482,5555,19.7530096364505,1.05484213302034,15,0.00357
"IN",2005,181184.607713802,6279,28.85564703198,1.46082280943823,15,0.02559
"IN",2010,187303.170766248,6490,28.8602728453386,1.00016030877261,5,3e-05
"IN",2015,196660.301110118,6608,29.7609414512891,1.03120790336173,5,0.00617
"IN",2020,215029.818437069,6760,31.8091447392113,1.06882185804756,5,0.0134
"IN",2025,237266.795149401,6952,34.1292858385215,1.07293943670388,5,0.01418
"IN",2030,262988.70141694,7178,36.6381584587545,1.0735108443846,5,0.01429
"IN",2035,287747.678583459,7386,38.9585267510776,1.06333201203153,5,0.01236
"IN",2040,315467.832649784,7593,41.5471924996423,1.06644670536709,5,0.01295
"IN",2045,345766.879302966,7768,44.5116991893623,1.07135275601945,5,0.01388
"IN",2050,377820.200491276,7943,47.5664359173204,1.06862772672332,5,0.01336
"IN",2055,411358.441304355,8115,50.6911203086081,1.06569095058371,5,0.01281
"IN",2060,445950.46063047,8286,53.8197514639718,1.06171951095806,5,0.01205
"IN",2065,480356.883307091,8438,56.9278126697193,1.05774945296483,5,0.01129
"IN",2070,515324.580316973,8590,59.9912200601831,1.05381213938847,5,0.01054
"IN",2075,547634.822972939,8695,62.982728346514,1.04986576841294,5,0.00978
"IN",2080,579705.298325677,8800,65.8756020824633,1.04593122292247,5,0.00902
"IN",2085,607776.614372933,8854,68.6442979865522,1.04202915520412,5,0.00827
"IN",2090,634720.75415379,8907,71.2608907773425,1.03811813752255,5,0.00751
"IN",2095,657404.799013497,8920,73.7000895755041,1.03422913707019,5,0.00675
"IN",2100,678269.466660519,8932,75.9370204501253,1.03035180672785,5,0.006
"KS",1990,51931.1318258729,2481,20.9315323764099,0.972642875742302,15,-0.00185
"KS",2005,77589.8020605623,2745,28.265865960132,1.35039639964382,15,0.02023
"KS",2010,85641.478177809,2858,29.965527703922,1.06013124615348,5,0.01175
"KS",2015,91979.6266276351,2910,31.6081191160258,1.05481603488961,5,0.01073
"KS",2020,100397.093793596,2919,34.3943452530305,1.08814906470003,5,0.01704
"KS",2025,110673.701985332,2962,37.3645178883632,1.08635642322835,5,0.0167
"KS",2030,122373.15745905,3044,40.2014314911465,1.07592533673951,5,0.01474
"KS",2035,134758.828483191,3129,43.0676984605917,1.07129763451524,5,0.01387
"KS",2040,148574.991450901,3213,46.2418274045755,1.07370091872655,5,0.01432
"KS",2045,163887.055765141,3283,49.9199073302288,1.07954010756265,5,0.01542
"KS",2050,180064.933901339,3354,53.6866231071374,1.07545518368035,5,0.01466
