sce,iso,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
SSP3,CAN,35.50233309,36.66872462,37.40169037,37.8117644,37.98011076,37.96330119,37.78705499,37.45599789,37.00102497,36.44486174,35.75739546,34.94522052,34.00547594,32.94057402,31.76687141,30.51073684,29.20330952,27.84576178
SSP3,CHE,7.841952665,7.94447338,7.994346611,7.997862696,7.961330518,7.884974932,7.772406891,7.622815289,7.440067647,7.230731619,6.999546165,6.759854712,6.515545098,6.266438105,6.010211553,5.749952236,5.487429729,5.223288716
SSP3,CHL,17.92650238,18.74294308,19.51059344,20.19944834,20.76474507,21.23133052,21.62705774,21.97061216,22.26141829,22.51385883,22.73610423,22.94122024,23.1384973,23.33365946,23.53911662,23.76812748,24.03147486,24.32961683
SSP3,CHN,1365.614536,1385.689297,1397.226179,1398.878559,1388.842511,1368.545423,1340.647345,1307.464875,1270.216423,1231.333883,1193.297111,1157.454284,1123.98191,1094.030408,1069.145478,1050.266146,1036.903267,1027.983837
SSP3,CIV,21.78951829,24.16443257,26.70894093,29.33776806,31.91435762,34.46714738,36.99692906,39.49110607,41.854366,44.05582302,46.16082108,48.13325281,50.01221535,51.84088969,53.55974841,55.18216654,56.71687698,58.17062029
SSP3,CMR,21.83700764,24.17637748,26.49433064,28.84894839,31.12316521,33.31919647,35.40227883,37.38658122,39.20066036,40.8495501,42.33675381,43.76303533,45.03352902,46.21664761,47.29255943,48.27521368,49.21900406,50.03096143
SSP3,COD,76.47126928,88.11516659,100.4379438,113.3835213,126.1231651,138.7483272,151.1754342,163.2698997,174.6320972,185.0946625,194.8443695,203.8828927,212.2303311,219.8582356,226.7691926,232.9494719,238.4527851,243.260018
SSP3,COG,4.581749034,5.141487169,5.704678323,6.287235513,6.862592691,7.43013893,7.989805138,8.537985215,9.069268716,9.579897952,10.05805041,10.52280032,10.9544623,11.36282513,11.73617797,12.07534355,12.38324203,12.66500584
SSP3,COL,49.64238482,53.12304615,56.61385817,60.05140595,63.27728949,66.34614435,69.30448197,72.16447213,74.86541827,77.40822469,79.81481466,82.0972404,84.27279264,86.3614834,88.40310472,90.43836157,92.49084677,94.55338475
SSP3,COM,0.83430294,0.942644844,1.059046001,1.185181148,1.31517646,1.445494431,1.575176647,1.703344478,1.827959241,1.950141624,2.07078951,2.189902577,2.303816412,2.413031955,2.517999976,2.619903217,2.720756679,2.815733292
SSP3,CPV,0.521538517,0.552245664,0.586887054,0.62121559,0.65310268,0.68323303,0.712476038,0.740878183,0.767397202,0.791458072,0.814433865,0.836750794,0.859041451,0.881827896,0.9058618,0.932069571,0.960950272,0.992487313
SSP3,CRI,5.009384299,5.362279364,5.694433504,6.010182363,6.300272856,6.573712299,6.836522734,7.093180488,7.339049303,7.576052908,7.795594629,7.999730054,8.193996408,8.385248686,8.579449591,8.780251219,8.987710637,9.199058642
SSP3,CUB,11.25003572,11.25653968,11.24766058,11.17599933,11.02640575,10.81226836,10.54835923,10.24247584,9.901898782,9.549348516,9.221326671,8.94267335,8.716050816,8.53175115,8.379391716,8.257826149,8.170345878,8.115886765
SSP3,CYP,1.171520695,1.234500888,1.288046012,1.334740775,1.373774838,1.410033657,1.447376384,1.485905772,1.521930408,1.55314823,1.57632077,1.594177855,1.611442497,1.630707462,1.651745744,1.672732738,1.691735913,1.707448434
SSP3,CZE,10.67386328,10.73377333,10.68325534,10.54630809,10.35042414,10.13327996,9.914550497,9.676020044,9.394765139,9.055285393,8.652821129,8.22159368,7.797090348,7.401869141,7.033338045,6.67842078,6.32313697,5.959571734
SSP3,DEU,81.65736919,80.55939154,78.95515899,76.96055135,74.73473735,72.28798341,69.56118462,66.55124711,63.39238359,60.2640276,57.23087611,54.29668018,51.41247719,48.53434718,45.6878271,42.92117929,40.24382173,37.64744994
SSP3,DJI,0.967066132,1.048082156,1.128771402,1.206157214,1.276508395,1.342105435,1.403548955,1.462583213,1.51468843,1.560249123,1.597690951,1.630016551,1.659274696,1.686491928,1.713367217,1.734318791,1.755858103,1.773295961
SSP3,DNK,5.636406396,5.68556818,5.704442668,5.693821569,5.661395706,5.60791971,5.538255707,5.454155429,5.360305375,5.257835062,5.146425651,5.027092111,4.89760068,4.755509083,4.600639397,4.435718733,4.264990975,4.090700397
SSP3,DOM,10.60070032,11.33332231,12.10029436,12.86753244,13.59671297,14.3081743,15.01000972,15.69948835,16.35485589,16.96895895,17.55847387,18.1300251,18.68251276,19.21514544,19.73408979,20.24829128,20.76466613,21.28625816
SSP3,DZA,38.28398583,41.26000521,44.15671596,46.82842861,49.23812353,51.5696999,53.8812287,56.11421236,58.09666718,59.78133616,61.25114471,62.66269541,64.17324287,65.83994279,67.61856174,69.43992494,71.25299682,73.06387706
SSP3,ECU,15.58367296,16.81202873,18.07906779,19.34407493,20.56193666,21.7524736,22.92120767,24.06299295,25.15108465,26.19002272,27.20472121,28.20511475,29.1997304,30.19116533,31.1798742,32.16727809,33.15269259,34.13383569
SSP3,EGY,88.51589675,96.21620912,103.9658863,111.6578686,119.1639525,126.5790363,133.9748592,141.263641,148.270887,154.8581185,161.0661737,166.9381571,172.5606819,178.0143711,183.2936815,188.3729663,193.2069252,197.7683256
SSP3,ERI,6.043540734,6.849700699,7.667627322,8.526038505,9.403658195,10.28961727,11.15833049,12.00267288,12.81729638,13.60043274,14.36519751,15.10067371,15.78471699,16.43353072,17.03063786,17.58473886,18.0938247,18.56252883
SSP3,ESP,47.37208332,47.69662988,47.53813254,47.15788154,46.71448578,46.17389648,45.39245991,44.26051944,42.79817669,41.10790836,39.2820638,37.44114778,35.68266198,34.05650759,32.53746095,31.09474077,29.6526723,28.17343144
SSP3,EST,1.328361866,1.307527728,1.278749505,1.241943608,1.203744672,1.16703182,1.1303663,1.091699764,1.050018398,1.005787924,0.959564557,0.913115051,0.867750955,0.824128526,0.782225638,0.741520071,0.701124704,0.660767115
SSP3,ETH,93.1521404,104.8139551,117.547414,130.9898038,144.2187245,157.430008,170.9237944,184.8702024,198.5494192,211.6644971,223.8488614,235.3224947,246.4066774,256.8797124,266.7852214,276.0045319,284.5815384,292.7145743
SSP3,FIN,5.455379201,5.508378548,5.519673879,5.491076934,5.434133624,5.356196995,5.265823153,5.168161095,5.068164446,4.964084192,4.852223112,4.731659735,4.601593548,4.46107477,4.312942952,4.1587941,3.999691698,3.836867553
SSP3,FJI,0.896286237,0.933563417,0.972658842,1.009400706,1.041667728,1.069874618,1.095275774,1.118972907,1.140612794,1.160519756,1.18075208,1.201420626,1.222635285,1.244357108,1.266353095,1.288554459,1.311094929,1.334200784
SSP3,FRA,64.31191503,65.4465003,66.15471216,66.5062374,66.64502134,66.5266923,66.09221445,65.3339388,64.34765454,63.19504609,61.92137539,60.56931722,59.11439727,57.52292062,55.78690318,53.93531778,52.00030895,49.98925353
SSP3,GAB,1.641915499,1.7838184,1.921701427,2.054069888,2.17349252,2.287374667,2.396726197,2.501516787,2.596773752,2.683622358,2.765303177,2.841517678,2.90939557,2.976584479,3.037257427,3.098349621,3.15426007,3.21007293
SSP3,GBR,63.7233968,64.89447559,65.57135011,65.80290963,65.75485645,65.50102241,65.06158095,64.37639568,63.45510786,62.312033,60.99921918,59.58317193,58.08178014,56.4747295,54.77495495,52.99870534,51.1533799,49.22937825
SSP3,GEO,4.293001859,4.236352064,4.183084756,4.119404112,4.051451128,3.98628632,3.925605641,3.867483975,3.810154968,3.756566582,3.714109813,3.68631349,3.673559627,3.67367847,3.686389445,3.711701943,3.747995427,3.79174827
SSP3,GHA,27.45078652,30.75713485,34.3030567,38.12790989,42.0764739,46.13367047,50.29605962,54.50427583,58.65581265,62.70735134,66.68748938,70.62846192,74.42444006,78.15861379,81.70721624,85.09496721,88.3328145,91.44890082
SSP3,GIN,11.0624532,12.25925521,13.54050144,14.87453644,16.15924611,17.37954921,18.54103381,19.65167374,20.66590988,21.58643927,22.44725878,23.26361178,24.01273828,24.70277436,25.33553706,25.91270355,26.44525645,26.96279595
SSP3,GLP,0.475157418,0.489604112,0.505839542,0.523196895,0.539052981,0.553081737,0.566011357,0.579151004,0.59333431,0.609174567,0.626789573,0.646172854,0.66757998,0.691145092,0.716722061,0.743945359,0.772618016,0.802786188
SSP3,GMB,1.976927442,2.238825483,2.512381736,2.797034384,3.078513339,3.356828972,3.62877481,3.890490764,4.141164363,4.379787503,4.60776982,4.830321349,5.041670971,5.246530548,5.442837181,5.632250631,5.81887761,5.993982643
SSP3,GNB,1.678621197,1.847732943,2.018009904,2.190335407,2.35495906,2.510368952,2.65740232,2.793999689,2.918057982,3.024522526,3.121101701,3.201918353,3.275128733,3.336386689,3.384445503,3.427865427,3.458536106,3.487728455
SSP3,GNQ,0.801197898,0.903263003,1.002984248,1.104925959,1.202755543,1.29884569,1.393978729,1.489638313,1.57996061,1.666597495,1.75054574,1.826941223,1.901250364,1.96986342,2.032418245,2.08850322,2.137719939,2.180297195
SSP3,GRC,11.38910595,11.28365137,11.1130788,10.89893248,10.67324012,10.42222942,10.12759409,9.777571656,9.378941481,8.949492149,8.497319401,8.045798956,7.609532606,7.19589479,6.801396852,6.42117858,6.048359866,5.680056483
SSP3,GTM,16.20435313,18.27752564,20.53894846,22.91594599,25.320525,27.7676905,30.28313866,32.85581996,35.42025813,37.94924773,40.47036613,42.98295961,45.45654882,47.88788892,50.27199175,52.61545415,54.89825572,57.11629198
SSP3,GUM,0.190921976,0.202627105,0.214616,0.226177055,0.236411132,0.245627507,0.254374279,0.263105608,0.271666266,0.279975942,0.287978576,0.29568268,0.303104305,0.310218243,0.31713051,0.324034302,0.331141439,0.338619573
SSP3,GUY,0.772836354,0.8040187,0.842852659,0.879697967,0.907859872,0.928402313,0.945295644,0.962556853,0.97997459,0.994660961,1.007026949,1.017178832,1.026988348,1.038094523,1.050766876,1.065036833,1.081210526,1.099339017
SSP3,HKG,7.325133195,7.541147272,7.708169121,7.857443893,7.956516925,8.005852754,8.038969512,8.077263642,8.120549262,8.171867658,8.206108831,8.22566934,8.241071829,8.262040256,8.287838232,8.309493466,8.314205319,8.28987913
SSP3,HND,8.377174707,9.244707774,10.15395534,11.06683381,11.95868851,12.84252029,13.72193279,14.59450511,15.44250483,16.25345279,17.03667586,17.79267424,18.52624738,19.24032029,19.94339669,20.63546456,21.32078973,22.00068083
SSP3,HRV,4.371782974,4.335720901,4.291150298,4.243233368,4.18822223,4.132396313,4.08242314,4.042153286,4.009428251,3.983038344,3.957190644,3.935191575,3.921266845,3.917345928,3.922296912,3.933054531,3.946899016,3.962028228
SSP3,HTI,10.66245173,11.36569546,12.10815687,12.84873919,13.54000829,14.18305477,14.78679275,15.35047783,15.84917508,16.2812055,16.6506375,16.97475492,17.25378852,17.51312117,17.75545203,17.97702827,18.18457464,18.39372167
SSP3,HUN,9.800289529,9.57807585,9.311776021,9.009026749,8.67989674,8.335188208,7.979832914,7.61147644,7.22872395,6.830693545,6.418881772,6.011379056,5.622631496,5.259462354,4.920164956,4.599943353,4.296178534,4.008296621
SSP3,IDN,252.2695085,264.2141201,275.2234624,285.081649,293.0684875,299.2725442,303.8601579,306.9132737,308.3675289,308.459684,307.47321,305.7829923,303.6361215,301.292174,298.8421112,296.38208,293.9656094,291.6272286
SSP3,IND,1315.803182,1412.090248,1508.203567,1603.709235,1696.02723,1787.901745,1880.144636,1970.550275,2054.626927,2131.454482,2202.086896,2268.34206,2331.894239,2392.625341,2450.023244,2504.987966,2557.965671,2608.619242
SSP3,IRL,4.729617892,4.925221059,5.060474721,5.154494517,5.228510804,5.284938827,5.31638989,5.312102689,5.270001994,5.193587834,5.088304076,4.966433825,4.836543256,4.701745469,4.559757702,4.405626142,4.235449399,4.051470988
SSP3,IRN,78.79195203,83.57767835,87.77332695,91.36118541,94.5099341,97.5025406,100.2733059,102.5761975,104.1597183,105.0723808,105.52079,105.755769,106.0236636,106.544036,107.4786695,108.8684769,110.6223713,112.6042417
SSP3,IRQ,36.62830554,42.35384924,48.69904138,55.60840784,62.81759635,70.30457386,78.09360905,86.19762745,94.47568929,102.8913741,111.4440092,120.1475726,128.9981625,137.9467694,146.9436286,155.9788925,165.0702496,174.2432731
SSP3,ISL,0.341522307,0.358828891,0.372092232,0.382150296,0.390076161,0.396254613,0.400590292,0.402603512,0.402307475,0.399948057,0.395536695,0.389392042,0.381670274,0.372420089,0.361740403,0.349961464,0.337244059,0.323608939
SSP3,ISR,8.218296445,8.934825371,9.55339528,10.10493644,10.63306033,11.13967267,11.60436749,12.00617661,12.34727514,12.62983421,12.87676223,13.09057151,13.26811605,13.40236266,13.49559397,13.55064976,13.57259379,13.5617187
SSP3,ITA,61.01966049,60.55608363,59.66321712,58.53568515,57.28237874,55.86639287,54.19345753,52.21323129,49.97126684,47.57765765,45.14958553,42.83022748,40.66436886,38.65093716,36.73360717,34.84839072,32.97252657,31.11175157
SSP3,JAM,2.817989404,2.925615305,3.052939724,3.17372145,3.279022136,3.375719925,3.47003988,3.563079107,3.648859615,3.72707657,3.805701308,3.887887292,3.973776931,4.061005547,4.149201463,4.240431655,4.339444989,4.447826134
SSP3,JOR,7.057218791,7.994765496,8.949186328,9.933568629,10.90935229,11.88195054,12.86869836,13.87849054,14.87821526,15.84026527,16.7320731,17.56143084,18.34567083,19.09519252,19.80366808,20.45861368,21.05130123,21.57947304
SSP3,JPN,125.5556856,123.2105004,119.7396305,115.4743767,110.7938149,105.8439747,100.73155,95.50165214,90.23085387,84.81050599,79.27337282,73.7896909,68.50886869,63.56315963,58.91004645,54.51601649,50.32932014,46.33103601
SSP3,KAZ,16.89489146,17.73976209,18.47983356,19.13159368,19.75167378,20.39680219,21.02443659,21.59713575,22.08742153,22.52559175,22.93441749,23.33179395,23.70943944,24.04987131,24.34985184,24.6155721,24.85257597,25.06450276
SSP3,KEN,46.24314527,52.53434108,59.16297497,66.20527832,73.41644898,80.85038479,88.38739183,95.94621982,103.2022151,110.2764653,117.1455225,124.0522992,130.8252716,137.4067531,143.7237868,149.7443304,155.4630838,160.9803508
SSP3,KGZ,5.653420682,5.996312143,6.335264556,6.6573347,6.959399347,7.242274922,7.503042433,7.739939539,7.948202132,8.13274019,8.305258702,8.465940912,8.613810093,8.751088885,8.882637646,9.011511145,9.137307168,9.257862149
SSP3,KHM,14.96468912,15.94144315,16.92531167,17.84263275,18.61965792,19.35248298,20.07300876,20.7849936,21.44546944,22.00308274,22.47311487,22.91965868,23.3670012,23.86401305,24.37942255,24.93060544,25.50202066,26.11663949
SSP3,KOR,48.74400904,48.90773906,48.66885644,48.00708895,46.93701295,45.4196932,43.47021541,41.15776759,38.63200125,36.02944105,33.44025858,30.92005632,28.50103483,26.20066083,24.02129817,21.98626301,20.12701092,18.45279802
SSP3,KWT,3.148555702,3.503069655,3.823790917,4.154027035,4.485020305,4.804359863,5.101397519,5.375648244,5.634133828,5.887254124,6.129027638,6.363530585,6.594911732,6.823673604,7.043567552,7.24382593,7.414661986,7.552119502
SSP3,LAO,6.681115238,7.225665745,7.795754246,8.33466687,8.812188156,9.244942174,9.675328958,10.11072682,10.51169274,10.85821503,11.1625404,11.43628264,11.71990983,12.03229395,12.35680128,12.6902941,13.01732416,13.35076756
SSP3,LBN,4.403618209,4.58956919,4.775951697,4.94953556,5.088066741,5.198255519,5.290549247,5.372779746,5.443159887,5.498660723,5.537983624,5.570178345,5.606414982,5.65315228,5.712485349,5.783077442,5.862280197,5.949048764
SSP3,LBR,4.83012476,5.691242524,6.562563963,7.476718097,8.401143168,9.341037009,10.30111055,11.2702917,12.2199905,13.14425444,14.03446897,14.87390335,15.65996904,16.38894511,17.02276947,17.56102961,18.00945151,18.37584708
SSP3,LBY,6.958015378,7.54949522,8.09556886,8.616035555,9.137416703,9.677199434,10.21680677,10.72564485,11.17306569,11.56132668,11.91708746,12.27053213,12.63860833,13.01847854,13.39421436,13.75315369,14.09967593,14.44889752
SSP3,LCA,0.183593062,0.193312905,0.20270286,0.211350354,0.218896538,0.225626138,0.231689116,0.237097135,0.241675433,0.245557992,0.248900959,0.251968084,0.25498378,0.258127462,0.261540225,0.265352374,0.269634948,0.274390176
SSP3,LKA,21.77329779,22.63398857,23.46156587,24.25673718,25.00109391,25.696694,26.32042338,26.889635,27.41862429,27.93483802,28.46426816,29.01498945,29.59628958,30.2238403,30.9055296,31.63931044,32.4218822,33.25779249
SSP3,LSO,2.27477544,2.37576663,2.469323573,2.557855136,2.630444596,2.694768645,2.751680998,2.811104092,2.860282565,2.900878014,2.933572013,2.964350838,2.999538892,3.040290368,3.081255151,3.123996668,3.170458125,3.21762
SSP3,LTU,3.266374716,3.224544679,3.191828751,3.151036853,3.09486156,3.038522755,2.994902288,2.963647415,2.937463808,2.910684051,2.882814915,2.859542481,2.850401828,2.860704465,2.888137446,2.925580706,2.96688933,3.008944839
SSP3,LUX,0.544702293,0.570017436,0.588050134,0.603005141,0.615548991,0.625146417,0.630947005,0.632485223,0.630058005,0.624251954,0.61484593,0.602604847,0.587789174,0.570764961,0.551798462,0.53096388,0.508225522,0.483888139
SSP3,LVA,2.18697657,2.133311338,2.085395196,2.036665373,1.987387077,1.943639296,1.903935349,1.867471828,1.834628104,1.804433136,1.774661008,1.747850064,1.727619923,1.71594795,1.713023827,1.716505209,1.722864792,1.729839736
SSP3,MAC,0.583510493,0.607646804,0.629445602,0.649112658,0.664459071,0.675910497,0.684545422,0.691478313,0.697304711,0.703018624,0.707767304,0.712186259,0.716517418,0.720789303,0.725645436,0.730710452,0.73528312,0.737970095
SSP3,MAR,33.70056635,35.6436885,37.67385097,39.54556311,41.14023232,42.50967487,43.81003697,45.10791736,46.34732686,47.46926673,48.44972919,49.3362857,50.23452514,51.26090164,52.46937874,53.83397241,55.29641424,56.80981879
SSP3,MDA,3.407464996,3.289488355,3.190702176,3.088786358,2.981380137,2.876597421,2.7805559,2.692029876,2.607347491,2.525477701,2.44939461,2.382995095,2.328901629,2.288173928,2.261143475,2.246337484,2.241536545,2.244910686
SSP3,MDG,23.81617219,27.38290834,31.28709311,35.41527781,39.5857354,43.81356139,48.16266446,52.62004739,57.04883452,61.42674255,65.71721658,69.93777804,74.07897132,78.07252429,81.8914318,85.5246681,88.97904879,92.26702192
SSP3,MDV,0.340104087,0.366413491,0.392199016,0.415847608,0.436761729,0.456613547,0.476480289,0.495876999,0.513056458,0.527132607,0.538301309,0.547405728,0.55510201,0.561829988,0.568452072,0.57622825,0.586388763,0.599194444
SSP3,MEX,120.7936455,128.7986719,137.1783427,145.5178825,153.3640757,160.857,168.1233813,175.1565965,181.808311,188.0866726,194.2516451,200.4183784,206.6044168,212.7511174,218.8562186,224.9843688,231.2389769,237.6485341
SSP3,MKD,2.09425499,2.127620505,2.156290563,2.181321545,2.199775843,2.215440162,2.232930774,2.253141517,2.273349649,2.292387137,2.304141297,2.312095354,2.320419942,2.330929026,2.342828698,2.354144122,2.363230641,2.36893131
SSP3,MLI,17.99026993,20.93000414,24.13876961,27.64291053,31.24423974,34.84735239,38.44927357,41.96678775,45.32591187,48.50612517,51.53347726,54.34122544,57.00150977,59.43308077,61.6467945,63.63655117,65.39758535,66.95519728
SSP3,MLT,0.424377514,0.43166853,0.43665071,0.439275412,0.439134145,0.437478691,0.435965306,0.43564918,0.436386931,0.43764202,0.438373855,0.438568522,0.438819661,0.440060897,0.442882907,0.447279025,0.452928798,0.459127006
SSP3,MMR,49.44339836,50.92212565,52.35326003,53.53498873,54.1962955,54.5013536,54.50011621,54.43803822,54.26022664,54.09886828,53.87383872,53.73013826,53.6690109,53.78940174,54.19602958,54.74520694,55.49894069,56.38346898
SSP3,MNE,0.642449957,0.654340929,0.664711011,0.673938364,0.681237608,0.687222669,0.692911077,0.699286471,0.706207697,0.713493626,0.719079759,0.723339179,0.727223463,0.731545647,0.736298155,0.740963502,0.744946615,0.747975848
SSP3,MNG,2.978287212,3.202143404,3.404948998,3.582636733,3.747362202,3.918398716,4.095356724,4.26315302,4.407894868,4.533102928,4.650553923,4.774285327,4.906224481,5.036328606,5.159270605,5.274269562,5.382119532,5.488564651
SSP3,MOZ,26.09856923,28.9727145,31.99725971,35.19886141,38.25266457,41.19364932,44.0317268,46.76480163,49.46005404,52.00626651,54.29227423,56.51454734,58.55302094,60.52691973,62.38978525,64.12622573,65.78168805,67.36909341
SSP3,MRT,3.879247705,4.327024549,4.793983996,5.27699406,5.747761317,6.206254315,6.649235595,7.083626761,7.508861303,7.920654782,8.315875241,8.69382838,9.068945984,9.428704197,9.781145181,10.13054647,10.47234627,10.8149882
SSP3,MTQ,0.414913187,0.424212667,0.434143884,0.444076886,0.452670658,0.460013603,0.466658594,0.473536452,0.481217382,0.490358301,0.501127379,0.513534697,0.527317083,0.542005026,0.55763207,0.574241233,0.591925014,0.610532311
SSP3,MUS,1.335305426,1.374720556,1.413901757,1.450005069,1.478452809,1.500530891,1.518710399,1.535522467,1.552210236,1.570456883,1.589620902,1.609849914,1.631866405,1.656869852,1.685951703,1.719565254,1.757699177,1.799813329
SSP3,MWI,17.40673916,20.35887565,23.77259054,27.73200997,32.13870625,37.01873349,42.35493703,48.03741428,53.90577425,59.90632493,65.99550128,72.10539289,78.25573831,84.34505075,90.34361773,96.27844687,102.0797696,107.7794109
SSP3,MYS,30.80631979,33.32641498,35.91053772,38.51952144,40.9709379,43.25161346,45.42815182,47.58817107,49.73375549,51.8342541,53.82991204,55.70433362,57.48264829,59.20281981,60.88368314,62.53555557,64.14839506,65.71195859
SSP3,NAM,2.47452151,2.658295626,2.841050414,3.020100176,3.180303485,3.324476704,3.457717422,3.585889709,3.707110662,3.818912207,3.917308708,4.009992578,4.09064497,4.173949596,4.252710645,4.322882352,4.396838236,4.470564735
SSP3,NCL,0.270218835,0.288934314,0.306253177,0.323085973,0.338934202,0.354099789,0.369109432,0.384324832,0.399602679,0.414903533,0.429560879,0.443735157,0.457664057,0.471552484,0.485369407,0.498979415,0.51215145,0.524728727
SSP3,NER,18.59263453,22.41254184,27.05031508,32.57707376,38.94002573,46.26462912,54.58736069,63.82121386,73.68733198,83.93881999,94.41907256,105.1929633,116.043576,127.0130603,137.8721274,148.3804748,158.6547179,168.3075761
SSP3,NGA,180.4433664,205.7350939,234.7398626,268.2757272,305.1482815,345.2919577,388.2695922,433.6835633,479.5383213,525.148731,570.4586471,614.3064093,657.9981445,699.8565412,741.1180327,780.0032252,817.671356,853.597105
SSP3,NIC,6.188234873,6.639274685,7.120564513,7.595430604,8.046237553,8.476148148,8.886510393,9.277361377,9.639632921,9.974771471,10.30347271,10.62671366,10.94518958,11.25902675,11.57038202,11.88105355,12.19496707,12.51366872
SSP3,NLD,16.84789945,16.98987434,17.02969223,16.96309933,16.80562992,16.56090717,16.23843112,15.85670509,15.44697903,15.03028804,14.61509768,14.20066829,13.77578319,13.32196045,12.83829226,12.33151096,11.81443763,11.29517875
SSP3,NOR,5.099445749,5.271931479,5.403099956,5.5024288,5.572192125,5.615817784,5.636639014,5.635583636,5.615432914,5.575059206,5.511522363,5.430490635,5.332354461,5.215592671,5.078707662,4.924278665,4.755426216,4.574461783
SSP3,NPL,33.13110167,36.81692289,40.70672111,44.64755688,48.54958257,52.56196321,56.7135119,60.9101208,64.96398337,68.80681369,72.46948897,76.00527281,79.43586052,82.75378296,85.97152972,89.13857738,92.29661685,95.44175992
SSP3,NZL,4.577750098,4.750091691,4.875753221,4.95737447,5.009151886,5.036403611,5.039185839,5.014669305,4.966344581,4.899590856,4.816849664,4.720660596,4.610472072,4.483510564,4.339245065,4.182136448,4.017337235,3.847309656
SSP3,OMN,3.051754195,3.330387848,3.615851341,3.894598454,4.159498368,4.41753981,4.669523904,4.913994545,5.14313469,5.357539281,5.55932317,5.760503098,5.974590401,6.20837923,6.460063943,6.724152599,6.996465697,7.276009775
