GCAM_region_ID,year,value,scenario,POP,pop,pop_mil,gdppcap,region,,,,,
16,2100,2730654.918,SSP2,18847.10284,18847102.84,18.84710284,144884.598,European Free Trade Association,,,,,
16,2076,3749463.295,SSP5,25891.3469,25891346.9,25.8913469,144815.3048,European Free Trade Association,,,,,
8,2100,12607621.75,SSP5,87657.6325,87657632.5,87.6576325,143827.9975,Canada,,,,,
16,2091,2199048.845,SSP4,15325.72805,15325728.05,15.32572805,143487.3983,European Free Trade Association,,,,,
16,2100,2676154.592,SSP1,18676.45233,18676452.33,18.67645233,143290.3072,European Free Trade Association,,,,,
16,2099,2701479.766,SSP2,18874.93487,18874934.87,18.87493487,143125.2497,European Free Trade Association,,,,,
19,2092,15684671.45,SSP5,109878.0187,109878018.7,109.8780187,142746.2165,Japan,,,,,
6,2089,10304054.08,SSP5,72215.8709,72215870.9,72.2158709,142684.0659,Australia_NZ,,,,,
16,2075,3656411.426,SSP5,25728.55338,25728553.38,25.72855338,142114.9247,European Free Trade Association,,,,,
16,2090,2183990.95,SSP4,15412.18606,15412186.06,15.41218606,141705.4623,European Free Trade Association,,,,,
16,2099,2654766.657,SSP1,18736.91533,18736915.33,18.73691533,141686.4308,European Free Trade Association,,,,,
8,2099,12361553.39,SSP5,87394.90897,87394908.97,87.39490897,141444.7767,Canada,,,,,
16,2098,2672304.614,SSP2,18902.76689,18902766.89,18.90276689,141371.0823,European Free Trade Association,,,,,
6,2088,10081943.8,SSP5,71885.70042,71885700.42,71.88570042,140249.6427,Australia_NZ,,,,,
19,2091,15461562.66,SSP5,110316.0706,110316070.6,110.3160706,140156.938,Japan,,,,,
16,2098,2633378.723,SSP1,18797.37833,18797378.33,18.79737833,140092.8724,European Free Trade Association,,,,,
16,2089,2167602.708,SSP4,15482.87022,15482870.22,15.48287022,140000.0566,European Free Trade Association,,,,,
16,2074,3570928.797,SSP5,25549.0934,25549093.4,25.5490934,139767.339,European Free Trade Association,,,,,
16,2097,2643129.461,SSP2,18930.59892,18930598.92,18.93059892,139622.0729,European Free Trade Association,,,,,
8,2098,12115485.03,SSP5,87132.18545,87132185.45,87.13218545,139047.184,Canada,,,,,
16,2097,2611990.788,SSP1,18857.84132,18857841.32,18.85784132,138509.5326,European Free Trade Association,,,,,
16,2088,2151214.466,SSP4,15553.55439,15553554.39,15.55355439,138310.1516,European Free Trade Association,,,,,
16,2096,2613954.309,SSP2,18958.43094,18958430.94,18.95843094,137878.1987,European Free Trade Association,,,,,
6,2087,9859833.515,SSP5,71555.52994,71555529.94,71.55552994,137792.7537,Australia_NZ,,,,,
19,2090,15238453.87,SSP5,110754.1224,110754122.4,110.7541224,137588.1416,Japan,,,,,
16,2073,3485446.169,SSP5,25369.63341,25369633.41,25.36963341,137386.5405,European Free Trade Association,,,,,
16,2096,2590602.854,SSP1,18918.30432,18918304.32,18.91830432,136936.3136,European Free Trade Association,,,,,
16,2087,2134826.224,SSP4,15624.23856,15624238.56,15.62423856,136635.5369,European Free Trade Association,,,,,
8,2097,11869416.66,SSP5,86869.46192,86869461.92,86.86946192,136635.089,Canada,,,,,
16,2095,2584779.157,SSP2,18986.26297,18986262.97,18.98626297,136139.4373,European Free Trade Association,,,,,
16,2095,2569214.919,SSP1,18978.76732,18978767.32,18.97876732,135373.1186,European Free Trade Association,,,,,
6,2086,9637723.231,SSP5,71225.35947,71225359.47,71.22535947,135313.0866,Australia_NZ,,,,,
19,2089,15024640.67,SSP5,111204.3801,111204380.1,111.2043801,135108.3533,Japan,,,,,
16,2086,2118437.982,SSP4,15694.92272,15694922.72,15.69492272,134976.0059,European Free Trade Association,,,,,
16,2072,3399963.541,SSP5,25190.17343,25190173.43,25.19017343,134971.8195,European Free Trade Association,,,,,
16,2094,2555454.209,SSP2,18998.08328,18998083.28,18.99808328,134511.1595,European Free Trade Association,,,,,
8,2096,11623348.3,SSP5,86606.7384,86606738.4,86.6067384,134208.3597,Canada,,,,,
16,2094,2546992.491,SSP1,19026.17598,19026175.98,19.02617598,133867.809,European Free Trade Association,,,,,
16,2085,2102049.739,SSP4,15765.60689,15765606.89,15.76560689,133331.3556,European Free Trade Association,,,,,
16,2093,2526129.262,SSP2,19009.90359,19009903.59,19.00990359,132884.9065,European Free Trade Association,,,,,
6,2085,9415612.946,SSP5,70895.18899,70895188.99,70.89518899,132810.323,Australia_NZ,,,,,
19,2088,14810827.47,SSP5,111654.6378,111654637.8,111.6546378,132648.5649,Japan,,,,,
16,2071,3314480.913,SSP5,25010.71345,25010713.45,25.01071345,132522.4456,European Free Trade Association,,,,,
16,2093,2524770.063,SSP1,19073.58463,19073584.63,19.07358463,132369.9824,European Free Trade Association,,,,,
8,2095,11377279.94,SSP5,86344.01488,86344014.88,86.34401488,131766.8626,Canada,,,,,
16,2084,2084246.584,SSP4,15819.83961,15819839.61,15.81983961,131748.9074,European Free Trade Association,,,,,
16,2092,2496804.315,SSP2,19021.72391,19021723.91,19.02172391,131260.6748,European Free Trade Association,,,,,
16,2092,2502547.635,SSP1,19120.99329,19120993.29,19.12099329,130879.5833,European Free Trade Association,,,,,
6,2084,9205808.085,SSP5,70481.72635,70481726.35,70.48172635,130612.693,Australia_NZ,,,,,
13,2100,83435749.17,SSP5,639287.913,639287913,639.287913,130513.5722,EU-15,,,,,
19,2087,14597014.26,SSP5,112104.8955,112104895.5,112.1048955,130208.5355,Japan,,,,,
16,2083,2066443.43,SSP4,15874.07233,15874072.33,15.87407233,130177.2719,European Free Trade Association,,,,,
16,2070,3228998.285,SSP5,24831.25346,24831253.46,24.83125346,130037.6676,European Free Trade Association,,,,,
16,2091,2467479.368,SSP2,19033.54422,19033544.22,19.03354422,129638.4604,European Free Trade Association,,,,,
8,2094,11149723.29,SSP5,86009.81971,86009819.71,86.00981971,129633.1434,Canada,,,,,
16,2091,2480325.207,SSP1,19168.40194,19168401.94,19.16840194,129396.5566,European Free Trade Association,,,,,
16,2082,2048640.275,SSP4,15928.30505,15928305.05,15.92830505,128616.3385,European Free Trade Association,,,,,
6,2083,8996003.223,SSP5,70068.26372,70068263.72,70.06826372,128389.1272,Australia_NZ,,,,,
13,2099,81801431.35,SSP5,637979.9555,637979955.5,637.9799555,128219.438,EU-15,,,,,
16,2090,2438154.421,SSP2,19045.36453,19045364.53,19.04536453,128018.2596,European Free Trade Association,,,,,
16,2069,3151553.225,SSP5,24636.3688,24636368.8,24.6363688,127922.7978,European Free Trade Association,,,,,
16,2090,2458102.779,SSP1,19215.8106,19215810.6,19.2158106,127920.8476,European Free Trade Association,,,,,
19,2086,14383201.06,SSP5,112555.1532,112555153.2,112.5551532,127788.0279,Japan,,,,,
8,2093,10922166.65,SSP5,85675.62454,85675624.54,85.67562454,127482.7783,Canada,,,,,
16,2081,2030837.12,SSP4,15982.53778,15982537.78,15.98253778,127065.9984,European Free Trade Association,,,,,
1,2016,11455465.62,SSP5,327847.0284,327847028.4,327.8470284,34941.49597,USA,,,,,
16,2089,2434821.951,SSP1,19246.63856,19246638.56,19.24663856,126506.3477,European Free Trade Association,,,,,
16,2089,2408530.879,SSP2,19041.49228,19041492.28,19.04149228,126488.5569,European Free Trade Association,,,,,
6,2082,8786198.362,SSP5,69654.80108,69654801.08,69.65480108,126139.1638,Australia_NZ,,,,,
13,2098,80167113.53,SSP5,636671.998,636671998,636.671998,125915.8778,EU-15,,,,,
16,2068,3074108.165,SSP5,24441.48414,24441484.14,24.44148414,125774.2021,European Free Trade Association,,,,,
16,2080,2013033.965,SSP4,16036.7705,16036770.5,16.0367705,125526.1441,European Free Trade Association,,,,,
19,2085,14169387.86,SSP5,113005.4109,113005410.9,113.0054109,125386.8089,Japan,,,,,
8,2092,10694610,SSP5,85341.42937,85341429.37,85.34142937,125315.5716,Canada,,,,,
16,2088,2411541.122,SSP1,19277.46652,19277466.52,19.27746652,125096.372,European Free Trade Association,,,,,
1,2016,11417907.34,SSP1,327033.0354,327033035.4,327.0330354,34913.62064,USA,,,,,
16,2088,2378907.338,SSP2,19037.62002,19037620.02,19.03762002,124958.2319,European Free Trade Association,,,,,
6,2100,4919032.509,SSP4,39574.47166,39574471.66,39.57447166,124298.1221,Australia_NZ,,,,,
16,2079,1993797.687,SSP4,16077.41298,16077412.98,16.07741298,124012.3452,European Free Trade Association,,,,,
6,2081,8576393.5,SSP5,69241.33844,69241338.44,69.24133844,123862.3298,Australia_NZ,,,,,
16,2087,2388260.294,SSP1,19308.29448,19308294.48,19.30829448,123690.8985,European Free Trade Association,,,,,
13,2097,78532795.71,SSP5,635364.0405,635364040.5,635.3640405,123602.8335,EU-15,,,,,
16,2067,2996663.106,SSP5,24246.59948,24246599.48,24.24659948,123591.0672,European Free Trade Association,,,,,
16,2087,2349283.796,SSP2,19033.74776,19033747.76,19.03374776,123427.2843,European Free Trade Association,,,,,
8,2091,10467053.36,SSP5,85007.2342,85007234.2,85.0072342,123131.3247,Canada,,,,,
1,2016,11399171.56,SSP4,326651.0439,326651043.9,326.6510439,34897.09208,USA,,,,,
19,2084,13964624.37,SSP5,113451.9645,113451964.5,113.4519645,123088.4315,Japan,,,,,
6,2099,4884129.696,SSP4,39803.94159,39803941.59,39.80394159,122704.6745,Australia_NZ,,,,,
16,2078,1974561.409,SSP4,16118.05545,16118055.45,16.11805545,122506.1804,European Free Trade Association,,,,,
16,2086,2364979.466,SSP1,19339.12244,19339122.44,19.33912244,122289.906,European Free Trade Association,,,,,
16,2086,2319660.255,SSP2,19029.8755,19029875.5,19.0298755,121895.7136,European Free Trade Association,,,,,
6,2080,8366588.639,SSP5,68827.87581,68827875.81,68.82787581,121558.1411,Australia_NZ,,,,,
16,2066,2919218.046,SSP5,24051.71481,24051714.81,24.05171481,121372.5536,European Free Trade Association,,,,,
13,2096,76898477.89,SSP5,634056.0831,634056083.1,634.0560831,121280.2462,EU-15,,,,,
1,2016,11402462.76,SSP2,326921.8383,326921838.3,326.9218383,34878.25354,USA,,,,,
6,2098,4849226.883,SSP4,40033.41152,40033411.52,40.03341152,121129.4941,Australia_NZ,,,,,
16,2077,1955325.131,SSP4,16158.69793,16158697.93,16.15869793,121007.5923,European Free Trade Association,,,,,
8,2090,10239496.71,SSP5,84673.03903,84673039.03,84.67303903,120929.8358,Canada,,,,,
16,2085,2341698.638,SSP1,19369.9504,19369950.4,19.3699504,120893.3729,European Free Trade Association,,,,,
19,2083,13759860.88,SSP5,113898.5181,113898518.1,113.8985181,120808.0764,Japan,,,,,
16,2085,2290036.713,SSP2,19026.00325,19026003.25,19.02600325,120363.5195,European Free Trade Association,,,,,
6,2097,4814324.07,SSP4,40262.88145,40262881.45,40.26288145,119572.2685,Australia_NZ,,,,,
16,2084,2317153.395,SSP1,19381.10533,19381105.33,19.38110533,119557.3398,European Free Trade Association,,,,,
6,2079,8168056.995,SSP5,68332.09305,68332093.05,68.33209305,119534.711,Australia_NZ,,,,,
16,2076,1936088.853,SSP4,16199.34041,16199340.41,16.19934041,119516.5237,European Free Trade Association,,,,,
1,2016,11361587.04,SSP3,326006.1312,326006131.2,326.0061312,34850.83853,USA,,,,,
16,2065,2841772.986,SSP5,23856.83015,23856830.15,23.85683015,119117.7943,European Free Trade Association,,,,,
8,2089,10026621.81,SSP5,84249.02656,84249026.56,84.24902656,119011.723,Canada,,,,,
13,2095,75264160.07,SSP5,632748.1256,632748125.6,632.7481256,118948.0569,EU-15,,,,,
16,2084,2260136.723,SSP2,19007.2709,19007270.9,19.0072709,118909.0604,European Free Trade Association,,,,,
19,2082,13555097.39,SSP5,114345.0718,114345071.8,114.3450718,118545.5322,Japan,,,,,
16,2083,2292608.153,SSP1,19392.26025,19392260.25,19.39226025,118222.8437,European Free Trade Association,,,,,
16,2075,1916852.575,SSP4,16239.98289,16239982.89,16.23998289,118032.9184,European Free Trade Association,,,,,
6,2096,4779421.257,SSP4,40492.35138,40492351.38,40.49235138,118032.6925,Australia_NZ,,,,,
6,2078,7969525.35,SSP5,67836.3103,67836310.3,67.8363103,117481.7043,Australia_NZ,,,,,
16,2083,2230236.733,SSP2,18988.53856,18988538.56,18.98853856,117451.7316,European Free Trade Association,,,,,
1,2017,11849356.64,SSP5,331329.2709,331329270.9,331.3292709,35763.08429,USA,,,,,
16,2064,2772732.163,SSP5,23642.9229,23642922.9,23.6429229,117275.3544,European Free Trade Association,,,,,
8,2088,9813746.914,SSP5,83825.01408,83825014.08,83.82501408,117074.2054,Canada,,,,,
16,2082,2268062.91,SSP1,19403.41517,19403415.17,19.40341517,116889.882,European Free Trade Association,,,,,
13,2094,73761837.11,SSP5,631209.1399,631209139.9,631.2091399,116857.9991,EU-15,,,,,
16,2074,1896832.508,SSP4,16267.63087,16267630.87,16.26763087,116601.6442,European Free Trade Association,,,,,
6,2095,4744518.444,SSP4,40721.82131,40721821.31,40.72182131,116510.4677,Australia_NZ,,,,,
19,2081,13350333.9,SSP5,114791.6254,114791625.4,114.7916254,116300.5912,Japan,,,,,
16,2082,2200336.743,SSP2,18969.80621,18969806.21,18.96980621,115991.5246,European Free Trade Association,,,,,
1,2017,11774240.06,SSP1,329701.2848,329701284.8,329.7012848,35711.84162,USA,,,,,
19,2100,6808374.448,SSP4,58872.13367,58872133.67,58.87213367,115646.8098,Japan,,,,,
16,2081,2243517.668,SSP1,19414.5701,19414570.1,19.4145701,115558.452,European Free Trade Association,,,,,
16,2063,2703691.339,SSP5,23429.01565,23429015.65,23.42901565,115399.2715,European Free Trade Association,,,,,
6,2077,7770993.706,SSP5,67340.52754,67340527.54,67.34052754,115398.4679,Australia_NZ,,,,,
16,2073,1876812.44,SSP4,16295.27886,16295278.86,16.29527886,115175.2269,European Free Trade Association,,,,,
8,2087,9600872.015,SSP5,83401.00161,83401001.61,83.40100161,115116.987,Canada,,,,,
6,2094,4705137.704,SSP4,40902.64733,40902647.33,40.90264733,115032.596,Australia_NZ,,,,,
13,2093,72259514.16,SSP5,629670.1543,629670154.3,629.6701543,114757.7246,EU-15,,,,,
16,2081,2170436.753,SSP2,18951.07386,18951073.86,18.95107386,114528.4309,European Free Trade Association,,,,,
16,2080,2218972.425,SSP1,19425.72502,19425725.02,19.42572502,114228.5512,European Free Trade Association,,,,,
1,2017,11736768.51,SSP4,328937.3018,328937301.8,328.9373018,35680.8682,USA,,,,,
19,2080,13145570.41,SSP5,115238.1791,115238179.1,115.2381791,114073.0487,Japan,,,,,
19,2099,6817185.01,SSP4,59771.16177,59771161.77,59.77116177,114054.7516,Japan,,,,,
16,2072,1856792.372,SSP4,16322.92684,16322926.84,16.32292684,113753.6418,European Free Trade Association,,,,,
6,2093,4665756.964,SSP4,41083.47336,41083473.36,41.08347336,113567.7337,Australia_NZ,,,,,
16,2062,2634650.515,SSP5,23215.1084,23215108.4,23.2151084,113488.6157,European Free Trade Association,,,,,
6,2076,7572462.062,SSP5,66844.74479,66844744.79,66.84474479,113284.329,Australia_NZ,,,,,
8,2086,9387997.117,SSP5,82976.98913,82976989.13,82.97698913,113139.7658,Canada,,,,,
16,2080,2140536.763,SSP2,18932.34152,18932341.52,18.93234152,113062.4419,European Free Trade Association,,,,,
16,2079,2193214.707,SSP1,19415.55335,19415553.35,19.41555335,112961.7409,European Free Trade Association,,,,,
13,2092,70757191.21,SSP5,628131.1686,628131168.6,628.1311686,112647.1583,EU-15,,,,,
19,2098,6825995.572,SSP4,60670.18988,60670189.88,60.67018988,112509.8765,Japan,,,,,
1,2017,11743350.92,SSP2,329478.8905,329478890.5,329.4788905,35642.19517,USA,,,,,
16,2071,1836772.304,SSP4,16350.57482,16350574.82,16.35057482,112336.8643,European Free Trade Association,,,,,
6,2092,4626376.224,SSP4,41264.29939,41264299.39,41.26429939,112115.71,Australia_NZ,,,,,
19,2079,12948622.11,SSP5,115644.2096,115644209.6,115.6442096,111969.4808,Japan,,,,,
16,2078,2167456.988,SSP1,19405.38169,19405381.69,19.40538169,111693.6025,European Free Trade Association,,,,,
16,2079,2110765.168,SSP2,18902.99939,18902999.39,18.90299939,111662.9761,European Free Trade Association,,,,,
16,2061,2565609.692,SSP5,23001.20115,23001201.15,23.00120115,111542.4223,European Free Trade Association,,,,,
6,2100,5298755.555,SSP1,47506.81239,47506812.39,47.50681239,111536.7521,Australia_NZ,,,,,
8,2085,9175122.218,SSP5,82552.97666,82552976.66,82.55297666,111142.2336,Canada,,,,,
6,2075,7373930.418,SSP5,66348.96203,66348962.03,66.34896203,111138.595,Australia_NZ,,,,,
19,2097,6834806.134,SSP4,61569.21798,61569217.98,61.56921798,111010.1177,Japan,,,,,
16,2070,1816752.237,SSP4,16378.2228,16378222.8,16.3782228,110924.8701,European Free Trade Association,,,,,
1,2017,11661599.47,SSP3,327647.4764,327647476.4,327.6474764,35591.90994,USA,,,,,
6,2091,4586995.484,SSP4,41445.12541,41445125.41,41.44512541,110676.3567,Australia_NZ,,,,,
13,2091,69254868.25,SSP5,626592.183,626592183,626.592183,110526.2244,EU-15,,,,,
16,2077,2141699.27,SSP1,19395.21002,19395210.02,19.39521002,110424.134,European Free Trade Association,,,,,
16,2078,2080993.574,SSP2,18873.65726,18873657.26,18.87365726,110259.1589,European Free Trade Association,,,,,
6,2099,5255330.58,SSP1,47669.2396,47669239.6,47.6692396,110245.7397,Australia_NZ,,,,,
19,2078,12751673.82,SSP5,116050.2402,116050240.2,116.0502402,109880.6327,Japan,,,,,
16,2060,2496568.868,SSP5,22787.2939,22787293.9,22.7872939,109559.6906,European Free Trade Association,,,,,
19,2096,6843616.697,SSP4,62468.24608,62468246.08,62.46824608,109553.5272,Japan,,,,,
16,2069,1795386.355,SSP4,16393.07077,16393070.77,16.39307077,109521.052,European Free Trade Association,,,,,
8,2084,8974251.134,SSP5,82028.56497,82028564.97,82.02856497,109403.9758,Canada,,,,,
6,2074,7188075.783,SSP5,65786.95342,65786953.42,65.78695342,109262.9376,Australia_NZ,,,,,
6,2090,4547614.744,SSP4,41625.95144,41625951.44,41.62595144,109249.5087,Australia_NZ,,,,,
16,2076,2115941.552,SSP1,19385.03836,19385038.36,19.38503836,109153.3333,European Free Trade Association,,,,,
1,2018,12243247.66,SSP5,334811.5133,334811513.3,334.8115133,36567.58258,USA,,,,,
6,2098,5211905.605,SSP1,47831.66681,47831666.81,47.83166681,108963.4954,Australia_NZ,,,,,
16,2077,2051221.979,SSP2,18844.31513,18844315.13,18.84431513,108850.9699,European Free Trade Association,,,,,
13,2090,67752545.3,SSP5,625053.1973,625053197.3,625.0531973,108394.8464,EU-15,,,,,
19,2095,6852427.259,SSP4,63367.27418,63367274.18,63.36727418,108138.2677,Japan,,,,,
16,2068,1774020.474,SSP4,16407.91873,16407918.73,16.40791873,108119.7745,European Free Trade Association,,,,,
16,2059,2435443.226,SSP5,22556.68408,22556684.08,22.55668408,107969.9134,European Free Trade Association,,,,,
6,2089,4505269.503,SSP4,41750.94025,41750940.25,41.75094025,107908.2166,Australia_NZ,,,,,
16,2075,2090183.834,SSP1,19374.86669,19374866.69,19.37486669,107881.1982,European Free Trade Association,,,,,
19,2077,12554725.52,SSP5,116456.2707,116456270.7,116.4562707,107806.3503,Japan,,,,,
6,2097,5168480.63,SSP1,47994.09402,47994094.02,47.99409402,107689.9301,Australia_NZ,,,,,
8,2083,8773380.049,SSP5,81504.15327,81504153.27,81.50415327,107643.3494,Canada,,,,,
1,2018,12130572.79,SSP1,332369.5342,332369534.2,332.3695342,36497.24643,USA,,,,,
16,2076,2021450.385,SSP2,18814.973,18814973,18.814973,107438.3888,European Free Trade Association,,,,,
6,2073,7002221.149,SSP5,65224.9448,65224944.8,65.2249448,107354.9571,Australia_NZ,,,,,
16,2067,1752654.593,SSP4,16422.7667,16422766.7,16.4227667,106721.0309,European Free Trade Association,,,,,
16,2074,2063968.362,SSP1,19344.72646,19344726.46,19.34472646,106694.1094,European Free Trade Association,,,,,
19,2094,6855083.75,SSP4,64293.20984,64293209.84,64.29320984,106622.2042,Japan,,,,,
6,2088,4462924.263,SSP4,41875.92907,41875929.07,41.87592907,106574.9313,Australia_NZ,,,,,
13,2089,66364204.79,SSP5,623220.092,623220092,623.220092,106485.9841,EU-15,,,,,
6,2096,5125055.655,SSP1,48156.52123,48156521.23,48.15652123,106424.956,Australia_NZ,,,,,
16,2058,2374317.584,SSP5,22326.07425,22326074.25,22.32607425,106347.2941,European Free Trade Association,,,,,
16,2075,1991678.79,SSP2,18785.63087,18785630.87,18.78563087,106021.395,European Free Trade Association,,,,,
1,2018,12074365.46,SSP4,331223.5596,331223559.6,331.2235596,36453.82434,USA,,,,,
8,2082,8572508.965,SSP5,80979.74158,80979741.58,80.97974158,105859.92,Canada,,,,,
19,2076,12357777.22,SSP5,116862.3013,116862301.3,116.8623013,105746.4819,Japan,,,,,
16,2073,2037752.889,SSP1,19314.58623,19314586.23,19.31458623,105503.3157,European Free Trade Association,,,,,
6,2072,6816366.514,SSP5,64662.93619,64662936.19,64.66293619,105413.8107,Australia_NZ,,,,,
16,2100,1110920.378,SSP3,10541.14037,10541140.37,10.54114037,105389.0129,European Free Trade Association,,,,,
16,2066,1731288.711,SSP4,16437.61467,16437614.67,16.43761467,105324.8142,European Free Trade Association,,,,,
6,2087,4420579.022,SSP4,42000.91788,42000917.88,42.00091788,105249.5813,Australia_NZ,,,,,
6,2095,5081630.681,SSP1,48318.94844,48318948.44,48.31894844,105168.4866,Australia_NZ,,,,,
19,2093,6857740.242,SSP4,65219.14549,65219145.49,65.21914549,105149.1888,Japan,,,,,
16,2057,2313191.942,SSP5,22095.46443,22095464.43,22.09546443,104690.8043,European Free Trade Association,,,,,
16,2074,1962574.056,SSP2,18746.75608,18746756.08,18.74675608,104688.7285,European Free Trade Association,,,,,
16,2099,1112464.484,SSP3,10636.5749,10636574.9,10.6365749,104588.6007,European Free Trade Association,,,,,
13,2088,64975864.27,SSP5,621386.9867,621386986.7,621.3869867,104565.8594,EU-15,,,,,
1,2018,12084239.08,SSP2,332035.9428,332035942.8,332.0359428,36394.37037,USA,,,,,
16,2072,2011537.417,SSP1,19284.446,19284446,19.284446,104308.7998,European Free Trade Association,,,,,
8,2081,8371637.88,SSP5,80455.32989,80455329.89,80.45532989,104053.2416,Canada,,,,,
6,2094,5035518.567,SSP1,48437.91273,48437912.73,48.43791273,103958.2072,Australia_NZ,,,,,
