"year","sce","state","total_pop"
2011,"SSP2","IA",3072813.27937098
2011,"SSP2","ID",1593409.03030201
2011,"SSP2","IL",12855512.0103799
2011,"SSP2","IN",6534809.42033648
2011,"SSP2","KS",2878659.76458448
2011,"SSP2","KY",4374805.0570796
2011,"SSP2","LA",4553453.29619927
2011,"SSP2","MA",6581577.91950663
2011,"SSP2","MD",5815203.73082976
2011,"SSP2","ME",1332797.57484754
2011,"SSP2","MI",9913333.02962882
2011,"SSP2","MN",5345934.15524622
2011,"SSP2","MO",6042814.16266701
2011,"SSP2","MS",2985815.69387142
2011,"SSP2","MT",998607.86737572
2011,"SSP2","NC",9659866.31149772
2011,"SSP2","ND",683749.244304045
2011,"SSP2","NE",1841994.55924092
2011,"SSP2","NH",1324599.01476399
2011,"SSP2","NJ",8790106.33927205
2011,"SSP2","NM",2077275.82842371
2011,"SSP2","NV",2741620.31023591
2011,"SSP2","NY",19416151.5945592
2011,"SSP2","OH",11568663.4433983
2011,"SSP2","OK",3791736.29681473
2011,"SSP2","OR",3882628.27227517
2011,"SSP2","PA",12748684.223516
2011,"SSP2","RI",1055594.38234295
2011,"SSP2","SC",4689605.79797667
2011,"SSP2","SD",822285.15226371
2011,"SSP2","TN",6408195.79344923
2011,"SSP2","TX",25487356.4465733
2011,"SSP2","UT",2821915.84010967
2011,"SSP2","VA",8105921.17474109
2011,"SSP2","VT",626074.298735972
2011,"SSP2","WA",6817324.79167482
2011,"SSP2","WI",5715624.07992656
2011,"SSP2","WV",1856156.81744824
2011,"SSP2","WY",569165.291814754
2011,"SSP3","AK",690691.322567144
2011,"SSP3","AL",4819042.98220665
2011,"SSP3","AR",2941458.30662322
2011,"SSP3","AZ",6480184.80538697
2011,"SSP3","CA",37501055.7092966
2011,"SSP3","CO",5108234.44740151
2011,"SSP3","CT",3589411.50279563
2011,"SSP3","DC",607694.995937809
2011,"SSP3","DE",911988.883273726
2011,"SSP3","FL",18937065.0555428
2011,"SSP3","GA",9805409.08666842
2011,"SSP3","HI",1369098.09361197
2011,"SSP3","IA",3072463.7127817
2011,"SSP3","ID",1593278.78936427
2011,"SSP3","IL",12854304.9579718
2011,"SSP3","IN",6534195.06580774
2011,"SSP3","KS",2878362.80275324
2011,"SSP3","KY",4374429.30957543
2011,"SSP3","LA",4553077.19225601
2011,"SSP3","MA",6580897.48510148
2011,"SSP3","MD",5814693.40401939
2011,"SSP3","ME",1332640.90467507
2011,"SSP3","MI",9912359.11086961
2011,"SSP3","MN",5345465.26995934
2011,"SSP3","MO",6042212.03196793
2011,"SSP3","MS",2985538.56330812
2011,"SSP3","MT",998514.182696381
2011,"SSP3","NC",9658810.2864771
2011,"SSP3","ND",683677.773359238
2011,"SSP3","NE",1841807.49363198
2011,"SSP3","NH",1324487.76290437
2011,"SSP3","NJ",8789258.92898563
2011,"SSP3","NM",2077129.71334444
2011,"SSP3","NV",2741433.74499846
2011,"SSP3","NY",19414409.6643406
2011,"SSP3","OH",11567408.2406903
2011,"SSP3","OK",3791381.44985775
2011,"SSP3","OR",3882292.29004532
2011,"SSP3","PA",12747252.8566583
2011,"SSP3","RI",1055480.19664897
2011,"SSP3","SC",4689167.74923843
2011,"SSP3","SD",822203.8192177
2011,"SSP3","TN",6407595.10182652
2011,"SSP3","TX",25485538.1531424
2011,"SSP3","UT",2821763.29620124
2011,"SSP3","VA",8105193.75968397
2011,"SSP3","VT",626015.288538777
2011,"SSP3","WA",6816749.18704758
2011,"SSP3","WI",5715089.6446805
2011,"SSP3","WV",1855961.96568111
2011,"SSP3","WY",569124.541224681
2011,"SSP5","AK",690745.970689443
2011,"SSP5","AL",4819910.3200239
2011,"SSP5","AR",2942046.39976655
2011,"SSP5","AZ",6481092.09141959
2011,"SSP5","CA",37506103.5190746
2011,"SSP5","CO",5108864.51569048
2011,"SSP5","CT",3590051.22518094
2011,"SSP5","DC",607770.249091031
2011,"SSP5","DE",912128.48546838
2011,"SSP5","FL",18940559.5529773
2011,"SSP5","GA",9806884.74155854
2011,"SSP5","HI",1369287.97558636
2011,"SSP5","IA",3073110.6330027
2011,"SSP5","ID",1593520.63553873
2011,"SSP5","IL",12856594.4543713
2011,"SSP5","IN",6535334.10317542
2011,"SSP5","KS",2878904.5596718
2011,"SSP5","KY",4375117.11187962
2011,"SSP5","LA",4553777.45904508
2011,"SSP5","MA",6582186.89983488
2011,"SSP5","MD",5815663.11892995
2011,"SSP5","ME",1332926.37587363
2011,"SSP5","MI",9914137.49269296
2011,"SSP5","MN",5346332.09100458
2011,"SSP5","MO",6043312.20840741
2011,"SSP5","MS",2986042.9408171
2011,"SSP5","MT",998688.640001243
2011,"SSP5","NC",9660759.2461461
2011,"SSP5","ND",683808.82874696
2011,"SSP5","NE",1842154.2848405
2011,"SSP5","NH",1324699.87574553
2011,"SSP5","NJ",8790866.145502
2011,"SSP5","NM",2077409.49955948
2011,"SSP5","NV",2741788.79215172
2011,"SSP5","NY",19417722.8011091
2011,"SSP5","OH",11569730.8653766
2011,"SSP5","OK",3792030.2262147
2011,"SSP5","OR",3882933.01212029
2011,"SSP5","PA",12749971.7018871
2011,"SSP5","RI",1055689.16603862
2011,"SSP5","SC",4689979.81145468
2011,"SSP5","SD",822358.242171537
2011,"SSP5","TN",6408709.28149867
2011,"SSP5","TX",25488909.3948052
2011,"SSP5","UT",2822047.68545174
2011,"SSP5","VA",8106570.02602305
2011,"SSP5","VT",626125.709393286
2011,"SSP5","WA",6817841.97095601
2011,"SSP5","WI",5716091.40390684
2011,"SSP5","WV",1856332.99449451
2011,"SSP5","WY",569199.325325329
2012,"SSP2","AK",674001.236440192
2012,"SSP2","AL",4854885.90560516
2012,"SSP2","AR",2965613.02879066
2012,"SSP2","AZ",6571090.16213881
2012,"SSP2","CA",37759364.261154
2012,"SSP2","CO",5187871.87814938
2012,"SSP2","CT",3596366.71168533
2012,"SSP2","DC",613202.240472094
2012,"SSP2","DE",924512.712400785
2012,"SSP2","FL",19076929.6249707
2012,"SSP2","GA",9919280.84642929
2012,"SSP2","HI",1382589.24065559
2012,"SSP2","IA",3096304.28696606
2012,"SSP2","ID",1617404.54499075
2012,"SSP2","IL",12882966.6715316
2012,"SSP2","IN",6581213.37736559
2012,"SSP2","KS",2906984.89222073
2012,"SSP2","KY",4410314.80579349
2012,"SSP2","LA",4576399.82129406
2012,"SSP2","MA",6615520.93198759
2012,"SSP2","MD",5858417.83573784
2012,"SSP2","ME",1335174.46830411
2012,"SSP2","MI",9934137.45050476
2012,"SSP2","MN",5383195.17004882
2012,"SSP2","MO",6092842.66422397
2012,"SSP2","MS",3002611.89549753
2012,"SSP2","MT",1006483.60244229
2012,"SSP2","NC",9779394.5402835
2012,"SSP2","ND",694886.387599939
2012,"SSP2","NE",1860169.23964452
2012,"SSP2","NH",1333420.42468634
2012,"SSP2","NJ",8788300.02556223
2012,"SSP2","NM",2097099.46923617
2012,"SSP2","NV",2778652.09864756
2012,"SSP2","NY",19451011.5957994
2012,"SSP2","OH",11610962.2997018
2012,"SSP2","OK",3825718.01885978
2012,"SSP2","OR",3926819.47813362
2012,"SSP2","PA",12806068.317519
2012,"SSP2","RI",1060947.90803157
2012,"SSP2","SC",4752571.32781215
2012,"SSP2","SD",828621.359654697
2012,"SSP2","TN",6462896.2815201
2012,"SSP2","TX",25833329.8694201
2012,"SSP2","UT",2878576.19855463
2012,"SSP2","VA",8201206.19723227
2012,"SSP2","VT",627620.647633056
2012,"SSP2","WA",6903088.1945179
2012,"SSP2","WI",5744962.70364433
2012,"SSP2","WV",1855887.5390448
2012,"SSP2","WY",572699.934023769
2012,"SSP3","AK",674099.634087018
2012,"SSP3","AL",4853928.61180651
2012,"SSP3","AR",2964973.45494213
2012,"SSP3","AZ",6569999.16175328
2012,"SSP3","CA",37754743.1892092
2012,"SSP3","CO",5187097.64704842
2012,"SSP3","CT",3595786.71247249
2012,"SSP3","DC",613155.7884581
2012,"SSP3","DE",924343.962959026
2012,"SSP3","FL",19073139.0774617
2012,"SSP3","GA",9917653.7360878
2012,"SSP3","HI",1382416.23397522
2012,"SSP3","IA",3095629.38578242
2012,"SSP3","ID",1617127.49474307
2012,"SSP3","IL",12881027.2669162
2012,"SSP3","IN",6580064.5726791
2012,"SSP3","KS",2906421.37456488
2012,"SSP3","KY",4409521.60304015
2012,"SSP3","LA",4575725.61480411
2012,"SSP3","MA",6614309.11477748
2012,"SSP3","MD",5857481.40473452
2012,"SSP3","ME",1334883.04846491
2012,"SSP3","MI",9932499.46360297
2012,"SSP3","MN",5382355.90584667
2012,"SSP3","MO",6091668.85026379
2012,"SSP3","MS",3002088.1129391
2012,"SSP3","MT",1006288.44458276
2012,"SSP3","NC",9777222.04170196
2012,"SSP3","ND",694720.299966514
2012,"SSP3","NE",1859819.10367047
2012,"SSP3","NH",1333205.17376174
2012,"SSP3","NJ",8787005.63187739
2012,"SSP3","NM",2096821.11363818
2012,"SSP3","NV",2778222.3544395
2012,"SSP3","NY",19448270.4934779
2012,"SSP3","OH",11608679.7371317
2012,"SSP3","OK",3824976.02828204
2012,"SSP3","OR",3926079.05374761
2012,"SSP3","PA",12803358.3995886
2012,"SSP3","RI",1060737.20091489
2012,"SSP3","SC",4751586.68415824
2012,"SSP3","SD",828465.637022206
2012,"SSP3","TN",6461670.12092157
2012,"SSP3","TX",25829438.8165734
2012,"SSP3","UT",2878235.36725336
2012,"SSP3","VA",8199769.36617053
2012,"SSP3","VT",627507.791804131
2012,"SSP3","WA",6901883.93337032
2012,"SSP3","WI",5743958.79758083
2012,"SSP3","WV",1855513.32224367
2012,"SSP3","WY",572625.832143403
2012,"SSP5","AK",672937.528481474
2012,"SSP5","AL",4855978.68233428
2012,"SSP5","AR",2966436.21088137
2012,"SSP5","AZ",6573123.36666685
2012,"SSP5","CA",37760769.3285726
2012,"SSP5","CO",5189436.81927214
2012,"SSP5","CT",3596530.93440752
2012,"SSP5","DC",613046.516021988
2012,"SSP5","DE",924840.518124136
2012,"SSP5","FL",19081918.2416378
2012,"SSP5","GA",9921478.87648346
2012,"SSP5","HI",1382614.70982557
2012,"SSP5","IA",3097033.98672846
2012,"SSP5","ID",1617829.7066854
2012,"SSP5","IL",12882716.809309
2012,"SSP5","IN",6582121.85088944
2012,"SSP5","KS",2907493.13256981
2012,"SSP5","KY",4411389.5360582
2012,"SSP5","LA",4576693.30021544
2012,"SSP5","MA",6616266.60958215
2012,"SSP5","MD",5859106.43614858
2012,"SSP5","ME",1335395.85028933
2012,"SSP5","MI",9934134.16002668
2012,"SSP5","MN",5383607.63670606
2012,"SSP5","MO",6093997.00651247
2012,"SSP5","MS",3003001.37486106
2012,"SSP5","MT",1006754.31232214
2012,"SSP5","NC",9782697.98133218
2012,"SSP5","ND",695218.525306342
2012,"SSP5","NE",1860474.76847822
2012,"SSP5","NH",1333633.96674885
2012,"SSP5","NJ",8787619.00162094
2012,"SSP5","NM",2097318.74618671
2012,"SSP5","NV",2779472.02715968
2012,"SSP5","NY",19450087.6524741
2012,"SSP5","OH",11612482.0967413
2012,"SSP5","OK",3826731.22386539
2012,"SSP5","OR",3928092.57244136
2012,"SSP5","PA",12808590.613311
2012,"SSP5","RI",1061088.76442456
2012,"SSP5","SC",4754386.40151186
2012,"SSP5","SD",828773.506137285
2012,"SSP5","TN",6464475.13114311
2012,"SSP5","TX",25839454.4375003
2012,"SSP5","UT",2879158.75971606
2012,"SSP5","VA",8202976.11760322
2012,"SSP5","VT",627717.709395171
2012,"SSP5","WA",6904907.95388765
2012,"SSP5","WI",5745757.20372531
2012,"SSP5","WV",1856231.24858491
2012,"SSP5","WY",572729.777860162
2013,"SSP2","AK",658509.161823874
2013,"SSP2","AL",4889754.86913857
2013,"SSP2","AR",2989352.2587879
2013,"SSP2","AZ",6660275.51505918
2013,"SSP2","CA",38009531.4854419
2013,"SSP2","CO",5265949.60747913
2013,"SSP2","CT",3602586.33710306
2013,"SSP2","DC",618545.599855355
2013,"SSP2","DE",936750.810051732
2013,"SSP2","FL",19212193.971177
2013,"SSP2","GA",10030437.6900586
2013,"SSP2","HI",1395522.04572353
2013,"SSP2","IA",3119665.28533794
2013,"SSP2","ID",1641113.70561282
2013,"SSP2","IL",12909409.7787481
2013,"SSP2","IN",6626884.93427949
2013,"SSP2","KS",2934999.67377913
2013,"SSP2","KY",4445187.8890758
2013,"SSP2","LA",4598874.0652221
2013,"SSP2","MA",6648645.20732563
2013,"SSP2","MD",5900944.57669994
2013,"SSP2","ME",1337428.34497653
2013,"SSP2","MI",9953872.87810825
2013,"SSP2","MN",5419784.98693602
2013,"SSP2","MO",6142070.81416038
2013,"SSP2","MS",3019117.52916608
2013,"SSP2","MT",1014296.37509571
2013,"SSP2","NC",9898400.89284985
2013,"SSP2","ND",705912.202040353
2013,"SSP2","NE",1878239.75144308
2013,"SSP2","NH",1341994.71426954
2013,"SSP2","NJ",8785457.22863553
2013,"SSP2","NM",2116607.40803665
2013,"SSP2","NV",2814937.71565747
2013,"SSP2","NY",19483421.0679899
2013,"SSP2","OH",11652709.7031055
2013,"SSP2","OK",3859342.52516831
2013,"SSP2","OR",3970688.1986785
2013,"SSP2","PA",12862483.9973205
2013,"SSP2","RI",1066230.05463921
2013,"SSP2","SC",4814974.60299627
2013,"SSP2","SD",834903.928323867
2013,"SSP2","TN",6516962.80494008
2013,"SSP2","TX",26174947.9078872
2013,"SSP2","UT",2934687.88783233
2013,"SSP2","VA",8294607.33282673
2013,"SSP2","VT",629085.015058299
2013,"SSP2","WA",6987815.08539129
2013,"SSP2","WI",5773646.42992902
2013,"SSP2","WV",1855673.64025809
2013,"SSP2","WY",576164.187837031
2013,"SSP3","AK",658828.166057713
2013,"SSP3","AL",4887850.21199514
2013,"SSP3","AR",2988057.78309996
2013,"SSP3","AZ",6657863.83333648
2013,"SSP3","CA",38000517.3329349
2013,"SSP3","CO",5264230.8601321
2013,"SSP3","CT",3601482.036964
2013,"SSP3","DC",618480.100789966
2013,"SSP3","DE",936382.76300996
2013,"SSP3","FL",19204233.4282621
2013,"SSP3","GA",10027089.3685329
2013,"SSP3","HI",1395183.37607179
2013,"SSP3","IA",3118316.72277566
2013,"SSP3","ID",1640530.69016754
2013,"SSP3","IL",12905889.2876179
2013,"SSP3","IN",6624614.65328709
2013,"SSP3","KS",2933900.37797406
2013,"SSP3","KY",4443561.71521824
2013,"SSP3","LA",4597572.54745893
2013,"SSP3","MA",6646314.17191256
2013,"SSP3","MD",5899103.35760241
2013,"SSP3","ME",1336862.84051165
2013,"SSP3","MI",9950886.93280738
2013,"SSP3","MN",5418163.22853948
2013,"SSP3","MO",6139759.82481592
2013,"SSP3","MS",3018109.23581075
2013,"SSP3","MT",1013887.62597375
2013,"SSP3","NC",9893954.9867396
2013,"SSP3","ND",705565.635683891
2013,"SSP3","NE",1877547.08594326
2013,"SSP3","NH",1341554.63620458
2013,"SSP3","NJ",8783139.54810352
2013,"SSP3","NM",2116043.75894909
2013,"SSP3","NV",2813996.60743901
2013,"SSP3","NY",19478493.7676834
2013,"SSP3","OH",11648267.57741
2013,"SSP3","OK",3857830.27558177
2013,"SSP3","OR",3969098.77385738
2013,"SSP3","PA",12857092.6465188
2013,"SSP3","RI",1065824.63236121
2013,"SSP3","SC",4812872.21599359
2013,"SSP3","SD",834591.774626589
2013,"SSP3","TN",6514447.19829561
2013,"SSP3","TX",26166721.6716221
2013,"SSP3","UT",2933968.83427481
2013,"SSP3","VA",8291696.41959405
2013,"SSP3","VT",628863.576532546
2013,"SSP3","WA",6985295.48179996
2013,"SSP3","WI",5771662.11677002
2013,"SSP3","WV",1854926.41197092
2013,"SSP3","WY",576020.10984252
2013,"SSP5","AK",655500.549086999
2013,"SSP5","AL",4892237.51042419
2013,"SSP5","AR",2991278.31897421
2013,"SSP5","AZ",6665455.99498925
2013,"SSP5","CA",38008985.4806588
2013,"SSP5","CO",5269979.5314192
2013,"SSP5","CT",3602461.76656062
2013,"SSP5","DC",618026.23224406
2013,"SSP5","DE",937581.469557091
2013,"SSP5","FL",19223791.084928
2013,"SSP5","GA",10035628.2860521
2013,"SSP5","HI",1395417.65979571
2013,"SSP5","IA",3121229.79162624
2013,"SSP5","ID",1642150.32871447
2013,"SSP5","IL",12906482.162471
2013,"SSP5","IN",6628526.8627529
2013,"SSP5","KS",2936022.04872984
2013,"SSP5","KY",4447783.95139654
2013,"SSP5","LA",4599131.36227884
2013,"SSP5","MA",6649609.25446298
2013,"SSP5","MD",5902057.67389316
2013,"SSP5","ME",1337843.14015596
2013,"SSP5","MI",9952261.50382066
2013,"SSP5","MN",5420273.61153915
2013,"SSP5","MO",6144548.0314045
2013,"SSP5","MS",3019823.05804519
2013,"SSP5","MT",1014948.55289736
2013,"SSP5","NC",9906392.04073683
2013,"SSP5","ND",706756.970058719
2013,"SSP5","NE",1878832.83005642
2013,"SSP5","NH",1342410.65404264
2013,"SSP5","NJ",8781915.48511133
2013,"SSP5","NM",2116994.31741423
2013,"SSP5","NV",2817032.91807844
2013,"SSP5","NY",19477531.2622953
2013,"SSP5","OH",11655115.3663597
2013,"SSP5","OK",3861786.93521055
2013,"SSP5","OR",3973874.96034617
2013,"SSP5","PA",12867271.3805561
2013,"SSP5","RI",1066449.66299023
2013,"SSP5","SC",4819654.79152047
2013,"SSP5","SD",835208.485612867
2013,"SSP5","TN",6520688.37920771
2013,"SSP5","TX",26190157.3345363
2013,"SSP5","UT",2936129.78883175
2013,"SSP5","VA",8298469.88547158
2013,"SSP5","VT",629260.651005029
2013,"SSP5","WA",6992191.96438503
2013,"SSP5","WI",5775025.98393469
2013,"SSP5","WV",1856341.70576998
2013,"SSP5","WY",576196.836971679
2014,"SSP2","AK",644026.499512533
2014,"SSP2","AL",4923642.64594918
2014,"SSP2","AR",3012753.15545323
2014,"SSP2","AZ",6747607.58184457
2014,"SSP2","CA",38250747.3160771
2014,"SSP2","CO",5342293.29862674
2014,"SSP2","CT",3608214.78661091
2014,"SSP2","DC",623763.773234588
2014,"SSP2","DE",948691.49508222
2014,"SSP2","FL",19343330.1277371
2014,"SSP2","GA",10138663.2868764
2014,"SSP2","HI",1407872.4957457
2014,"SSP2","IA",3142712.01864285
2014,"SSP2","ID",1664337.20697691
2014,"SSP2","IL",12933723.2714588
2014,"SSP2","IN",6671211.06475769
2014,"SSP2","KS",2962400.24365868
2014,"SSP2","KY",4479032.47148757
2014,"SSP2","LA",4620406.24338426
2014,"SSP2","MA",6680338.35238085
2014,"SSP2","MD",5942138.72803225
2014,"SSP2","ME",1339475.6540669
2014,"SSP2","MI",9971792.1872633
2014,"SSP2","MN",5455205.64083984
2014,"SSP2","MO",6189937.2478129
2014,"SSP2","MS",3035103.00164148
2014,"SSP2","MT",1021881.43971936
2014,"SSP2","NC",10015574.6326645
2014,"SSP2","ND",716768.953672365
2014,"SSP2","NE",1895978.60868135
2014,"SSP2","NH",1350211.31083191
2014,"SSP2","NJ",8780922.41794928
2014,"SSP2","NM",2135488.02901017
2014,"SSP2","NV",2850230.61182353
2014,"SSP2","NY",19511689.5792541
2014,"SSP2","OH",11692746.3580903
2014,"SSP2","OK",3892262.1550859
2014,"SSP2","OR",4013837.9599073
2014,"SSP2","PA",12917051.1307031
2014,"SSP2","RI",1071328.19691227
2014,"SSP2","SC",4876269.61790173
2014,"SSP2","SD",841070.122228233
2014,"SSP2","TN",6569766.09442521
2014,"SSP2","TX",26509675.6020547
2014,"SSP2","UT",2989905.90354021
2014,"SSP2","VA",8385154.08955399
2014,"SSP2","VT",630459.428143955
2014,"SSP2","WA",7070832.60574806
2014,"SSP2","WI",5801153.86352772
2014,"SSP2","WV",1855366.44255311
2014,"SSP2","WY",579522.750921729
2014,"SSP3","AK",644639.060985863
2014,"SSP3","AL",4920345.3551046
2014,"SSP3","AR",3010511.90720685
2014,"SSP3","AZ",6743266.29425452
2014,"SSP3","CA",38235534.7076191
2014,"SSP3","CO",5339205.89878105
2014,"SSP3","CT",3606361.35301076
2014,"SSP3","DC",623671.300611049
2014,"SSP3","DE",948030.085890872
2014,"SSP3","FL",19329211.4622041
2014,"SSP3","GA",10132900.4927013
2014,"SSP3","HI",1407296.35515632
2014,"SSP3","IA",3140414.1865986
2014,"SSP3","ID",1663316.33396261
2014,"SSP3","IL",12927983.1358045
2014,"SSP3","IN",6667364.66922841
2014,"SSP3","KS",2960540.87027758
2014,"SSP3","KY",4476166.73717444
2014,"SSP3","LA",4618181.20377874
2014,"SSP3","MA",6676430.40747374
2014,"SSP3","MD",5938997.14792096
2014,"SSP3","ME",1338514.92716652
2014,"SSP3","MI",9966921.52063089
2014,"SSP3","MN",5452459.71163299
2014,"SSP3","MO",6185972.94413912
2014,"SSP3","MS",3033384.80714256
2014,"SSP3","MT",1021161.97631696
2014,"SSP3","NC",10008009.6858941
2014,"SSP3","ND",716164.356516433
2014,"SSP3","NE",1894800.44423201
2014,"SSP3","NH",1349454.72522051
2014,"SSP3","NJ",8777227.51564372
2014,"SSP3","NM",2134501.48612241
2014,"SSP3","NV",2848530.62649777
2014,"SSP3","NY",19503676.734685
2014,"SSP3","OH",11685347.9255045
2014,"SSP3","OK",3889616.72920134
2014,"SSP3","OR",4010999.89394621
2014,"SSP3","PA",12907837.72586
2014,"SSP3","RI",1070645.89767939
2014,"SSP3","SC",4872529.68091508
