# 
state,year,value
OR,1975,20.934711067891172
PA,1975,19.194209047759724
RI,1975,21.666980714118047
SC,1975,19.81976113130804
SD,1975,17.122419040468415
TN,1975,20.9947652029452
TX,1975,26.542962165872535
UT,1975,22.632349006301745
VT,1975,20.545944480763644
VA,1975,26.528647678443154
WA,1975,28.458511991081096
WV,1975,13.351988151492938
WI,1975,19.58419736008718
WY,1975,27.497389178681864
AL,1976,18.02591386242641
AK,1976,63.02095940096434
AZ,1976,27.947324561823375
AR,1976,16.39524746399644
CA,1976,31.32550338344027
CO,1976,27.09650499759448
CT,1976,31.15283065893586
DE,1976,32.732886791862526
DC,1976,58.31843598465213
FL,1976,26.666339028492516
GA,1976,25.37331870716109
HI,1976,30.65450005649233
ID,1976,17.32838681252461
IL,1976,22.46401919806278
IN,1976,18.64611215205559
IA,1976,16.669306005529165
KS,1976,21.33321352649409
KY,1976,17.177343693823534
LA,1976,22.591763238522333
ME,1976,20.002700117214243
MD,1976,25.416099775889542
MA,1976,27.37553218367805
MI,1976,20.754837605503443
MN,1976,23.943657091847157
MS,1976,15.226791198526174
MO,1976,20.52893505703951
MT,1976,16.535212311271966
NE,1976,18.95688883420967
NV,1976,38.555323751959534
NH,1976,27.014037546036764
NJ,1976,26.937032884691394
NM,1976,19.38769718505708
NY,1976,26.85235712808592
NC,1976,22.47799417248292
ND,1976,17.322694222322546
OH,1976,19.68389849400874
OK,1976,19.22199561019165
OR,1976,20.51214330874114
PA,1976,19.208729337028434
RI,1976,21.598269358787864
SC,1976,19.53700638690759
SD,1976,16.997620067870248
TN,1976,20.65185553434407
TX,1976,25.853881855459694
UT,1976,21.940065389638395
VT,1976,20.334130620137216
VA,1976,26.140196179832603
WA,1976,27.896121256011007
WV,1976,13.082107539920209
WI,1976,19.511757987780506
WY,1976,26.45844500316492
AL,1977,17.811319649778476
AK,1977,62.70820029723747
AZ,1977,27.036875637953667
AR,1977,16.10578859070723
CA,1977,30.742494730634654
CO,1977,26.453264522874132
CT,1977,31.12254598882024
DE,1977,32.62230271486299
DC,1977,59.610572675597155
FL,1977,26.09724032971371
GA,1977,24.950430062041736
HI,1977,30.18700223428003
ID,1977,16.81815118724076
IL,1977,22.379182308416134
IN,1977,18.518963949028304
IA,1977,16.60638137750555
KS,1977,21.149385749445457
KY,1977,16.961064884024413
LA,1977,22.237183994868396
ME,1977,19.712805912616936
MD,1977,25.300295004728415
MA,1977,27.404157696592318
MI,1977,20.659787645910036
MN,1977,23.79959898951466
MS,1977,15.047215377152746
MO,1977,20.427620140039934
MT,1977,16.25604638913361
NE,1977,18.883837239472832
NV,1977,36.79246971610298
NH,1977,26.23777209931157
NJ,1977,26.948047072868317
NM,1977,18.957213777165187
NY,1977,27.04531180794866
NC,1977,22.16964321478794
ND,1977,17.216093027108254
OH,1977,19.65100366781877
OK,1977,18.934000554011078
OR,1977,19.933746133300545
PA,1977,19.213574316682973
RI,1977,21.50732927727718
SC,1977,19.223578476957197
SD,1977,16.94820838162644
TN,1977,20.29699661039875
TX,1977,25.287538199261114
UT,1977,21.192108614991632
VT,1977,20.04482388367185
VA,1977,25.7828008536689
WA,1977,27.290326249921783
WV,1977,12.89012692612683
WI,1977,19.381033004503823
WY,1977,25.433420499410346
AL,1978,17.569621157662485
AK,1978,62.39853017231284
AZ,1978,26.06935324931914
AR,1978,15.86165269588599
CA,1978,30.0909196978081
CO,1978,25.774485418745453
CT,1978,31.0621529500321
DE,1978,32.45782051630066
DC,1978,60.68625218252522
FL,1978,25.39190950999172
GA,1978,24.59238008381002
HI,1978,29.733549411018313
ID,1978,16.30123764910383
IL,1978,22.32623935543907
IN,1978,18.369999705196996
IA,1978,16.583617318043583
KS,1978,21.013580618348847
KY,1978,16.791924070776524
LA,1978,21.936607656771134
ME,1978,19.53585074284479
MD,1978,25.21563818587894
MA,1978,27.41371284223269
MI,1978,20.554449175595675
MN,1978,23.645479544003482
MS,1978,14.871825808849922
MO,1978,20.3189848110072
MT,1978,16.0065929918579
NE,1978,18.799318786354988
NV,1978,34.694429022973324
NH,1978,25.59065215964245
NJ,1978,26.896724442067043
NM,1978,18.62033275689246
NY,1978,27.24722239890218
NC,1978,21.88862499032544
ND,1978,17.189647415699486
OH,1978,19.60549837959207
OK,1978,18.628927524858348
OR,1978,19.371674657738854
PA,1978,19.237835922436847
RI,1978,21.46214581240895
SC,1978,18.89518620336923
SD,1978,16.923610111116098
TN,1978,20.011951851937955
TX,1978,24.71248084910014
UT,1978,20.448525856570875
VT,1978,19.803319981458934
VA,1978,25.40608820362478
WA,1978,26.497369997352703
WV,1978,12.789579914222564
WI,1978,19.301773506637797
WY,1978,24.258666665719335
AL,1979,17.415103020217963
AK,1979,62.70820029723747
AZ,1979,24.872694773155402
AR,1979,15.666088505888276
CA,1979,29.54621155863378
CO,1979,25.03264343758114
CT,1979,31.022020969476504
DE,1979,32.45782051630066
DC,1979,62.086704155968114
FL,1979,24.519113129635542
GA,1979,24.114283451927026
HI,1979,29.078350525780763
ID,1979,15.916856911397202
IL,1979,22.357582676461007
IN,1979,18.26647852889067
IA,1979,16.59499154116981
KS,1979,20.879508432353425
KY,1979,16.64438382633258
LA,1979,21.570820820541744
ME,1979,19.379285598868297
MD,1979,25.173521872993913
MA,1979,27.404157696592318
MI,1979,20.44797242614299
MN,1979,23.441135893623205
MS,1979,14.759115521507221
MO,1979,20.223842984734162
MT,1979,15.90489926255766
NE,1979,18.763327748474282
NV,1979,32.6082280621148
NH,1979,25.112059104951665
NJ,1979,26.838308860273493
NM,1979,17.939277784461375
NY,1979,27.397528391434797
NC,1979,21.648049342140514
ND,1979,17.13699918471725
OH,1979,19.60186705927727
OK,1979,18.265741710928335
OR,1979,18.847711278279146
PA,1979,19.22327161193029
RI,1979,21.50732927727718
SC,1979,18.613898641765676
SD,1979,16.94820838162644
TN,1979,19.687196492937208
TX,1979,24.02206879772839
UT,1979,19.699706599851375
VT,1979,19.528818516369405
VA,1979,25.22420588415648
WA,1979,25.64665801884138
WV,1979,12.664450141632333
WI,1979,19.14927177276088
WY,1979,23.136569749463597
AL,1980,17.28987885879883
AK,1980,62.86419084524055
AZ,1980,24.122304423119072
AR,1980,15.563292649550426
CA,1980,29.033135128407377
CO,1980,24.67750904971234
CT,1980,30.90224482673721
DE,1980,32.512463311782646
DC,1980,63.25447915576689
FL,1980,23.714052981730415
GA,1980,23.840608626003636
HI,1980,28.71675445706639
ID,1980,15.731385061794056
IL,1980,22.298885951135567
IN,1980,18.303078030496824
IA,1980,16.60638137750555
KS,1980,20.764688800534223
KY,1980,16.558002156652076
LA,1980,21.22207716486014
ME,1980,19.34483353558142
MD,1980,25.01831400752134
MA,1980,27.408934436647503
MI,1980,20.45680333628168
MN,1980,23.291609511573597
MS,1980,14.67715296010258
MO,1980,20.20327775900228
MT,1980,15.90489926255766
NE,1980,18.727474255961276
NV,1980,31.18161808439727
NH,1980,24.784866152444152
NJ,1980,26.845596927852657
NM,1980,17.691459672319926
NY,1980,27.438098828738436
NC,1980,21.430906378661035
ND,1980,17.13699918471725
OH,1980,19.60186705927727
OK,1980,17.963828624797287
OR,1980,18.525589361255765
PA,1980,19.262158877497242
RI,1980,21.57546231617035
SC,1980,18.4231091617732
SD,1980,16.874627158551363
TN,1980,19.554261818295288
TX,1980,23.44637651717281
UT,1980,19.146874313339463
VT,1980,19.299517320482483
VA,1980,25.040225328801682
WA,1980,24.939078392958532
WV,1980,12.61249342310256
WI,1980,19.05568204671466
WY,1980,22.348941843098878
AL,1981,17.17958363770417
AK,1981,60.45790602819785
AZ,1981,23.33253502563617
AR,1981,15.515781507576222
CA,1981,28.294335922718677
CO,1981,23.948287828632864
CT,1981,30.694847210450384
DE,1981,32.40336108590418
DC,1981,63.353779750987876
FL,1981,22.674105794167037
GA,1981,23.391028183164128
HI,1981,28.335038907023588
ID,1981,15.437034821552587
IL,1981,22.26770687438837
IN,1981,18.33647780792474
IA,1981,16.64064488791306
KS,1981,20.581855062667884
KY,1981,16.517396701772004
LA,1981,20.840545541770194
ME,1981,19.208241595347836
MD,1981,24.75416005859162
MA,1981,27.256900132266722
MI,1981,20.5745371376524
MN,1981,23.087694642308847
MS,1981,14.573100674446081
MO,1981,20.14183226703451
MT,1981,15.744849961802363
NE,1981,18.6207312108038
NV,1981,29.41662083433705
NH,1981,24.361645385700175
NJ,1981,26.693374021011856
NM,1981,17.293302290347235
NY,1981,27.422480603084555
NC,1981,21.161086338640963
ND,1981,16.95524313275813
OH,1981,19.620037125146087
OK,1981,17.5518674386343
OR,1981,18.282562514312755
PA,1981,19.270280202599483
RI,1981,21.439625197705478
SC,1981,18.09277974301854
SD,1981,16.899083139940565
TN,1981,19.39792912873675
TX,1981,22.62433822479668
UT,1981,18.464411466527363
VT,1981,19.112506493733623
VA,1981,24.594064076616934
WA,1981,24.3267875164553
WV,1981,12.58667460340327
WI,1981,18.975040142158104
WY,1981,21.349598915155433
AL,1982,17.153321853799397
AK,1982,56.158677155081556
AZ,1982,22.68665170312721
AR,1982,15.509017871347984
CA,1982,27.68558590729838
CO,1982,23.29131324417657
CT,1982,30.59706177811381
DE,1982,32.241073801667596
DC,1982,63.65356104318498
FL,1982,22.072119220699516
GA,1982,23.051547774134136
HI,1982,27.878941701276727
ID,1982,15.246845480835306
IL,1982,22.306694367821596
IN,1982,18.376718797993338
IA,1982,16.755884810959547
KS,1982,20.44469984359138
KY,1982,16.459094731334037
LA,1982,20.50541156797651
ME,1982,19.14066642702647
MD,1982,24.632787805210715
MA,1982,27.247453970377183
MI,1982,20.78671557878672
MN,1982,22.981505778061965
MS,1982,14.470513340797263
MO,1982,20.154091446746644
MT,1982,15.568601641334425
NE,1982,18.585420089670798
NV,1982,28.282646788568954
NH,1982,24.078968065823908
NJ,1982,26.607162074234264
NM,1982,16.900272692839344
NY,1982,27.38818301506478
NC,1982,20.943112031780064
ND,1982,16.727145691510263
OH,1982,19.676579018878495
OK,1982,16.949651150970617
OR,1982,18.30314326010748
PA,1982,19.29305638857132
RI,1982,21.417151796030733
SC,1982,17.92922281890771
SD,1982,16.874627158551363
TN,1982,19.322775722727865
TX,1982,21.761039166580908
UT,1982,17.9548031911354
VT,1982,19.002029577584874
VA,1982,24.37467410032816
WA,1982,24.093587074983553
WV,1982,12.61249342310256
WI,1982,18.963002688060733
WY,1982,20.758898549913976
AL,1983,17.114079378790706
AK,1983,51.78566540939897
AZ,1983,22.082998794893108
AR,1983,15.428311793960223
CA,1983,27.09606633356253
CO,1983,22.75622244852223
CT,1983,30.37450250521798
DE,1983,31.921327615204778
DC,1983,63.85499636294189
FL,1983,21.49927073115764
GA,1983,22.73764750765675
HI,1983,27.356039537086936
ID,1983,15.122634927019948
IL,1983,22.334066943958813
IN,1983,18.437412548151848
IA,1983,16.855101126454606
KS,1983,20.31776669058895
KY,1983,16.41008280874479
LA,1983,20.30945541647366
ME,1983,19.00693251312585
MD,1983,24.46144914670009
MA,1983,27.115891854293277
MI,1983,20.940640196799396
MN,1983,22.92600829972808
MS,1983,14.408529054680141
MO,1983,20.092944324638793
MT,1983,15.37734117891017
NE,1983,18.561953650163638
NV,1983,27.65553710367829
NH,1983,23.827621843842447
NJ,1983,26.475337623679007
NM,1983,16.536565246078094
NY,1983,27.23797926358283
NC,1983,20.743227138272868
ND,1983,16.529483704018265
OH,1983,19.71139509276178
OK,1983,16.516894100307535
OR,1983,18.3859316955094
PA,1983,19.304464683445456
RI,1983,21.372346039135273
SC,1983,17.78507940725292
SD,1983,16.82592693587156
TN,1983,19.264724465191772
TX,1983,21.179436989769673
UT,1983,17.538296784820663
VT,1983,18.856698567431263
VA,1983,24.059314435418255
WA,1983,23.964714399931314
WV,1983,12.644916285372746
WI,1983,18.99513656255861
WY,1983,20.596083659326418
AL,1984,17.03613063668083
AK,1984,49.16615704238658
AZ,1984,21.3773796615708
AR,1984,15.335209912444945
CA,1984,26.58861794687919
CO,1984,22.49779216204059
CT,1984,30.20257135896203
DE,1984,31.556214390847863
DC,1984,63.75411959143645
FL,1984,20.93452539492252
GA,1984,22.320693217456363
HI,1984,26.956875536059403
ID,1984,14.985295154726124
IL,1984,22.328195738137584
IN,1984,18.41038812521575
IA,1984,16.92584656664959
KS,1984,20.250711354976445
KY,1984,16.405641649662584
LA,1984,20.286376489864033
ME,1984,18.82607069855458
MD,1984,24.17004127599484
MA,1984,26.92091368995835
MI,1984,20.9383260581988
MN,1984,22.83227522106156
MS,1984,14.35263871699713
MO,1984,19.96774205849532
MT,1984,15.246231083596685
NE,1984,18.503545992359474
NV,1984,26.967885910830073
NH,1984,23.36423922866025
NJ,1984,26.309756669811687
NM,1984,16.26815240157577
NY,1984,27.14742134762704
NC,1984,20.450452842194064
ND,1984,16.456559511206418
OH,1984,19.71139509276178
OK,1984,16.53699987523183
OR,1984,18.289417618367615
PA,1984,19.342044259215175
RI,1984,21.23904658358973
SC,1984,17.5785289740391
SD,1984,16.729364944847905
TN,1984,19.15374781476289
TX,1984,20.842037325098513
UT,1984,17.24635226374165
VT,1984,18.71357372061964
VA,1984,23.722552238324344
WA,1984,23.72197788206829
WV,1984,12.756411916519705
WI,1984,18.9349746013174
WY,1984,20.800005279715787
AL,1985,16.946083130169303
AK,1985,47.50264045072688
AZ,1985,20.59184152702187
AR,1985,15.28907907042212
CA,1985,25.988284944561315
CO,1985,22.224369321803884
CT,1985,30.004428903936038
DE,1985,31.249843377344483
DC,1985,63.55331921477051
FL,1985,20.360951489731708
GA,1985,21.841563797393572
HI,1985,26.645834664489488
ID,1985,14.940067905768199
IL,1985,22.351699102072466
IN,1985,18.40701564158776
IA,1985,17.09929163747391
KS,1985,20.22567957332629
KY,1985,16.405641649662584
LA,1985,20.24955910966464
ME,1985,18.712758149208167
MD,1985,23.90714483791468
MA,1985,26.737809362871403
MI,1985,20.876037075874937
MN,1985,22.690392057641965
MS,1985,14.297180298461592
MO,1985,19.86790334820284
MT,1985,15.227683357217613
NE,1985,18.550242638396973
NV,1985,26.230593551543446
NH,1985,22.895548371515613
NJ,1985,26.132410966644837
NM,1985,16.030578548701577
NY,1985,27.077233545132053
NC,1985,20.156154672095333
ND,1985,16.529483704018265
OH,1985,19.716903633542245
OK,1985,16.61283448181345
OR,1985,18.248363931233232
PA,1985,19.41434482394251
RI,1985,21.085616938507037
SC,1985,17.413547321542822
SD,1985,16.705397373293682
TN,1985,19.04000339507819
TX,1985,20.50135140802875
UT,1985,17.025918059518535
VT,1985,18.607647831635
VA,1985,23.427836366247174
WA,1985,23.420061799932874
WV,1985,12.89688630049816
WI,1985,18.887118726166637
WY,1985,21.008005332512944
AL,1986,16.86542792489044
AK,1986,46.4547880878432
AZ,1986,19.81995871282879
AR,1986,15.256298026103034
CA,1986,25.35444772412168
CO,1986,22.032128870456802
CT,1986,29.790377457040712
DE,1986,30.752234406367663
DC,1986,63.25447915576689
FL,1986,19.807778570444345
GA,1986,21.40365569825109
HI,1986,26.341889782385046
ID,1986,15.000431816498574
IL,1986,22.377216981085983
IN,1986,18.423890426737728
IA,1986,17.33201838612148
KS,1986,20.175801201998727
KY,1986,16.436780340429298
LA,1986,20.254153972181015
ME,1986,18.600801476520594
MD,1986,23.51286609532371
MA,1986,26.638159726079405
MI,1986,20.75711136071877
MN,1986,22.5770749986145
MS,1986,14.264110490523748
MO,1986,19.776929472628748
MT,1986,15.37734117891017
NE,1986,18.67988219940229
NV,1986,25.428434727337226
NH,1986,22.270109001366894
NJ,1986,25.940412145583156
NM,1986,15.756645217384051
NY,1986,27.014980050187265
NC,1986,19.939353261512846
ND,1986,16.702179802418456
OH,1986,19.726091379876607
OK,1986,16.70475917307464
OR,1986,18.173575554465884
PA,1986,19.394572937505497
RI,1986,20.912960914445566
SC,1986,17.205188992837552
SD,1986,16.753401388734183
TN,1986,18.94357797168045
TX,1986,20.144827695359695
UT,1986,16.82115656752192
VT,1986,18.468264701810018
VA,1986,23.03683496784284
WA,1986,23.14131415219058
WV,1986,13.068205193969177
WI,1986,18.855348972211775
WY,1986,21.177424730355792
AL,1987,16.768814016478863
AK,1987,46.885723042275885
AZ,1987,19.076061513540193
AR,1987,15.191155848365616
CA,1987,24.738317392776246
CO,1987,21.87668747045051
CT,1987,29.579358460578767
DE,1987,30.317744438302814
DC,1987,63.353779750987876
FL,1987,19.26457950820577
GA,1987,20.97958197871422
HI,1987,25.94725472946542
ID,1987,15.076576140440192
IL,1987,22.36935912243228
IN,1987,18.3599302736027
IA,1987,17.48861414313378
KS,1987,20.076778864811004
KY,1987,16.459094731334037
LA,1987,20.54789515547922
ME,1987,18.3653482932735
MD,1987,23.106051285527265
MA,1987,26.494533591077797
MI,1987,20.623806737851414
MN,1987,22.41714294431499
MS,1987,14.291658019474161
MO,1987,19.64396217935816
MT,1987,15.549261763519103
NE,1987,18.763327748474282
NV,1987,24.38445206990989
NH,1987,21.65736406679418
NJ,1987,25.774712732842502
NM,1987,15.586187933085101
NY,1987,26.960553989310508
NC,1987,19.68403986872021
ND,1987,16.929592235431716
OH,1987,19.671092983836058
OK,1987,16.928530090346353
OR,1987,18.059191702401492
PA,1987,19.348594777972
RI,1987,20.63834627617507
SC,1987,17.011815085198442
SD,1987,16.753401388734183
TN,1987,18.769311312522195
TX,1987,20.070899498426897
UT,1987,16.670788660184122
VT,1987,18.263061760678795
VA,1987,22.57081672843941
WA,1987,22.737924077604735
WV,1987,13.237008705624323
WI,1987,18.76853070570096
WY,1987,22.02096995022321
AL,1988,17.549805226350966
AK,1988,43.969974886066346
AZ,1988,19.432934714791276
AR,1988,15.766253269548537
CA,1988,25.50813330285129
CO,1988,22.534480774279473
CT,1988,31.141866406328056
DE,1988,31.1715265354871
DC,1988,66.85239792168726
FL,1988,19.94713434011523
GA,1988,21.540062465666363
HI,1988,27.41123577141978
ID,1988,15.87207746371573
IL,1988,23.632827682979098
IN,1988,19.20736041262668
IA,1988,18.392342647410995
KS,1988,20.457202042444425
KY,1988,17.57499064385858
LA,1988,21.581311222728353
ME,1988,19.439049925533222
MD,1988,24.21472876694312
MA,1988,27.85630631690828
MI,1988,21.408803070413466
MN,1988,22.991827159809535
MS,1988,14.6808997979639
MO,1988,20.40814390849525
MT,1988,15.510565377762395
NE,1988,19.779612093822383
NV,1988,25.24084992290989
NH,1988,22.381486814846628
NJ,1988,27.52823835931561
NM,1988,15.776730201892878
NY,1988,28.40191874799657
NC,1988,20.577640239839663
ND,1988,15.711260295440944
OH,1988,20.3482695209781
OK,1988,17.983499611703856
OR,1988,18.913577108400222
PA,1988,20.229586313725214
RI,1988,21.93799481369049
SC,1988,17.726731703704584
SD,1988,16.84028643672041
TN,1988,19.489414362928734
TX,1988,21.21543565283132
UT,1988,17.439433032527944
VT,1988,19.48569061636205
VA,1988,23.331070290779202
WA,1988,23.55123880974545
WV,1988,14.436259105716957
WI,1988,19.735082233145256
WY,1988,24.021329224784274
AL,1989,17.502649856375086
AK,1989,45.35502963918456
AZ,1989,19.134650478385677
AR,1989,16.05767165293695
CA,1989,25.788325738516853
CO,1989,22.704156132455626
CT,1989,31.444240468390024
DE,1989,32.92608120300096
DC,1989,68.78459481743111
FL,1989,20.12944725466455
GA,1989,21.650911380451227
HI,1989,28.642859990864302
ID,1989,16.750959133769957
IL,1989,24.048025236954263
IN,1989,19.78700688809531
IA,1989,19.038395794645254
KS,1989,20.51953477187528
KY,1989,17.978305315287226
LA,1989,21.758957329829666
ME,1989,19.561563731683147
MD,1989,24.37460863316543
MA,1989,27.835093079228297
MI,1989,21.66647739058498
MN,1989,23.453890036470373
MS,1989,14.853786052120924
MO,1989,20.774836979151697
MT,1989,16.143955369045788
NE,1989,20.31902049257379
NV,1989,25.68926460403832
NH,1989,21.904123973965717
NJ,1989,27.86433377952341
NM,1989,15.966781910802593
NY,1989,28.285179993568075
NC,1989,20.984751089322128
ND,1989,16.870878501822933
OH,1989,20.72346048331417
OK,1989,18.130007292325395
OR,1989,19.103454800190317
PA,1989,20.528023591066937
RI,1989,22.41499747752632
SC,1989,18.07015211354784
SD,1989,17.144436907804568
TN,1989,19.554899406831666
TX,1989,21.575791594808628
UT,1989,17.47336366593795
VT,1989,20.08066544582701
VA,1989,23.81324272342549
WA,1989,24.199117615518496
WV,1989,14.59679771712785
WI,1989,19.989202911730604
WY,1989,24.330533153896152
AL,1990,17.707590799811978
AK,1990,44.53325064563258
AZ,1990,18.985925827623735
AR,1990,16.1790862316849
CA,1990,25.895256565981843
CO,1990,23.038934009065965
CT,1990,31.534955003063587
DE,1990,33.120362591106485
DC,1990,72.52043315716753
FL,1990,20.009277767927056
GA,1990,21.712297098181025
HI,1990,30.127590756074618
ID,1990,17.051831554140144
IL,1990,24.22751598503497
IN,1990,19.753009636450493
IA,1990,19.538658782249694
KS,1990,20.931532376409894
KY,1990,18.12592767116348
LA,1990,22.37150506998656
ME,1990,19.221280127163258
MD,1990,24.296026278558983
MA,1990,26.980571219561035
MI,1990,21.102641486811937
MN,1990,23.428003922315682
MS,1990,14.897276263538533
MO,1990,20.418980893402374
MT,1990,16.428552898912987
