"Category","sd","center"
"d1",0.00998203308756054,0.0232835664400241
"d2",0.0124700458526098,0.0384923291603376
"d3",0.0130785464440734,0.0489756092338758
"d4",0.013013937146274,0.0589579355135624
"d5",0.012472541341553,0.0694920989873418
"d6",0.0114641039263667,0.0815900817365883
"d7",0.00966372256598065,0.0968022144605184
"d8",0.00701273179765229,0.117991044435805
"d9",0.00844992181922898,0.153715643716697
"d10",0.0799354379286325,0.311102204536468
