state,year,GDP_PC_2011_USD,Population
MN,2057,62438.97972,6855000
MN,2058,62438.97972,6855000
MN,2059,62438.97972,6855000
NC,2090,62512.92946,13860000
NC,2091,62512.92946,13860000
NC,2092,62512.92946,13860000
NC,2093,62512.92946,13860000
NC,2094,62512.92946,13860000
NV,2065,62518.71928,4323000
NV,2066,62518.71928,4323000
NV,2067,62518.71928,4323000
NV,2068,62518.71928,4323000
NV,2069,62518.71928,4323000
SD,2075,62551.30833,1089000
SD,2076,62551.30833,1089000
SD,2077,62551.30833,1089000
SD,2078,62551.30833,1089000
SD,2079,62551.30833,1089000
KS,2065,62606.67823,3552000
KS,2066,62606.67823,3552000
KS,2067,62606.67823,3552000
KS,2068,62606.67823,3552000
KS,2069,62606.67823,3552000
WI,2065,62633.30289,7107000
WI,2066,62633.30289,7107000
WI,2067,62633.30289,7107000
WI,2068,62633.30289,7107000
WI,2069,62633.30289,7107000
NH,2050,62898.84825,1563000
NH,2051,62898.84825,1563000
NH,2052,62898.84825,1563000
NH,2053,62898.84825,1563000
NH,2054,62898.84825,1563000
NY,2035,62911.50153,20906000
NY,2036,62911.50153,20906000
NY,2037,62911.50153,20906000
NY,2038,62911.50153,20906000
NY,2039,62911.50153,20906000
NE,2060,62970.2002,2382000
NE,2061,62970.2002,2382000
NE,2062,62970.2002,2382000
NE,2063,62970.2002,2382000
NE,2064,62970.2002,2382000
IN,2075,62982.72835,8695000
IN,2076,62982.72835,8695000
IN,2077,62982.72835,8695000
IN,2078,62982.72835,8695000
IN,2079,62982.72835,8695000
NM,2070,62993.22603,2598000
NM,2071,62993.22603,2598000
NM,2072,62993.22603,2598000
NM,2073,62993.22603,2598000
NM,2074,62993.22603,2598000
CA,2040,63217.06773,45644000
CA,2041,63217.06773,45644000
CA,2042,63217.06773,45644000
CA,2043,63217.06773,45644000
CA,2044,63217.06773,45644000
PA,2055,63234.08123,15330000
PA,2056,63234.08123,15330000
PA,2057,63234.08123,15330000
PA,2058,63234.08123,15330000
PA,2059,63234.08123,15330000
AZ,2070,63246.14681,10230000
AZ,2071,63246.14681,10230000
AZ,2072,63246.14681,10230000
AZ,2073,63246.14681,10230000
AZ,2074,63246.14681,10230000
RI,2060,63253.58563,1329000
RI,2061,63253.58563,1329000
RI,2062,63253.58563,1329000
RI,2063,63253.58563,1329000
RI,2064,63253.58563,1329000
HI,2060,63262.55301,1692000
HI,2061,63262.55301,1692000
HI,2062,63262.55301,1692000
HI,2063,63262.55301,1692000
HI,2064,63262.55301,1692000
MA,2035,63274.619,7755000
MA,2036,63274.619,7755000
MA,2037,63274.619,7755000
MA,2038,63274.619,7755000
MA,2039,63274.619,7755000
AL,2090,63378.94247,6102000
AL,2091,63378.94247,6102000
AL,2092,63378.94247,6102000
AL,2093,63378.94247,6102000
AL,2094,63378.94247,6102000
MO,2080,63384.61017,7922000
MO,2081,63384.61017,7922000
MO,2082,63384.61017,7922000
MO,2083,63384.61017,7922000
MO,2084,63384.61017,7922000
KY,2090,63392.87871,5551000
KY,2091,63392.87871,5551000
KY,2092,63392.87871,5551000
KY,2093,63392.87871,5551000
KY,2094,63392.87871,5551000
OR,2065,63509.42703,5510000
OR,2066,63509.42703,5510000
OR,2067,63509.42703,5510000
OR,2068,63509.42703,5510000
OR,2069,63509.42703,5510000
OH,2070,63930.40709,15033000
OH,2071,63930.40709,15033000
OH,2072,63930.40709,15033000
OH,2073,63930.40709,15033000
OH,2074,63930.40709,15033000
GA,2090,63982.86713,14344000
GA,2091,63982.86713,14344000
GA,2092,63982.86713,14344000
GA,2093,63982.86713,14344000
GA,2094,63982.86713,14344000
ND,2045,64098.83748,866000
ND,2046,64098.83748,866000
ND,2047,64098.83748,866000
ND,2048,64098.83748,866000
ND,2049,64098.83748,866000
MD,2065,64163.90793,7843000
MD,2066,64163.90793,7843000
MD,2067,64163.90793,7843000
MD,2068,64163.90793,7843000
MD,2069,64163.90793,7843000
MI,2075,64272.88913,12856000
MI,2076,64272.88913,12856000
MI,2077,64272.88913,12856000
MI,2078,64272.88913,12856000
MI,2079,64272.88913,12856000
VA,2070,64348.54139,11068000
VA,2071,64348.54139,11068000
VA,2072,64348.54139,11068000
VA,2073,64348.54139,11068000
VA,2074,64348.54139,11068000
MT,2085,64372.33516,1305000
MT,2086,64372.33516,1305000
MT,2087,64372.33516,1305000
MT,2088,64372.33516,1305000
MT,2089,64372.33516,1305000
ID,2080,64460.29404,2454000
ID,2081,64460.29404,2454000
ID,2082,64460.29404,2454000
ID,2083,64460.29404,2454000
ID,2084,64460.29404,2454000
NC,2095,64510.25757,13857000
NC,2096,64510.25757,13857000
NC,2097,64510.25757,13857000
NC,2098,64510.25757,13857000
NC,2099,64510.25757,13857000
ME,2070,64590.98776,1561000
ME,2071,64590.98776,1561000
ME,2072,64590.98776,1561000
ME,2073,64590.98776,1561000
ME,2074,64590.98776,1561000
UT,2060,64617.14278,4295000
UT,2061,64617.14278,4295000
UT,2062,64617.14278,4295000
UT,2063,64617.14278,4295000
UT,2064,64617.14278,4295000
TN,2070,64655.4187,8750000
TN,2071,64655.4187,8750000
TN,2072,64655.4187,8750000
TN,2073,64655.4187,8750000
TN,2074,64655.4187,8750000
CO,2050,64679.38262,7232000
CO,2051,64679.38262,7232000
CO,2052,64679.38262,7232000
CO,2053,64679.38262,7232000
CO,2054,64679.38262,7232000
NJ,2050,64780.12505,10727000
NJ,2051,64780.12505,10727000
NJ,2052,64780.12505,10727000
NJ,2053,64780.12505,10727000
NJ,2054,64780.12505,10727000
AK,2050,64862.88182,812000
AK,2051,64862.88182,812000
AK,2052,64862.88182,812000
AK,2053,64862.88182,812000
AK,2054,64862.88182,812000
IA,2070,64881.54738,3880000
IA,2071,64881.54738,3880000
IA,2072,64881.54738,3880000
IA,2073,64881.54738,3880000
IA,2074,64881.54738,3880000
DE,2070,64954.68568,1313000
DE,2071,64954.68568,1313000
DE,2072,64954.68568,1313000
DE,2073,64954.68568,1313000
DE,2074,64954.68568,1313000
OK,2070,65074.4719,4884000
OK,2071,65074.4719,4884000
OK,2072,65074.4719,4884000
OK,2073,65074.4719,4884000
OK,2074,65074.4719,4884000
LA,2070,65077.47685,5678000
LA,2071,65077.47685,5678000
LA,2072,65077.47685,5678000
LA,2073,65077.47685,5678000
LA,2074,65077.47685,5678000
SD,2080,65129.23632,1095000
SD,2081,65129.23632,1095000
SD,2082,65129.23632,1095000
SD,2083,65129.23632,1095000
SD,2084,65129.23632,1095000
AL,2095,65519.7077,6093000
AL,2096,65519.7077,6093000
AL,2097,65519.7077,6093000
AL,2098,65519.7077,6093000
AL,2099,65519.7077,6093000
KY,2095,65534.11467,5542000
KY,2096,65534.11467,5542000
KY,2097,65534.11467,5542000
KY,2098,65534.11467,5542000
KY,2099,65534.11467,5542000
KS,2070,65542.0101,3613000
KS,2071,65542.0101,3613000
KS,2072,65542.0101,3613000
KS,2073,65542.0101,3613000
KS,2074,65542.0101,3613000
MN,2060,65721.51061,6992000
MN,2061,65721.51061,6992000
MN,2062,65721.51061,6992000
MN,2063,65721.51061,6992000
MN,2064,65721.51061,6992000
TX,2055,65779.27859,37229000
TX,2056,65779.27859,37229000
TX,2057,65779.27859,37229000
TX,2058,65779.27859,37229000
TX,2059,65779.27859,37229000
MO,2085,65817.04601,7967000
MO,2086,65817.04601,7967000
MO,2087,65817.04601,7967000
MO,2088,65817.04601,7967000
MO,2089,65817.04601,7967000
IN,2080,65875.60208,8800000
IN,2081,65875.60208,8800000
IN,2082,65875.60208,8800000
IN,2083,65875.60208,8800000
IN,2084,65875.60208,8800000
WI,2070,66003.73491,7218000
WI,2071,66003.73491,7218000
WI,2072,66003.73491,7218000
WI,2073,66003.73491,7218000
WI,2074,66003.73491,7218000
GA,2095,66027.16069,14360000
GA,2096,66027.16069,14360000
GA,2097,66027.16069,14360000
GA,2098,66027.16069,14360000
GA,2099,66027.16069,14360000
NE,2065,66100.44108,2423000
NE,2066,66100.44108,2423000
NE,2067,66100.44108,2423000
NE,2068,66100.44108,2423000
NE,2069,66100.44108,2423000
VT,2065,66108.14648,694000
VT,2066,66108.14648,694000
VT,2067,66108.14648,694000
VT,2068,66108.14648,694000
VT,2069,66108.14648,694000
IL,2055,66202.15937,15115000
IL,2056,66202.15937,15115000
IL,2057,66202.15937,15115000
IL,2058,66202.15937,15115000
IL,2059,66202.15937,15115000
NC,2100,66425.99007,13853000
NV,2070,66548.69517,4415000
NV,2071,66548.69517,4415000
NV,2072,66548.69517,4415000
NV,2073,66548.69517,4415000
NV,2074,66548.69517,4415000
WA,2040,66638.52013,9110000
WA,2041,66638.52013,9110000
WA,2042,66638.52013,9110000
WA,2043,66638.52013,9110000
WA,2044,66638.52013,9110000
NM,2075,66698.93416,2627000
NM,2076,66698.93416,2627000
NM,2077,66698.93416,2627000
NM,2078,66698.93416,2627000
NM,2079,66698.93416,2627000
WY,2050,66887.15864,648000
WY,2051,66887.15864,648000
WY,2052,66887.15864,648000
WY,2053,66887.15864,648000
WY,2054,66887.15864,648000
MD,2070,66940.28059,8015000
MD,2071,66940.28059,8015000
MD,2072,66940.28059,8015000
MD,2073,66940.28059,8015000
MD,2074,66940.28059,8015000
AZ,2075,66966.73353,10387000
AZ,2076,66966.73353,10387000
AZ,2077,66966.73353,10387000
AZ,2078,66966.73353,10387000
AZ,2079,66966.73353,10387000
VA,2075,66986.58445,11207000
VA,2076,66986.58445,11207000
VA,2077,66986.58445,11207000
VA,2078,66986.58445,11207000
VA,2079,66986.58445,11207000
CT,2045,67057.69058,4107000
CT,2046,67057.69058,4107000
CT,2047,67057.69058,4107000
CT,2048,67057.69058,4107000
CT,2049,67057.69058,4107000
OR,2070,67068.85438,5615000
OR,2071,67068.85438,5615000
OR,2072,67068.85438,5615000
OR,2073,67068.85438,5615000
OR,2074,67068.85438,5615000
MT,2090,67079.17297,1308000
MT,2091,67079.17297,1308000
MT,2092,67079.17297,1308000
MT,2093,67079.17297,1308000
MT,2094,67079.17297,1308000
HI,2065,67080.18905,1725000
HI,2066,67080.18905,1725000
HI,2067,67080.18905,1725000
HI,2068,67080.18905,1725000
HI,2069,67080.18905,1725000
OH,2075,67118.34596,15239000
OH,2076,67118.34596,15239000
OH,2077,67118.34596,15239000
OH,2078,67118.34596,15239000
OH,2079,67118.34596,15239000
MI,2080,67225.02153,13017000
MI,2081,67225.02153,13017000
MI,2082,67225.02153,13017000
MI,2083,67225.02153,13017000
MI,2084,67225.02153,13017000
AL,2100,67498.95607,6085000
KY,2100,67513.79826,5532000
ID,2085,67530.01058,2466000
ID,2086,67530.01058,2466000
ID,2087,67530.01058,2466000
ID,2088,67530.01058,2466000
ID,2089,67530.01058,2466000
DE,2075,67617.57833,1332000
DE,2076,67617.57833,1332000
DE,2077,67617.57833,1332000
DE,2078,67617.57833,1332000
DE,2079,67617.57833,1332000
SD,2085,67628.62361,1097000
SD,2086,67628.62361,1097000
SD,2087,67628.62361,1097000
SD,2088,67628.62361,1097000
SD,2089,67628.62361,1097000
NY,2040,67716.5483,21579000
NY,2041,67716.5483,21579000
NY,2042,67716.5483,21579000
NY,2043,67716.5483,21579000
NY,2044,67716.5483,21579000
IA,2075,67739.99586,3914000
IA,2076,67739.99586,3914000
IA,2077,67739.99586,3914000
IA,2078,67739.99586,3914000
IA,2079,67739.99586,3914000
TN,2075,67765.31119,8845000
TN,2076,67765.31119,8845000
TN,2077,67765.31119,8845000
TN,2078,67765.31119,8845000
TN,2079,67765.31119,8845000
PA,2060,67782.12919,15667000
PA,2061,67782.12919,15667000
PA,2062,67782.12919,15667000
PA,2063,67782.12919,15667000
PA,2064,67782.12919,15667000
CA,2045,67936.43295,47000000
CA,2046,67936.43295,47000000
CA,2047,67936.43295,47000000
CA,2048,67936.43295,47000000
CA,2049,67936.43295,47000000
GA,2100,67987.93999,14375000
RI,2065,68050.1311,1359000
RI,2066,68050.1311,1359000
RI,2067,68050.1311,1359000
RI,2068,68050.1311,1359000
RI,2069,68050.1311,1359000
MO,2090,68156.49949,8013000
MO,2091,68156.49949,8013000
MO,2092,68156.49949,8013000
MO,2093,68156.49949,8013000
MO,2094,68156.49949,8013000
KS,2075,68429.55621,3654000
KS,2076,68429.55621,3654000
KS,2077,68429.55621,3654000
KS,2078,68429.55621,3654000
KS,2079,68429.55621,3654000
NH,2055,68486.66388,1590000
NH,2056,68486.66388,1590000
NH,2057,68486.66388,1590000
NH,2058,68486.66388,1590000
NH,2059,68486.66388,1590000
OK,2075,68505.71995,4934000
OK,2076,68505.71995,4934000
OK,2077,68505.71995,4934000
OK,2078,68505.71995,4934000
OK,2079,68505.71995,4934000
LA,2075,68508.88336,5742000
LA,2076,68508.88336,5742000
LA,2077,68508.88336,5742000
LA,2078,68508.88336,5742000
LA,2079,68508.88336,5742000
IN,2085,68644.29799,8854000
IN,2086,68644.29799,8854000
IN,2087,68644.29799,8854000
IN,2088,68644.29799,8854000
IN,2089,68644.29799,8854000
ME,2075,68657.49497,1568000
ME,2076,68657.49497,1568000
ME,2077,68657.49497,1568000
ME,2078,68657.49497,1568000
ME,2079,68657.49497,1568000
ND,2050,68935.42704,881000
ND,2051,68935.42704,881000
ND,2052,68935.42704,881000
ND,2053,68935.42704,881000
ND,2054,68935.42704,881000
MN,2065,68988.51879,7114000
MN,2066,68988.51879,7114000
MN,2067,68988.51879,7114000
MN,2068,68988.51879,7114000
MN,2069,68988.51879,7114000
UT,2065,69148.61598,4383000
UT,2066,69148.61598,4383000
UT,2067,69148.61598,4383000
UT,2068,69148.61598,4383000
UT,2069,69148.61598,4383000
NE,2070,69199.57901,2465000
NE,2071,69199.57901,2465000
NE,2072,69199.57901,2465000
NE,2073,69199.57901,2465000
NE,2074,69199.57901,2465000
WI,2075,69295.06187,7292000
WI,2076,69295.06187,7292000
WI,2077,69295.06187,7292000
WI,2078,69295.06187,7292000
WI,2079,69295.06187,7292000
AK,2055,69339.72354,827000
AK,2056,69339.72354,827000
AK,2057,69339.72354,827000
AK,2058,69339.72354,827000
AK,2059,69339.72354,827000
MA,2040,69396.6363,8019000
MA,2041,69396.6363,8019000
MA,2042,69396.6363,8019000
MA,2043,69396.6363,8019000
MA,2044,69396.6363,8019000
MT,2095,69528.34215,1303000
MT,2096,69528.34215,1303000
MT,2097,69528.34215,1303000
MT,2098,69528.34215,1303000
MT,2099,69528.34215,1303000
VA,2080,69580.72565,11347000
VA,2081,69580.72565,11347000
VA,2082,69580.72565,11347000
VA,2083,69580.72565,11347000
VA,2084,69580.72565,11347000
MD,2075,69684.57501,8142000
MD,2076,69684.57501,8142000
MD,2077,69684.57501,8142000
MD,2078,69684.57501,8142000
MD,2079,69684.57501,8142000
NJ,2055,69778.3291,11011000
NJ,2056,69778.3291,11011000
NJ,2057,69778.3291,11011000
NJ,2058,69778.3291,11011000
NJ,2059,69778.3291,11011000
CO,2055,69952.38651,7408000
CO,2056,69952.38651,7408000
CO,2057,69952.38651,7408000
CO,2058,69952.38651,7408000
CO,2059,69952.38651,7408000
SD,2090,70032.46924,1098000
SD,2091,70032.46924,1098000
SD,2092,70032.46924,1098000
SD,2093,70032.46924,1098000
SD,2094,70032.46924,1098000
MI,2085,70050.4324,13103000
MI,2086,70050.4324,13103000
MI,2087,70050.4324,13103000
MI,2088,70050.4324,13103000
MI,2089,70050.4324,13103000
TX,2060,70134.99355,38120000
TX,2061,70134.99355,38120000
TX,2062,70134.99355,38120000
TX,2063,70134.99355,38120000
TX,2064,70134.99355,38120000
OH,2080,70201.17368,15444000
OH,2081,70201.17368,15444000
OH,2082,70201.17368,15444000
OH,2083,70201.17368,15444000
OH,2084,70201.17368,15444000
DE,2080,70236.15557,1351000
DE,2081,70236.15557,1351000
DE,2082,70236.15557,1351000
DE,2083,70236.15557,1351000
DE,2084,70236.15557,1351000
NM,2080,70247.8058,2655000
NM,2081,70247.8058,2655000
NM,2082,70247.8058,2655000
NM,2083,70247.8058,2655000
NM,2084,70247.8058,2655000
IL,2060,70288.12427,15485000
IL,2061,70288.12427,15485000
IL,2062,70288.12427,15485000
IL,2063,70288.12427,15485000
IL,2064,70288.12427,15485000
ID,2090,70369.62771,2478000
ID,2091,70369.62771,2478000
ID,2092,70369.62771,2478000
ID,2093,70369.62771,2478000
ID,2094,70369.62771,2478000
MO,2095,70386.57735,8021000
MO,2096,70386.57735,8021000
MO,2097,70386.57735,8021000
MO,2098,70386.57735,8021000
MO,2099,70386.57735,8021000
NV,2075,70463.5612,4484000
NV,2076,70463.5612,4484000
NV,2077,70463.5612,4484000
NV,2078,70463.5612,4484000
NV,2079,70463.5612,4484000
AZ,2080,70529.85407,10544000
AZ,2081,70529.85407,10544000
AZ,2082,70529.85407,10544000
AZ,2083,70529.85407,10544000
AZ,2084,70529.85407,10544000
IA,2080,70531.76532,3948000
IA,2081,70531.76532,3948000
IA,2082,70531.76532,3948000
IA,2083,70531.76532,3948000
IA,2084,70531.76532,3948000
OR,2075,70539.59694,5689000
OR,2076,70539.59694,5689000
OR,2077,70539.59694,5689000
OR,2078,70539.59694,5689000
OR,2079,70539.59694,5689000
VT,2070,70694.63822,699000
VT,2071,70694.63822,699000
VT,2072,70694.63822,699000
VT,2073,70694.63822,699000
VT,2074,70694.63822,699000
TN,2080,70780.97245,8940000
TN,2081,70780.97245,8940000
TN,2082,70780.97245,8940000
TN,2083,70780.97245,8940000
TN,2084,70780.97245,8940000
HI,2070,70839.74209,1757000
HI,2071,70839.74209,1757000
HI,2072,70839.74209,1757000
HI,2073,70839.74209,1757000
HI,2074,70839.74209,1757000
KS,2080,71249.74452,3694000
KS,2081,71249.74452,3694000
KS,2082,71249.74452,3694000
KS,2083,71249.74452,3694000
KS,2084,71249.74452,3694000
IN,2090,71260.89078,8907000
IN,2091,71260.89078,8907000
IN,2092,71260.89078,8907000
IN,2093,71260.89078,8907000
IN,2094,71260.89078,8907000
WA,2045,71613.30819,9346000
WA,2046,71613.30819,9346000
WA,2047,71613.30819,9346000
WA,2048,71613.30819,9346000
WA,2049,71613.30819,9346000
MT,2100,71682.8068,1298000
OK,2080,71812.18786,4984000
OK,2081,71812.18786,4984000
OK,2082,71812.18786,4984000
OK,2083,71812.18786,4984000
OK,2084,71812.18786,4984000
LA,2080,71815.50395,5807000
LA,2081,71815.50395,5807000
LA,2082,71815.50395,5807000
LA,2083,71815.50395,5807000
LA,2084,71815.50395,5807000
VA,2085,72117.66403,11421000
VA,2086,72117.66403,11421000
VA,2087,72117.66403,11421000
VA,2088,72117.66403,11421000
VA,2089,72117.66403,11421000
MN,2070,72223.06505,7236000
MN,2071,72223.06505,7236000
MN,2072,72223.06505,7236000
MN,2073,72223.06505,7236000
MN,2074,72223.06505,7236000
NE,2075,72248.2645,2492000
NE,2076,72248.2645,2492000
NE,2077,72248.2645,2492000
NE,2078,72248.2645,2492000
NE,2079,72248.2645,2492000
PA,2065,72304.71822,15968000
PA,2066,72304.71822,15968000
PA,2067,72304.71822,15968000
PA,2068,72304.71822,15968000
PA,2069,72304.71822,15968000
SD,2095,72323.92875,1093000
SD,2096,72323.92875,1093000
SD,2097,72323.92875,1093000
SD,2098,72323.92875,1093000
SD,2099,72323.92875,1093000
WY,2055,72340.15206,659000
WY,2056,72340.15206,659000
WY,2057,72340.15206,659000
WY,2058,72340.15206,659000
WY,2059,72340.15206,659000
MD,2080,72383.19935,8269000
MD,2081,72383.19935,8269000
MD,2082,72383.19935,8269000
MD,2083,72383.19935,8269000
MD,2084,72383.19935,8269000
WI,2080,72477.86881,7365000
WI,2081,72477.86881,7365000
WI,2082,72477.86881,7365000
WI,2083,72477.86881,7365000
WI,2084,72477.86881,7365000
MO,2100,72491.2268,8029000
ME,2080,72541.30421,1576000
ME,2081,72541.30421,1576000
ME,2082,72541.30421,1576000
ME,2083,72541.30421,1576000
ME,2084,72541.30421,1576000
MI,2090,72720.62441,13188000
MI,2091,72720.62441,13188000
MI,2092,72720.62441,13188000
MI,2093,72720.62441,13188000
MI,2094,72720.62441,13188000
ND,2055,72757.20744,894000
ND,2056,72757.20744,894000
ND,2057,72757.20744,894000
ND,2058,72757.20744,894000
ND,2059,72757.20744,894000
RI,2070,72771.35503,1389000
RI,2071,72771.35503,1389000
RI,2072,72771.35503,1389000
RI,2073,72771.35503,1389000
RI,2074,72771.35503,1389000
DE,2085,72796.99117,1361000
DE,2086,72796.99117,1361000
DE,2087,72796.99117,1361000
DE,2088,72796.99117,1361000
DE,2089,72796.99117,1361000
CA,2050,72858.50682,48357000
CA,2051,72858.50682,48357000
CA,2052,72858.50682,48357000
CA,2053,72858.50682,48357000
CA,2054,72858.50682,48357000
ID,2095,72938.93673,2479000
ID,2096,72938.93673,2479000
ID,2097,72938.93673,2479000
ID,2098,72938.93673,2479000
ID,2099,72938.93673,2479000
OH,2085,73151.6697,15560000
OH,2086,73151.6697,15560000
OH,2087,73151.6697,15560000
OH,2088,73151.6697,15560000
OH,2089,73151.6697,15560000
IA,2085,73238.47903,3961000
IA,2086,73238.47903,3961000
IA,2087,73238.47903,3961000
IA,2088,73238.47903,3961000
IA,2089,73238.47903,3961000
CT,2050,73307.60883,4217000
CT,2051,73307.60883,4217000
CT,2052,73307.60883,4217000
CT,2053,73307.60883,4217000
CT,2054,73307.60883,4217000
NY,2045,73310.69427,22168000
NY,2046,73310.69427,22168000
NY,2047,73310.69427,22168000
NY,2048,73310.69427,22168000
NY,2049,73310.69427,22168000
NM,2085,73593.13419,2671000
NM,2086,73593.13419,2671000
NM,2087,73593.13419,2671000
NM,2088,73593.13419,2671000
NM,2089,73593.13419,2671000
UT,2070,73605.95705,4472000
UT,2071,73605.95705,4472000
UT,2072,73605.95705,4472000
UT,2073,73605.95705,4472000
UT,2074,73605.95705,4472000
TN,2085,73676.86913,8984000
TN,2086,73676.86913,8984000
TN,2087,73676.86913,8984000
TN,2088,73676.86913,8984000
TN,2089,73676.86913,8984000
IN,2095,73700.08958,8920000
IN,2096,73700.08958,8920000
IN,2097,73700.08958,8920000
IN,2098,73700.08958,8920000
IN,2099,73700.08958,8920000
AK,2060,73823.97005,842000
AK,2061,73823.97005,842000
AK,2062,73823.97005,842000
AK,2063,73823.97005,842000
AK,2064,73823.97005,842000
OR,2080,73887.84633,5764000
OR,2081,73887.84633,5764000
OR,2082,73887.84633,5764000
OR,2083,73887.84633,5764000
OR,2084,73887.84633,5764000
AZ,2085,73888.61411,10639000
AZ,2086,73888.61411,10639000
AZ,2087,73888.61411,10639000
AZ,2088,73888.61411,10639000
AZ,2089,73888.61411,10639000
KS,2085,73984.01127,3714000
KS,2086,73984.01127,3714000
KS,2087,73984.01127,3714000
KS,2088,73984.01127,3714000
KS,2089,73984.01127,3714000
NH,2060,74124.75717,1616000
NH,2061,74124.75717,1616000
NH,2062,74124.75717,1616000
NH,2063,74124.75717,1616000
NH,2064,74124.75717,1616000
NV,2080,74212.73857,4553000
NV,2081,74212.73857,4553000
NV,2082,74212.73857,4553000
NV,2083,74212.73857,4553000
NV,2084,74212.73857,4553000
IL,2065,74347.225,15820000
IL,2066,74347.225,15820000
IL,2067,74347.225,15820000
IL,2068,74347.225,15820000
IL,2069,74347.225,15820000
TX,2065,74462.9527,38921000
TX,2066,74462.9527,38921000
TX,2067,74462.9527,38921000
TX,2068,74462.9527,38921000
TX,2069,74462.9527,38921000
SD,2100,74486.50751,1089000
HI,2075,74505.62411,1780000
HI,2076,74505.62411,1780000
HI,2077,74505.62411,1780000
HI,2078,74505.62411,1780000
HI,2079,74505.62411,1780000
VA,2090,74584.71337,11494000
VA,2091,74584.71337,11494000
VA,2092,74584.71337,11494000
VA,2093,74584.71337,11494000
VA,2094,74584.71337,11494000
NJ,2060,74797.06554,11296000
NJ,2061,74797.06554,11296000
NJ,2062,74797.06554,11296000
NJ,2063,74797.06554,11296000
NJ,2064,74797.06554,11296000
OK,2085,74958.8741,5006000
OK,2086,74958.8741,5006000
OK,2087,74958.8741,5006000
OK,2088,74958.8741,5006000
OK,2089,74958.8741,5006000
LA,2085,74962.3355,5839000
LA,2086,74962.3355,5839000
LA,2087,74962.3355,5839000
LA,2088,74962.3355,5839000
LA,2089,74962.3355,5839000
MD,2085,75022.31693,8347000
MD,2086,75022.31693,8347000
MD,2087,75022.31693,8347000
MD,2088,75022.31693,8347000
MD,2089,75022.31693,8347000
VT,2075,75145.41789,700000
VT,2076,75145.41789,700000
VT,2077,75145.41789,700000
VT,2078,75145.41789,700000
VT,2079,75145.41789,700000
ID,2100,75199.08498,2479000
MI,2095,75209.78863,13212000
MI,2096,75209.78863,13212000
MI,2097,75209.78863,13212000
MI,2098,75209.78863,13212000
MI,2099,75209.78863,13212000
NE,2080,75225.83329,2520000
NE,2081,75225.83329,2520000
NE,2082,75225.83329,2520000
NE,2083,75225.83329,2520000
NE,2084,75225.83329,2520000
CO,2060,75255.42622,7585000
CO,2061,75255.42622,7585000
CO,2062,75255.42622,7585000
CO,2063,75255.42622,7585000
CO,2064,75255.42622,7585000
DE,2090,75287.27938,1372000
DE,2091,75287.27938,1372000
DE,2092,75287.27938,1372000
DE,2093,75287.27938,1372000
DE,2094,75287.27938,1372000
MN,2075,75404.9545,7319000
MN,2076,75404.9545,7319000
MN,2077,75404.9545,7319000
MN,2078,75404.9545,7319000
MN,2079,75404.9545,7319000
WI,2085,75524.0524,7398000
WI,2086,75524.0524,7398000
WI,2087,75524.0524,7398000
WI,2088,75524.0524,7398000
WI,2089,75524.0524,7398000
IA,2090,75841.72583,3973000
IA,2091,75841.72583,3973000
IA,2092,75841.72583,3973000
IA,2093,75841.72583,3973000
IA,2094,75841.72583,3973000
IN,2100,75937.02045,8932000
OH,2090,75940.0751,15675000
OH,2091,75940.0751,15675000
OH,2092,75940.0751,15675000
OH,2093,75940.0751,15675000
OH,2094,75940.0751,15675000
ME,2085,76182.75622,1576000
ME,2086,76182.75622,1576000
ME,2087,76182.75622,1576000
ME,2088,76182.75622,1576000
ME,2089,76182.75622,1576000
MA,2045,76269.60737,8252000
MA,2046,76269.60737,8252000
MA,2047,76269.60737,8252000
MA,2048,76269.60737,8252000
MA,2049,76269.60737,8252000
TN,2090,76428.37583,9028000
TN,2091,76428.37583,9028000
TN,2092,76428.37583,9028000
TN,2093,76428.37583,9028000
TN,2094,76428.37583,9028000
ND,2060,76582.18635,908000
ND,2061,76582.18635,908000
ND,2062,76582.18635,908000
ND,2063,76582.18635,908000
ND,2064,76582.18635,908000
KS,2090,76613.75786,3734000
KS,2091,76613.75786,3734000
KS,2092,76613.75786,3734000
KS,2093,76613.75786,3734000
KS,2094,76613.75786,3734000
NM,2090,76687.70389,2686000
NM,2091,76687.70389,2686000
NM,2092,76687.70389,2686000
NM,2093,76687.70389,2686000
NM,2094,76687.70389,2686000
PA,2070,76753.67133,16269000
PA,2071,76753.67133,16269000
PA,2072,76753.67133,16269000
PA,2073,76753.67133,16269000
PA,2074,76753.67133,16269000
WA,2050,76801.77596,9582000
WA,2051,76801.77596,9582000
WA,2052,76801.77596,9582000
WA,2053,76801.77596,9582000
WA,2054,76801.77596,9582000
VA,2095,76967.7427,11514000
VA,2096,76967.7427,11514000
VA,2097,76967.7427,11514000
VA,2098,76967.7427,11514000
VA,2099,76967.7427,11514000
AZ,2090,76995.60865,10734000
AZ,2091,76995.60865,10734000
AZ,2092,76995.60865,10734000
AZ,2093,76995.60865,10734000
AZ,2094,76995.60865,10734000
OR,2085,77079.61645,5805000
OR,2086,77079.61645,5805000
OR,2087,77079.61645,5805000
OR,2088,77079.61645,5805000
OR,2089,77079.61645,5805000
RI,2075,77352.88026,1412000
RI,2076,77352.88026,1412000
RI,2077,77352.88026,1412000
RI,2078,77352.88026,1412000
RI,2079,77352.88026,1412000
MI,2100,77492.5416,13235000
MD,2090,77588.73058,8424000
MD,2091,77588.73058,8424000
