"","country","Category","gdp_ppp_pc_usd2011","population","gdp_quintile","tot_pop","tot_gdp","cum_pop","GCAM_region_ID","sce","year","d1_cutoff","d2_cutoff","d3_cutoff","d4_cutoff","d5_cutoff","d6_cutoff","d7_cutoff","d8_cutoff","d9_cutoff","category","max_cum_pop","shortfall"
"514","SD",NA,NA,10.91,NA,4604.19,NA,2749.88,1,"SSP2",2053,460.42,920.84,1381.26,1841.68,2302.09,2762.51,3222.93,3683.35,4143.77,"d6",2749.88,12.6300000000001
"515","SD",NA,NA,9.55,NA,3985.89,NA,2375.9,1,"SSP3",2053,398.59,797.18,1195.77,1594.36,1992.94,2391.53,2790.12,3188.71,3587.3,"d6",2375.9,15.6300000000001
"516","WY",NA,NA,7.81,NA,5163.64,NA,3598.55,1,"SSP5",2053,516.36,1032.73,1549.09,2065.46,2581.82,3098.18,3614.55,4130.91,4647.28,"d7",3598.55,16
"517","AL",NA,NA,57,NA,4618.86,NA,893.51,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d2",893.51,30.26
"518","AL",NA,NA,48.83,NA,3973.61,NA,766.37,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d2",766.37,28.35
"519","AR",NA,NA,43.16,NA,5206.35,NA,987.66,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d2",987.66,53.61
"520","FL",NA,NA,257.64,NA,4618.86,NA,1374.49,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d3",1374.49,11.1700000000001
"521","HI",NA,NA,13.53,NA,3973.61,NA,1189.84,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d3",1189.84,2.24000000000001
"522","ID",NA,NA,29.95,NA,5206.35,NA,1525.3,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d3",1525.3,36.6000000000001
"523","MA",NA,NA,73.79,NA,4618.86,NA,1815.09,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d4",1815.09,32.45
"524","MA",NA,NA,63.6,NA,3973.61,NA,1556.99,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d4",1556.99,32.45
"525","ME",NA,NA,16.3,NA,5206.35,NA,2027.04,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d4",2027.04,55.5
"526","NH",NA,NA,14.91,NA,4618.86,NA,2292.42,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d5",2292.42,17.0099999999998
"527","NH",NA,NA,12.87,NA,3973.61,NA,1967.08,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d5",1967.08,19.73
"528","NH",NA,NA,16.97,NA,5206.35,NA,2524.42,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d5",2524.42,78.7599999999998
"529","RI",NA,NA,12.59,NA,5206.35,NA,3121.27,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d6",3121.27,2.53999999999996
"530","SD",NA,NA,10.97,NA,4618.86,NA,2758.58,1,"SSP2",2054,461.89,923.77,1385.66,1847.54,2309.43,2771.32,3233.2,3695.09,4156.97,"d6",2758.58,12.7400000000002
"531","SD",NA,NA,9.54,NA,3973.61,NA,2368.39,1,"SSP3",2054,397.36,794.72,1192.08,1589.44,1986.81,2384.17,2781.53,3178.89,3576.25,"d6",2368.39,15.7800000000002
"532","WY",NA,NA,7.89,NA,5206.35,NA,3627.68,1,"SSP5",2054,520.64,1041.27,1561.9,2082.54,2603.18,3123.81,3644.45,4165.08,4685.72,"d7",3627.68,16.77
"533","AL",NA,NA,57.22,NA,4632.4,NA,895.73,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d2",895.73,30.75
"534","AL",NA,NA,48.7,NA,3960.08,NA,763.21,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d2",763.21,28.8099999999999
"535","AR",NA,NA,43.63,NA,5249.27,NA,994.85,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d2",994.85,54.9999999999999
"536","FL",NA,NA,258.39,NA,4632.4,NA,1378.41,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d3",1378.41,11.3099999999999
"537","HI",NA,NA,13.49,NA,3960.08,NA,1185.39,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d3",1185.39,2.62999999999988
"538","ID",NA,NA,30.3,NA,5249.27,NA,1537.33,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d3",1537.33,37.45
"539","MA",NA,NA,73.87,NA,4632.4,NA,1820.01,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d4",1820.01,32.95
"540","MA",NA,NA,63.27,NA,3960.08,NA,1551.1,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d4",1551.1,32.9300000000001
"541","ME",NA,NA,16.41,NA,5249.27,NA,2042.71,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d4",2042.71,57
"542","NH",NA,NA,14.93,NA,4632.4,NA,2298.8,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d5",2298.8,17.3999999999996
"543","NH",NA,NA,12.81,NA,3960.08,NA,1959.89,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d5",1959.89,20.1499999999999
"544","NH",NA,NA,17.08,NA,5249.27,NA,2544.4,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d5",2544.4,80.2399999999998
"545","RI",NA,NA,12.66,NA,5249.27,NA,3145.68,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d6",3145.68,3.88000000000011
"546","SD",NA,NA,11.02,NA,4632.4,NA,2766.21,1,"SSP2",2055,463.24,926.48,1389.72,1852.96,2316.2,2779.44,3242.68,3705.92,4169.16,"d6",2766.21,13.23
"547","SD",NA,NA,9.53,NA,3960.08,NA,2359.76,1,"SSP3",2055,396.01,792.02,1188.02,1584.03,1980.04,2376.05,2772.06,3168.06,3564.07,"d6",2359.76,16.29
"548","WY",NA,NA,7.97,NA,5249.27,NA,3656.96,1,"SSP5",2055,524.93,1049.85,1574.78,2099.71,2624.64,3149.56,3674.49,4199.42,4724.34,"d7",3656.96,17.5299999999997
"549","AL",NA,NA,57.43,NA,4645.61,NA,897.94,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d2",897.94,31.1799999999999
"550","AL",NA,NA,48.56,NA,3947.24,NA,761.04,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d2",761.04,28.4100000000001
"551","AR",NA,NA,44.11,NA,5292.16,NA,1002.07,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d2",1002.07,56.36
"552","FL",NA,NA,259.11,NA,4645.61,NA,1382.29,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d3",1382.29,11.3900000000001
"553","HI",NA,NA,13.45,NA,3947.24,NA,1181.91,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d3",1181.91,2.25999999999999
"554","ID",NA,NA,30.64,NA,5292.16,NA,1549.34,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d3",1549.34,38.3100000000002
"555","MA",NA,NA,73.94,NA,4645.61,NA,1824.86,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d4",1824.86,33.3800000000001
"556","MA",NA,NA,62.95,NA,3947.24,NA,1546.21,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d4",1546.21,32.6900000000001
"557","ME",NA,NA,16.51,NA,5292.16,NA,2058.34,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d4",2058.34,58.52
"558","NH",NA,NA,14.94,NA,4645.61,NA,2305.05,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d5",2305.05,17.75
"559","NH",NA,NA,12.75,NA,3947.24,NA,1953.63,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d5",1953.63,19.9899999999998
"560","NH",NA,NA,17.19,NA,5292.16,NA,2564.35,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d5",2564.35,81.73
"561","RI",NA,NA,12.74,NA,5292.16,NA,3170.06,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d6",3170.06,5.24000000000024
"562","SD",NA,NA,11.07,NA,4645.61,NA,2773.66,1,"SSP2",2056,464.56,929.12,1393.68,1858.24,2322.8,2787.37,3251.93,3716.49,4181.05,"d6",2773.66,13.71
"563","SD",NA,NA,9.51,NA,3947.24,NA,2351.99,1,"SSP3",2056,394.72,789.45,1184.17,1578.9,1973.62,2368.34,2763.07,3157.79,3552.52,"d6",2351.99,16.3500000000004
"564","WY",NA,NA,8.05,NA,5292.16,NA,3686.22,1,"SSP5",2056,529.22,1058.43,1587.65,2116.86,2646.08,3175.3,3704.51,4233.73,4762.94,"d7",3686.22,18.2900000000004
"565","AL",NA,NA,57.65,NA,4658.92,NA,900.17,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d2",900.17,31.61
"566","AL",NA,NA,48.42,NA,3933.15,NA,757.87,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d2",757.87,28.76
"567","AR",NA,NA,44.6,NA,5335.51,NA,1009.3,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d2",1009.3,57.8
"568","FL",NA,NA,259.83,NA,4658.92,NA,1386.18,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d3",1386.18,11.5
"569","HI",NA,NA,13.42,NA,3933.15,NA,1177.39,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d3",1177.39,2.54999999999995
"570","ID",NA,NA,30.99,NA,5335.51,NA,1561.42,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d3",1561.42,39.23
"571","MA",NA,NA,74.01,NA,4658.92,NA,1829.75,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d4",1829.75,33.8199999999999
"572","MA",NA,NA,62.62,NA,3933.15,NA,1540.22,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d4",1540.22,33.04
"573","ME",NA,NA,16.62,NA,5335.51,NA,2074.13,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d4",2074.13,60.0699999999997
"574","NH",NA,NA,14.96,NA,4658.92,NA,2311.38,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d5",2311.38,18.0799999999999
"575","NH",NA,NA,12.69,NA,3933.15,NA,1946.27,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d5",1946.27,20.3099999999999
"576","NH",NA,NA,17.3,NA,5335.51,NA,2584.5,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d5",2584.5,83.2600000000002
"577","RI",NA,NA,12.82,NA,5335.51,NA,3194.75,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d6",3194.75,6.55999999999995
"578","SD",NA,NA,11.12,NA,4658.92,NA,2781.22,1,"SSP2",2057,465.89,931.78,1397.68,1863.57,2329.46,2795.35,3261.24,3727.14,4193.03,"d6",2781.22,14.1300000000001
"579","SD",NA,NA,9.5,NA,3933.15,NA,2343.15,1,"SSP3",2057,393.32,786.63,1179.94,1573.26,1966.58,2359.89,2753.2,3146.52,3539.84,"d6",2343.15,16.7399999999998
"580","WY",NA,NA,8.13,NA,5335.51,NA,3715.78,1,"SSP5",2057,533.55,1067.1,1600.65,2134.2,2667.76,3201.31,3734.86,4268.41,4801.96,"d7",3715.78,19.0799999999999
"581","AL",NA,NA,57.86,NA,4672.16,NA,902.38,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d2",902.38,32.05
"582","AL",NA,NA,48.27,NA,3919.83,NA,755.69,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d2",755.69,28.28
"583","AR",NA,NA,45.08,NA,5380.13,NA,1017.53,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d2",1017.53,58.5
"584","FL",NA,NA,260.56,NA,4672.16,NA,1390.04,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d3",1390.04,11.6100000000001
"585","HI",NA,NA,13.38,NA,3919.83,NA,1173.83,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d3",1173.83,2.12000000000012
"586","ID",NA,NA,31.33,NA,5380.13,NA,1574.52,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d3",1574.52,39.52
"587","MA",NA,NA,74.09,NA,4672.16,NA,1834.62,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d4",1834.62,34.24
"588","MA",NA,NA,62.29,NA,3919.83,NA,1535.18,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d4",1535.18,32.75
"589","ME",NA,NA,16.73,NA,5380.13,NA,2090.95,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d4",2090.95,61.1000000000004
"590","NH",NA,NA,14.98,NA,4672.16,NA,2317.67,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d5",2317.67,18.4099999999999
"591","NH",NA,NA,12.62,NA,3919.83,NA,1939.83,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d5",1939.83,20.0800000000002
"592","NH",NA,NA,17.41,NA,5380.13,NA,2605.72,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d5",2605.72,84.3400000000001
"593","RI",NA,NA,12.89,NA,5380.13,NA,3220.5,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d6",3220.5,7.57999999999993
"594","SD",NA,NA,11.18,NA,4672.16,NA,2788.73,1,"SSP2",2058,467.22,934.43,1401.65,1868.86,2336.08,2803.3,3270.51,3737.73,4204.94,"d6",2788.73,14.5700000000002
"595","SD",NA,NA,9.49,NA,3919.83,NA,2335.17,1,"SSP3",2058,391.98,783.97,1175.95,1567.93,1959.91,2351.9,2743.88,3135.86,3527.85,"d6",2335.17,16.73
"596","WY",NA,NA,8.21,NA,5380.13,NA,3746.47,1,"SSP5",2058,538.01,1076.03,1614.04,2152.05,2690.06,3228.08,3766.09,4304.1,4842.12,"d7",3746.47,19.6200000000003
"597","AL",NA,NA,58.08,NA,4685.21,NA,904.61,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d2",904.61,32.4299999999999
"598","AL",NA,NA,48.12,NA,3905.16,NA,752.51,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d2",752.51,28.52
"599","AR",NA,NA,45.57,NA,5424,NA,1024.78,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d2",1024.78,60.02
"600","FL",NA,NA,261.27,NA,4685.21,NA,1393.9,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d3",1393.9,11.6599999999999
"601","HI",NA,NA,13.34,NA,3905.16,NA,1169.22,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d3",1169.22,2.32999999999993
"602","ID",NA,NA,31.68,NA,5424,NA,1586.66,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d3",1586.66,40.54
"603","MA",NA,NA,74.16,NA,4685.21,NA,1839.45,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d4",1839.45,34.6299999999999
"604","MA",NA,NA,61.95,NA,3905.16,NA,1529.05,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d4",1529.05,33.01
"605","ME",NA,NA,16.84,NA,5424,NA,2106.88,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d4",2106.88,62.7199999999998
"606","NH",NA,NA,14.99,NA,4685.21,NA,2323.9,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d5",2323.9,18.6999999999998
"607","NH",NA,NA,12.56,NA,3905.16,NA,1932.25,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d5",1932.25,20.3299999999999
"608","NH",NA,NA,17.52,NA,5424,NA,2626.07,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d5",2626.07,85.9299999999998
"609","RI",NA,NA,12.97,NA,5424,NA,3245.45,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d6",3245.45,8.95000000000027
"610","SD",NA,NA,11.23,NA,4685.21,NA,2796.17,1,"SSP2",2059,468.52,937.04,1405.56,1874.08,2342.6,2811.13,3279.65,3748.17,4216.69,"d6",2796.17,14.96
"611","SD",NA,NA,9.47,NA,3905.16,NA,2326.01,1,"SSP3",2059,390.52,781.03,1171.55,1562.06,1952.58,2343.1,2733.61,3124.13,3514.64,"d6",2326.01,17.0899999999997
"612","WY",NA,NA,8.29,NA,5424,NA,3776.37,1,"SSP5",2059,542.4,1084.8,1627.2,2169.6,2712,3254.4,3796.8,4339.2,4881.6,"d7",3776.37,20.4300000000003
"613","AL",NA,NA,58.3,NA,4698.45,NA,906.84,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d2",906.84,32.85
"614","AL",NA,NA,47.97,NA,3890.29,NA,749.33,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d2",749.33,28.7299999999999
"615","AR",NA,NA,46.07,NA,5469.42,NA,1033.05,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d2",1033.05,60.8300000000002
"616","FL",NA,NA,262,NA,4698.45,NA,1397.78,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d3",1397.78,11.75
"617","HI",NA,NA,13.3,NA,3890.29,NA,1164.59,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d3",1164.59,2.5
"618","ID",NA,NA,32.03,NA,5469.42,NA,1599.88,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d3",1599.88,40.9499999999998
"619","MA",NA,NA,74.23,NA,4698.45,NA,1844.34,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d4",1844.34,35.0400000000002
"620","MA",NA,NA,61.61,NA,3890.29,NA,1522.9,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d4",1522.9,33.2199999999998
"621","ME",NA,NA,16.96,NA,5469.42,NA,2123.93,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d4",2123.93,63.8400000000001
"622","NH",NA,NA,15.01,NA,4698.45,NA,2330.2,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d5",2330.2,19.02
"623","NH",NA,NA,12.5,NA,3890.29,NA,1924.63,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d5",1924.63,20.51
"624","NH",NA,NA,17.64,NA,5469.42,NA,2647.6,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d5",2647.6,87.1100000000001
"625","RI",NA,NA,13.05,NA,5469.42,NA,3271.68,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d6",3271.68,9.97000000000025
"626","SD",NA,NA,11.28,NA,4698.45,NA,2803.7,1,"SSP2",2060,469.85,939.69,1409.53,1879.38,2349.22,2819.07,3288.91,3758.76,4228.6,"d6",2803.7,15.3700000000003
"627","SD",NA,NA,9.46,NA,3890.29,NA,2316.82,1,"SSP3",2060,389.03,778.06,1167.09,1556.12,1945.14,2334.17,2723.2,3112.23,3501.26,"d6",2316.82,17.3499999999999
"628","WY",NA,NA,8.37,NA,5469.42,NA,3807.61,1,"SSP5",2060,546.94,1093.88,1640.83,2187.77,2734.71,3281.65,3828.59,4375.54,4922.48,"d7",3807.61,20.98
"629","AL",NA,NA,58.51,NA,4711.38,NA,909.06,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d2",909.06,33.22
"630","AL",NA,NA,47.81,NA,3875.95,NA,747.14,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d2",747.14,28.0500000000001
"631","AR",NA,NA,46.56,NA,5513.86,NA,1040.31,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d2",1040.31,62.46
"632","FL",NA,NA,262.71,NA,4711.38,NA,1401.61,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d3",1401.61,11.8000000000002
"633","HI",NA,NA,13.25,NA,3875.95,NA,1160.86,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d3",1160.86,1.92000000000007
"634","ID",NA,NA,32.38,NA,5513.86,NA,1612.08,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d3",1612.08,42.0800000000002
"635","MA",NA,NA,74.3,NA,4711.38,NA,1849.16,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d4",1849.16,35.3899999999999
"636","MA",NA,NA,61.27,NA,3875.95,NA,1517.62,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d4",1517.62,32.7600000000002
"637","ME",NA,NA,17.07,NA,5513.86,NA,2139.99,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d4",2139.99,65.5500000000002
"638","NH",NA,NA,15.03,NA,4711.38,NA,2336.4,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d5",2336.4,19.29
"639","NH",NA,NA,12.43,NA,3875.95,NA,1917.82,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d5",1917.82,20.1500000000001
"640","NH",NA,NA,17.76,NA,5513.86,NA,2668.15,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d5",2668.15,88.7799999999997
"641","RI",NA,NA,13.13,NA,5513.86,NA,3296.93,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d6",3296.93,11.3900000000003
"642","SD",NA,NA,11.33,NA,4711.38,NA,2811.12,1,"SSP2",2061,471.14,942.28,1413.41,1884.55,2355.69,2826.83,3297.97,3769.1,4240.24,"d6",2811.12,15.71
"643","SD",NA,NA,9.44,NA,3875.95,NA,2308.38,1,"SSP3",2061,387.6,775.19,1162.78,1550.38,1937.97,2325.57,2713.16,3100.76,3488.36,"d6",2308.38,17.1900000000001
"644","WY",NA,NA,8.45,NA,5513.86,NA,3837.87,1,"SSP5",2061,551.39,1102.77,1654.16,2205.54,2756.93,3308.32,3859.7,4411.09,4962.47,"d7",3837.87,21.8299999999999
"645","AL",NA,NA,58.73,NA,4724.44,NA,911.28,1,"SSP2",2062,472.44,944.89,1417.33,1889.78,2362.22,2834.66,3307.11,3779.55,4252,"d2",911.28,33.61
"646","AL",NA,NA,47.65,NA,3860.42,NA,743.95,1,"SSP3",2062,386.04,772.08,1158.13,1544.17,1930.21,2316.25,2702.29,3088.34,3474.38,"d2",743.95,28.13
"647","AR",NA,NA,47.06,NA,5559.96,NA,1048.59,1,"SSP5",2062,556,1111.99,1667.99,2223.98,2779.98,3335.98,3891.97,4447.97,5003.96,"d2",1048.59,63.4000000000001
"648","FL",NA,NA,263.42,NA,4724.44,NA,1405.44,1,"SSP2",2062,472.44,944.89,1417.33,1889.78,2362.22,2834.66,3307.11,3779.55,4252,"d3",1405.44,11.8899999999999
"649","HI",NA,NA,13.21,NA,3860.42,NA,1156.09,1,"SSP3",2062,386.04,772.08,1158.13,1544.17,1930.21,2316.25,2702.29,3088.34,3474.38,"d3",1156.09,2.04000000000019
