"","country","Category","gdp_ppp_pc_usd2011","population","gdp_quintile","tot_pop","tot_gdp","cum_pop","GCAM_region_ID","sce","year","d1_cutoff","d2_cutoff","d3_cutoff","d4_cutoff","d5_cutoff","d6_cutoff","d7_cutoff","d8_cutoff","d9_cutoff","category","max_cum_pop","shortfall"
"1073","ME",NA,NA,14.28,NA,5031.95,NA,1979.27,1,"SSP2",2087,503.2,1006.39,1509.58,2012.78,2515.98,3019.17,3522.36,4025.56,4528.76,"d4",1979.27,33.51
"1074","ME",NA,NA,9.41,NA,3334.73,NA,1305.3,1,"SSP3",2087,333.47,666.95,1000.42,1333.89,1667.37,2000.84,2334.31,2667.78,3001.26,"d4",1305.3,28.5900000000001
"1075","MN",NA,NA,95.14,NA,6844.65,NA,3347.88,1,"SSP5",2087,684.46,1368.93,2053.4,2737.86,3422.32,4106.79,4791.25,5475.72,6160.18,"d5",3347.88,74.4400000000001
"1076","NH",NA,NA,15.69,NA,5031.95,NA,2462.22,1,"SSP2",2087,503.2,1006.39,1509.58,2012.78,2515.98,3019.17,3522.36,4025.56,4528.76,"d5",2462.22,53.7600000000002
"1077","NH",NA,NA,10.56,NA,3334.73,NA,1625.97,1,"SSP3",2087,333.47,666.95,1000.42,1333.89,1667.37,2000.84,2334.31,2667.78,3001.26,"d5",1625.97,41.3999999999999
"1078","OK",NA,NA,81.9,NA,6844.65,NA,4082.09,1,"SSP5",2087,684.46,1368.93,2053.4,2737.86,3422.32,4106.79,4791.25,5475.72,6160.18,"d6",4082.09,24.6999999999998
"1079","PA",NA,NA,144.67,NA,5031.95,NA,3009.72,1,"SSP2",2087,503.2,1006.39,1509.58,2012.78,2515.98,3019.17,3522.36,4025.56,4528.76,"d6",3009.72,9.45000000000027
"1080","RI",NA,NA,8.01,NA,3334.73,NA,1997.95,1,"SSP3",2087,333.47,666.95,1000.42,1333.89,1667.37,2000.84,2334.31,2667.78,3001.26,"d6",1997.95,2.88999999999987
"1081","VT",NA,NA,8.9,NA,6844.65,NA,4780.01,1,"SSP5",2087,684.46,1368.93,2053.4,2737.86,3422.32,4106.79,4791.25,5475.72,6160.18,"d7",4780.01,11.2399999999998
"1082","WY",NA,NA,7.79,NA,5031.95,NA,3516.27,1,"SSP2",2087,503.2,1006.39,1509.58,2012.78,2515.98,3019.17,3522.36,4025.56,4528.76,"d7",3516.27,6.09000000000015
"1083","AR",NA,NA,42.01,NA,5041.45,NA,1000.11,1,"SSP2",2088,504.14,1008.29,1512.43,2016.58,2520.72,3024.87,3529.01,4033.16,4537.3,"d2",1000.11,8.17999999999995
"1084","AR",NA,NA,27.26,NA,3308.75,NA,654.31,1,"SSP3",2088,330.88,661.75,992.62,1323.5,1654.38,1985.25,2316.12,2647,2977.88,"d2",654.31,7.44000000000005
"1085","AR",NA,NA,61.21,NA,6896.72,NA,1280.22,1,"SSP5",2088,689.67,1379.34,2069.02,2758.69,3448.36,4138.03,4827.7,5517.38,6207.05,"d2",1280.22,99.1199999999999
"1086","DE",NA,NA,19.12,NA,6896.72,NA,1957.03,1,"SSP5",2088,689.67,1379.34,2069.02,2758.69,3448.36,4138.03,4827.7,5517.38,6207.05,"d3",1957.03,111.99
"1087","ID",NA,NA,30.68,NA,5041.45,NA,1511.11,1,"SSP2",2088,504.14,1008.29,1512.43,2016.58,2520.72,3024.87,3529.01,4033.16,4537.3,"d3",1511.11,1.32000000000016
"1088","ID",NA,NA,20.08,NA,3308.75,NA,983.77,1,"SSP3",2088,330.88,661.75,992.62,1323.5,1654.38,1985.25,2316.12,2647,2977.88,"d3",983.77,8.85000000000002
"1089","IL",NA,NA,170.23,NA,6896.72,NA,2657.52,1,"SSP5",2088,689.67,1379.34,2069.02,2758.69,3448.36,4138.03,4827.7,5517.38,6207.05,"d4",2657.52,101.17
"1090","ME",NA,NA,14.3,NA,5041.45,NA,1982.4,1,"SSP2",2088,504.14,1008.29,1512.43,2016.58,2520.72,3024.87,3529.01,4033.16,4537.3,"d4",1982.4,34.1799999999998
"1091","ME",NA,NA,9.33,NA,3308.75,NA,1294.57,1,"SSP3",2088,330.88,661.75,992.62,1323.5,1654.38,1985.25,2316.12,2647,2977.88,"d4",1294.57,28.9300000000001
"1092","MN",NA,NA,95.87,NA,6896.72,NA,3372.17,1,"SSP5",2088,689.67,1379.34,2069.02,2758.69,3448.36,4138.03,4827.7,5517.38,6207.05,"d5",3372.17,76.1900000000001
"1093","NH",NA,NA,15.71,NA,5041.45,NA,2466.53,1,"SSP2",2088,504.14,1008.29,1512.43,2016.58,2520.72,3024.87,3529.01,4033.16,4537.3,"d5",2466.53,54.1899999999996
"1094","NH",NA,NA,10.48,NA,3308.75,NA,1612.98,1,"SSP3",2088,330.88,661.75,992.62,1323.5,1654.38,1985.25,2316.12,2647,2977.88,"d5",1612.98,41.4000000000001
"1095","OK",NA,NA,82.66,NA,6896.72,NA,4112.05,1,"SSP5",2088,689.67,1379.34,2069.02,2758.69,3448.36,4138.03,4827.7,5517.38,6207.05,"d6",4112.05,25.9799999999996
"1096","PA",NA,NA,144.83,NA,5041.45,NA,3014.88,1,"SSP2",2088,504.14,1008.29,1512.43,2016.58,2520.72,3024.87,3529.01,4033.16,4537.3,"d6",3014.88,9.98999999999978
"1097","RI",NA,NA,7.94,NA,3308.75,NA,1981.9,1,"SSP3",2088,330.88,661.75,992.62,1323.5,1654.38,1985.25,2316.12,2647,2977.88,"d6",1981.9,3.34999999999991
"1098","VT",NA,NA,8.96,NA,6896.72,NA,4815.41,1,"SSP5",2088,689.67,1379.34,2069.02,2758.69,3448.36,4138.03,4827.7,5517.38,6207.05,"d7",4815.41,12.29
"1099","WY",NA,NA,7.82,NA,5041.45,NA,3522.8,1,"SSP2",2088,504.14,1008.29,1512.43,2016.58,2520.72,3024.87,3529.01,4033.16,4537.3,"d7",3522.8,6.21000000000004
"1100","AR",NA,NA,42.14,NA,5050.56,NA,1001.43,1,"SSP2",2089,505.06,1010.11,1515.17,2020.22,2525.28,3030.34,3535.39,4040.45,4545.5,"d2",1001.43,8.68000000000006
"1101","AR",NA,NA,27.08,NA,3282.5,NA,648.79,1,"SSP3",2089,328.25,656.5,984.75,1313,1641.25,1969.5,2297.75,2626,2954.25,"d2",648.79,7.71000000000004
"1102","AR",NA,NA,61.76,NA,6947.4,NA,1288.64,1,"SSP5",2089,694.74,1389.48,2084.22,2778.96,3473.7,4168.44,4863.18,5557.92,6252.66,"d2",1288.64,100.84
"1103","DE",NA,NA,19.25,NA,6947.4,NA,1969.96,1,"SSP5",2089,694.74,1389.48,2084.22,2778.96,3473.7,4168.44,4863.18,5557.92,6252.66,"d3",1969.96,114.26
"1104","ID",NA,NA,30.79,NA,5050.56,NA,1513.49,1,"SSP2",2089,505.06,1010.11,1515.17,2020.22,2525.28,3030.34,3535.39,4040.45,4545.5,"d3",1513.49,1.68000000000006
"1105","ID",NA,NA,19.97,NA,3282.5,NA,975.63,1,"SSP3",2089,328.25,656.5,984.75,1313,1641.25,1969.5,2297.75,2626,2954.25,"d3",975.63,9.12
"1106","IL",NA,NA,171.38,NA,6947.4,NA,2675.51,1,"SSP5",2089,694.74,1389.48,2084.22,2778.96,3473.7,4168.44,4863.18,5557.92,6252.66,"d4",2675.51,103.45
"1107","ME",NA,NA,14.31,NA,5050.56,NA,1985.41,1,"SSP2",2089,505.06,1010.11,1515.17,2020.22,2525.28,3030.34,3535.39,4040.45,4545.5,"d4",1985.41,34.8099999999999
"1108","ME",NA,NA,9.24,NA,3282.5,NA,1283.8,1,"SSP3",2089,328.25,656.5,984.75,1313,1641.25,1969.5,2297.75,2626,2954.25,"d4",1283.8,29.2
"1109","MN",NA,NA,96.6,NA,6947.4,NA,3395.31,1,"SSP5",2089,694.74,1389.48,2084.22,2778.96,3473.7,4168.44,4863.18,5557.92,6252.66,"d5",3395.31,78.3899999999999
"1110","NH",NA,NA,15.72,NA,5050.56,NA,2470.64,1,"SSP2",2089,505.06,1010.11,1515.17,2020.22,2525.28,3030.34,3535.39,4040.45,4545.5,"d5",2470.64,54.6400000000003
"1111","NH",NA,NA,10.39,NA,3282.5,NA,1599.92,1,"SSP3",2089,328.25,656.5,984.75,1313,1641.25,1969.5,2297.75,2626,2954.25,"d5",1599.92,41.3299999999999
"1112","OK",NA,NA,83.42,NA,6947.4,NA,4140.81,1,"SSP5",2089,694.74,1389.48,2084.22,2778.96,3473.7,4168.44,4863.18,5557.92,6252.66,"d6",4140.81,27.6299999999992
"1113","PA",NA,NA,144.97,NA,5050.56,NA,3019.79,1,"SSP2",2089,505.06,1010.11,1515.17,2020.22,2525.28,3030.34,3535.39,4040.45,4545.5,"d6",3019.79,10.5500000000002
"1114","RI",NA,NA,7.87,NA,3282.5,NA,1965.75,1,"SSP3",2089,328.25,656.5,984.75,1313,1641.25,1969.5,2297.75,2626,2954.25,"d6",1965.75,3.75
"1115","VT",NA,NA,9.02,NA,6947.4,NA,4849.54,1,"SSP5",2089,694.74,1389.48,2084.22,2778.96,3473.7,4168.44,4863.18,5557.92,6252.66,"d7",4849.54,13.6400000000003
"1116","WY",NA,NA,7.84,NA,5050.56,NA,3529.02,1,"SSP2",2089,505.06,1010.11,1515.17,2020.22,2525.28,3030.34,3535.39,4040.45,4545.5,"d7",3529.02,6.36999999999989
"1117","AR",NA,NA,42.27,NA,5060.2,NA,1003.74,1,"SSP2",2090,506.02,1012.04,1518.06,2024.08,2530.1,3036.12,3542.14,4048.16,4554.18,"d2",1003.74,8.29999999999995
"1118","AR",NA,NA,26.89,NA,3254.89,NA,642.26,1,"SSP3",2090,325.49,650.98,976.47,1301.96,1627.44,1952.93,2278.42,2603.91,2929.4,"d2",642.26,8.72000000000003
"1119","AR",NA,NA,62.3,NA,6998.61,NA,1298.04,1,"SSP5",2090,699.86,1399.72,2099.58,2799.44,3499.3,4199.17,4899.03,5598.89,6298.75,"d2",1298.04,101.68
"1120","DE",NA,NA,19.38,NA,6998.61,NA,1983.82,1,"SSP5",2090,699.86,1399.72,2099.58,2799.44,3499.3,4199.17,4899.03,5598.89,6298.75,"d3",1983.82,115.76
"1121","ID",NA,NA,30.9,NA,5060.2,NA,1516.83,1,"SSP2",2090,506.02,1012.04,1518.06,2024.08,2530.1,3036.12,3542.14,4048.16,4554.18,"d3",1516.83,1.23000000000002
"1122","ID",NA,NA,19.85,NA,3254.89,NA,966.41,1,"SSP3",2090,325.49,650.98,976.47,1301.96,1627.44,1952.93,2278.42,2603.91,2929.4,"d3",966.41,10.0600000000001
"1123","IL",NA,NA,172.52,NA,6998.61,NA,2694.33,1,"SSP5",2090,699.86,1399.72,2099.58,2799.44,3499.3,4199.17,4899.03,5598.89,6298.75,"d4",2694.33,105.11
"1124","ME",NA,NA,14.32,NA,5060.2,NA,1989.32,1,"SSP2",2090,506.02,1012.04,1518.06,2024.08,2530.1,3036.12,3542.14,4048.16,4554.18,"d4",1989.32,34.76
"1125","ME",NA,NA,9.15,NA,3254.89,NA,1271.9,1,"SSP3",2090,325.49,650.98,976.47,1301.96,1627.44,1952.93,2278.42,2603.91,2929.4,"d4",1271.9,30.0599999999999
"1126","MN",NA,NA,97.32,NA,6998.61,NA,3419.26,1,"SSP5",2090,699.86,1399.72,2099.58,2799.44,3499.3,4199.17,4899.03,5598.89,6298.75,"d5",3419.26,80.04
"1127","NH",NA,NA,15.74,NA,5060.2,NA,2475.6,1,"SSP2",2090,506.02,1012.04,1518.06,2024.08,2530.1,3036.12,3542.14,4048.16,4554.18,"d5",2475.6,54.5
"1128","NH",NA,NA,10.3,NA,3254.89,NA,1585.68,1,"SSP3",2090,325.49,650.98,976.47,1301.96,1627.44,1952.93,2278.42,2603.91,2929.4,"d5",1585.68,41.76
"1129","OK",NA,NA,84.18,NA,6998.61,NA,4170.35,1,"SSP5",2090,699.86,1399.72,2099.58,2799.44,3499.3,4199.17,4899.03,5598.89,6298.75,"d6",4170.35,28.8199999999997
"1130","PA",NA,NA,145.09,NA,5060.2,NA,3025.48,1,"SSP2",2090,506.02,1012.04,1518.06,2024.08,2530.1,3036.12,3542.14,4048.16,4554.18,"d6",3025.48,10.6399999999999
"1131","RI",NA,NA,7.8,NA,3254.89,NA,1948.37,1,"SSP3",2090,325.49,650.98,976.47,1301.96,1627.44,1952.93,2278.42,2603.91,2929.4,"d6",1948.37,4.56000000000017
"1132","VT",NA,NA,9.08,NA,6998.61,NA,4884.37,1,"SSP5",2090,699.86,1399.72,2099.58,2799.44,3499.3,4199.17,4899.03,5598.89,6298.75,"d7",4884.37,14.6599999999999
"1133","WY",NA,NA,7.87,NA,5060.2,NA,3535.95,1,"SSP2",2090,506.02,1012.04,1518.06,2024.08,2530.1,3036.12,3542.14,4048.16,4554.18,"d7",3535.95,6.19000000000005
"1134","AR",NA,NA,42.4,NA,5068.24,NA,1005.03,1,"SSP2",2091,506.82,1013.65,1520.47,2027.3,2534.12,3040.94,3547.77,4054.59,4561.42,"d2",1005.03,8.62
"1135","AR",NA,NA,26.7,NA,3227.79,NA,636.72,1,"SSP3",2091,322.78,645.56,968.34,1291.12,1613.89,1936.67,2259.45,2582.23,2905.01,"d2",636.72,8.83999999999992
"1136","AR",NA,NA,62.84,NA,7048.16,NA,1306.43,1,"SSP5",2091,704.82,1409.63,2114.45,2819.26,3524.08,4228.9,4933.71,5638.53,6343.34,"d2",1306.43,103.2
"1137","DE",NA,NA,19.51,NA,7048.16,NA,1996.58,1,"SSP5",2091,704.82,1409.63,2114.45,2819.26,3524.08,4228.9,4933.71,5638.53,6343.34,"d3",1996.58,117.87
"1138","ID",NA,NA,31,NA,5068.24,NA,1519.04,1,"SSP2",2091,506.82,1013.65,1520.47,2027.3,2534.12,3040.94,3547.77,4054.59,4561.42,"d3",1519.04,1.43000000000006
"1139","ID",NA,NA,19.74,NA,3227.79,NA,958.12,1,"SSP3",2091,322.78,645.56,968.34,1291.12,1613.89,1936.67,2259.45,2582.23,2905.01,"d3",958.12,10.22
"1140","IL",NA,NA,173.64,NA,7048.16,NA,2711.97,1,"SSP5",2091,704.82,1409.63,2114.45,2819.26,3524.08,4228.9,4933.71,5638.53,6343.34,"d4",2711.97,107.29
"1141","ME",NA,NA,14.32,NA,5068.24,NA,1992.04,1,"SSP2",2091,506.82,1013.65,1520.47,2027.3,2534.12,3040.94,3547.77,4054.59,4561.42,"d4",1992.04,35.26
"1142","ME",NA,NA,9.06,NA,3227.79,NA,1260.88,1,"SSP3",2091,322.78,645.56,968.34,1291.12,1613.89,1936.67,2259.45,2582.23,2905.01,"d4",1260.88,30.2399999999998
"1143","MN",NA,NA,98.03,NA,7048.16,NA,3441.92,1,"SSP5",2091,704.82,1409.63,2114.45,2819.26,3524.08,4228.9,4933.71,5638.53,6343.34,"d5",3441.92,82.1599999999999
"1144","NH",NA,NA,15.75,NA,5068.24,NA,2479.31,1,"SSP2",2091,506.82,1013.65,1520.47,2027.3,2534.12,3040.94,3547.77,4054.59,4561.42,"d5",2479.31,54.8099999999999
"1145","NH",NA,NA,10.21,NA,3227.79,NA,1572.25,1,"SSP3",2091,322.78,645.56,968.34,1291.12,1613.89,1936.67,2259.45,2582.23,2905.01,"d5",1572.25,41.6400000000001
"1146","OK",NA,NA,84.92,NA,7048.16,NA,4198.52,1,"SSP5",2091,704.82,1409.63,2114.45,2819.26,3524.08,4228.9,4933.71,5638.53,6343.34,"d6",4198.52,30.3799999999992
"1147","PA",NA,NA,145.18,NA,5068.24,NA,3029.85,1,"SSP2",2091,506.82,1013.65,1520.47,2027.3,2534.12,3040.94,3547.77,4054.59,4561.42,"d6",3029.85,11.0900000000001
"1148","RI",NA,NA,7.73,NA,3227.79,NA,1931.72,1,"SSP3",2091,322.78,645.56,968.34,1291.12,1613.89,1936.67,2259.45,2582.23,2905.01,"d6",1931.72,4.95000000000005
"1149","VT",NA,NA,9.13,NA,7048.16,NA,4917.78,1,"SSP5",2091,704.82,1409.63,2114.45,2819.26,3524.08,4228.9,4933.71,5638.53,6343.34,"d7",4917.78,15.9300000000003
"1150","WY",NA,NA,7.89,NA,5068.24,NA,3541.49,1,"SSP2",2091,506.82,1013.65,1520.47,2027.3,2534.12,3040.94,3547.77,4054.59,4561.42,"d7",3541.49,6.2800000000002
"1151","AR",NA,NA,42.52,NA,5076.16,NA,1006.33,1,"SSP2",2092,507.62,1015.23,1522.85,2030.46,2538.08,3045.7,3553.31,4060.93,4568.54,"d2",1006.33,8.89999999999998
"1152","AR",NA,NA,26.51,NA,3200.52,NA,631.17,1,"SSP3",2092,320.05,640.1,960.16,1280.21,1600.26,1920.31,2240.36,2560.42,2880.47,"d2",631.17,8.93000000000006
"1153","AR",NA,NA,63.38,NA,7098.62,NA,1315.82,1,"SSP5",2092,709.86,1419.72,2129.59,2839.45,3549.31,4259.17,4969.03,5678.9,6388.76,"d2",1315.82,103.9
"1154","DE",NA,NA,19.63,NA,7098.62,NA,2010.36,1,"SSP5",2092,709.86,1419.72,2129.59,2839.45,3549.31,4259.17,4969.03,5678.9,6388.76,"d3",2010.36,119.23
"1155","ID",NA,NA,31.1,NA,5076.16,NA,1521.24,1,"SSP2",2092,507.62,1015.23,1522.85,2030.46,2538.08,3045.7,3553.31,4060.93,4568.54,"d3",1521.24,1.6099999999999
"1156","ID",NA,NA,19.62,NA,3200.52,NA,949.8,1,"SSP3",2092,320.05,640.1,960.16,1280.21,1600.26,1920.31,2240.36,2560.42,2880.47,"d3",949.8,10.36
"1157","IL",NA,NA,174.76,NA,7098.62,NA,2730.64,1,"SSP5",2092,709.86,1419.72,2129.59,2839.45,3549.31,4259.17,4969.03,5678.9,6388.76,"d4",2730.64,108.81
"1158","ME",NA,NA,14.33,NA,5076.16,NA,1994.74,1,"SSP2",2092,507.62,1015.23,1522.85,2030.46,2538.08,3045.7,3553.31,4060.93,4568.54,"d4",1994.74,35.72
"1159","ME",NA,NA,8.97,NA,3200.52,NA,1249.83,1,"SSP3",2092,320.05,640.1,960.16,1280.21,1600.26,1920.31,2240.36,2560.42,2880.47,"d4",1249.83,30.3800000000001
"1160","MN",NA,NA,98.74,NA,7098.62,NA,3465.59,1,"SSP5",2092,709.86,1419.72,2129.59,2839.45,3549.31,4259.17,4969.03,5678.9,6388.76,"d5",3465.59,83.7199999999998
"1161","NH",NA,NA,15.75,NA,5076.16,NA,2482.97,1,"SSP2",2092,507.62,1015.23,1522.85,2030.46,2538.08,3045.7,3553.31,4060.93,4568.54,"d5",2482.97,55.1100000000001
"1162","NH",NA,NA,10.11,NA,3200.52,NA,1558.78,1,"SSP3",2092,320.05,640.1,960.16,1280.21,1600.26,1920.31,2240.36,2560.42,2880.47,"d5",1558.78,41.48
"1163","OK",NA,NA,85.67,NA,7098.62,NA,4227.67,1,"SSP5",2092,709.86,1419.72,2129.59,2839.45,3549.31,4259.17,4969.03,5678.9,6388.76,"d6",4227.67,31.5
"1164","PA",NA,NA,145.26,NA,5076.16,NA,3034.15,1,"SSP2",2092,507.62,1015.23,1522.85,2030.46,2538.08,3045.7,3553.31,4060.93,4568.54,"d6",3034.15,11.5499999999997
"1165","RI",NA,NA,7.66,NA,3200.52,NA,1915.04,1,"SSP3",2092,320.05,640.1,960.16,1280.21,1600.26,1920.31,2240.36,2560.42,2880.47,"d6",1915.04,5.26999999999998
"1166","VT",NA,NA,9.19,NA,7098.62,NA,4952.12,1,"SSP5",2092,709.86,1419.72,2129.59,2839.45,3549.31,4259.17,4969.03,5678.9,6388.76,"d7",4952.12,16.9099999999999
"1167","WY",NA,NA,7.91,NA,5076.16,NA,3546.93,1,"SSP2",2092,507.62,1015.23,1522.85,2030.46,2538.08,3045.7,3553.31,4060.93,4568.54,"d7",3546.93,6.38000000000011
"1168","AR",NA,NA,42.65,NA,5084.45,NA,1007.64,1,"SSP2",2093,508.44,1016.89,1525.33,2033.78,2542.22,3050.67,3559.11,4067.56,4576,"d2",1007.64,9.25
"1169","AR",NA,NA,26.32,NA,3172.32,NA,624.63,1,"SSP3",2093,317.23,634.46,951.7,1268.93,1586.16,1903.39,2220.62,2537.86,2855.09,"d2",624.63,9.83000000000004
"1170","AR",NA,NA,63.92,NA,7149.62,NA,1325.22,1,"SSP5",2093,714.96,1429.92,2144.89,2859.85,3574.81,4289.77,5004.73,5719.7,6434.66,"d2",1325.22,104.7
"1171","DE",NA,NA,19.76,NA,7149.62,NA,2024.22,1,"SSP5",2093,714.96,1429.92,2144.89,2859.85,3574.81,4289.77,5004.73,5719.7,6434.66,"d3",2024.22,120.67
"1172","ID",NA,NA,31.21,NA,5084.45,NA,1523.53,1,"SSP2",2093,508.44,1016.89,1525.33,2033.78,2542.22,3050.67,3559.11,4067.56,4576,"d3",1523.53,1.79999999999995
"1173","ID",NA,NA,19.5,NA,3172.32,NA,940.48,1,"SSP3",2093,317.23,634.46,951.7,1268.93,1586.16,1903.39,2220.62,2537.86,2855.09,"d3",940.48,11.22
"1174","IL",NA,NA,175.89,NA,7149.62,NA,2749.44,1,"SSP5",2093,714.96,1429.92,2144.89,2859.85,3574.81,4289.77,5004.73,5719.7,6434.66,"d4",2749.44,110.41
"1175","ME",NA,NA,14.34,NA,5084.45,NA,1997.57,1,"SSP2",2093,508.44,1016.89,1525.33,2033.78,2542.22,3050.67,3559.11,4067.56,4576,"d4",1997.57,36.21
"1176","ME",NA,NA,8.88,NA,3172.32,NA,1237.79,1,"SSP3",2093,317.23,634.46,951.7,1268.93,1586.16,1903.39,2220.62,2537.86,2855.09,"d4",1237.79,31.1400000000001
"1177","MN",NA,NA,99.45,NA,7149.62,NA,3489.46,1,"SSP5",2093,714.96,1429.92,2144.89,2859.85,3574.81,4289.77,5004.73,5719.7,6434.66,"d5",3489.46,85.3499999999999
"1178","NH",NA,NA,15.76,NA,5084.45,NA,2486.82,1,"SSP2",2093,508.44,1016.89,1525.33,2033.78,2542.22,3050.67,3559.11,4067.56,4576,"d5",2486.82,55.3999999999996
"1179","NH",NA,NA,10.02,NA,3172.32,NA,1544.3,1,"SSP3",2093,317.23,634.46,951.7,1268.93,1586.16,1903.39,2220.62,2537.86,2855.09,"d5",1544.3,41.8600000000001
"1180","OK",NA,NA,86.42,NA,7149.62,NA,4257.11,1,"SSP5",2093,714.96,1429.92,2144.89,2859.85,3574.81,4289.77,5004.73,5719.7,6434.66,"d6",4257.11,32.6600000000008
"1181","RI",NA,NA,11.92,NA,5084.45,NA,3050.58,1,"SSP2",2093,508.44,1016.89,1525.33,2033.78,2542.22,3050.67,3559.11,4067.56,4576,"d6",3050.58,0.0900000000001455
"1182","RI",NA,NA,7.59,NA,3172.32,NA,1897.34,1,"SSP3",2093,317.23,634.46,951.7,1268.93,1586.16,1903.39,2220.62,2537.86,2855.09,"d6",1897.34,6.05000000000018
"1183","VT",NA,NA,9.25,NA,7149.62,NA,4986.83,1,"SSP5",2093,714.96,1429.92,2144.89,2859.85,3574.81,4289.77,5004.73,5719.7,6434.66,"d7",4986.83,17.8999999999996
"1184","WY",NA,NA,7.93,NA,5084.45,NA,3552.61,1,"SSP2",2093,508.44,1016.89,1525.33,2033.78,2542.22,3050.67,3559.11,4067.56,4576,"d7",3552.61,6.5
"1185","AR",NA,NA,42.77,NA,5092.88,NA,1008.93,1,"SSP2",2094,509.29,1018.58,1527.86,2037.15,2546.44,3055.73,3565.02,4074.3,4583.59,"d2",1008.93,9.65000000000009
"1186","AR",NA,NA,26.12,NA,3145.15,NA,619.07,1,"SSP3",2094,314.52,629.03,943.54,1258.06,1572.58,1887.09,2201.6,2516.12,2830.64,"d2",619.07,9.95999999999992
"1187","AR",NA,NA,64.46,NA,7199.95,NA,1333.62,1,"SSP5",2094,720,1439.99,2159.98,2879.98,3599.98,4319.97,5039.96,5759.96,6479.96,"d2",1333.62,106.37
"1188","DE",NA,NA,19.89,NA,7199.95,NA,2037.12,1,"SSP5",2094,720,1439.99,2159.98,2879.98,3599.98,4319.97,5039.96,5759.96,6479.96,"d3",2037.12,122.86
"1189","ID",NA,NA,31.31,NA,5092.88,NA,1525.8,1,"SSP2",2094,509.29,1018.58,1527.86,2037.15,2546.44,3055.73,3565.02,4074.3,4583.59,"d3",1525.8,2.05999999999995
"1190","ID",NA,NA,19.38,NA,3145.15,NA,932.16,1,"SSP3",2094,314.52,629.03,943.54,1258.06,1572.58,1887.09,2201.6,2516.12,2830.64,"d3",932.16,11.38
"1191","IL",NA,NA,177.04,NA,7199.95,NA,2767.34,1,"SSP5",2094,720,1439.99,2159.98,2879.98,3599.98,4319.97,5039.96,5759.96,6479.96,"d4",2767.34,112.64
"1192","ME",NA,NA,14.35,NA,5092.88,NA,2000.43,1,"SSP2",2094,509.29,1018.58,1527.86,2037.15,2546.44,3055.73,3565.02,4074.3,4583.59,"d4",2000.43,36.72
"1193","ME",NA,NA,8.79,NA,3145.15,NA,1226.74,1,"SSP3",2094,314.52,629.03,943.54,1258.06,1572.58,1887.09,2201.6,2516.12,2830.64,"d4",1226.74,31.3199999999999
"1194","MN",NA,NA,100.18,NA,7199.95,NA,3512.51,1,"SSP5",2094,720,1439.99,2159.98,2879.98,3599.98,4319.97,5039.96,5759.96,6479.96,"d5",3512.51,87.4699999999998
"1195","NH",NA,NA,15.77,NA,5092.88,NA,2490.69,1,"SSP2",2094,509.29,1018.58,1527.86,2037.15,2546.44,3055.73,3565.02,4074.3,4583.59,"d5",2490.69,55.75
"1196","NH",NA,NA,9.93,NA,3145.15,NA,1530.84,1,"SSP3",2094,314.52,629.03,943.54,1258.06,1572.58,1887.09,2201.6,2516.12,2830.64,"d5",1530.84,41.74
"1197","OK",NA,NA,87.17,NA,7199.95,NA,4285.75,1,"SSP5",2094,720,1439.99,2159.98,2879.98,3599.98,4319.97,5039.96,5759.96,6479.96,"d6",4285.75,34.2200000000003
"1198","RI",NA,NA,11.93,NA,5092.88,NA,3055.17,1,"SSP2",2094,509.29,1018.58,1527.86,2037.15,2546.44,3055.73,3565.02,4074.3,4583.59,"d6",3055.17,0.559999999999945
"1199","RI",NA,NA,7.52,NA,3145.15,NA,1880.68,1,"SSP3",2094,314.52,629.03,943.54,1258.06,1572.58,1887.09,2201.6,2516.12,2830.64,"d6",1880.68,6.40999999999985
"1200","VT",NA,NA,9.3,NA,7199.95,NA,5020.77,1,"SSP5",2094,720,1439.99,2159.98,2879.98,3599.98,4319.97,5039.96,5759.96,6479.96,"d7",5020.77,19.1899999999996
"1201","WY",NA,NA,7.96,NA,5092.88,NA,3558.41,1,"SSP2",2094,509.29,1018.58,1527.86,2037.15,2546.44,3055.73,3565.02,4074.3,4583.59,"d7",3558.41,6.61000000000013
"1202","AR",NA,NA,42.9,NA,5101.6,NA,1010.24,1,"SSP2",2095,510.16,1020.32,1530.48,2040.64,2550.8,3060.96,3571.12,4081.28,4591.44,"d2",1010.24,10.08
"1203","AR",NA,NA,25.93,NA,3116.97,NA,612.53,1,"SSP3",2095,311.7,623.39,935.09,1246.79,1558.48,1870.18,2181.88,2493.58,2805.27,"d2",612.53,10.86
"1204","AR",NA,NA,65.01,NA,7251.74,NA,1343.04,1,"SSP5",2095,725.17,1450.35,2175.52,2900.7,3625.87,4351.04,5076.22,5801.39,6526.57,"d2",1343.04,107.31
"1205","DE",NA,NA,20.02,NA,7251.74,NA,2051.11,1,"SSP5",2095,725.17,1450.35,2175.52,2900.7,3625.87,4351.04,5076.22,5801.39,6526.57,"d3",2051.11,124.41
"1206","ID",NA,NA,31.41,NA,5101.6,NA,1528.13,1,"SSP2",2095,510.16,1020.32,1530.48,2040.64,2550.8,3060.96,3571.12,4081.28,4591.44,"d3",1528.13,2.34999999999991
"1207","ID",NA,NA,19.26,NA,3116.97,NA,922.86,1,"SSP3",2095,311.7,623.39,935.09,1246.79,1558.48,1870.18,2181.88,2493.58,2805.27,"d3",922.86,12.23
