"state","year","total_pop","sce"
"AZ",2045,9467,"SSP2"
"AZ",2046,9524,"SSP2"
"AZ",2047,9582,"SSP2"
"AZ",2048,9637,"SSP2"
"AZ",2049,9690,"SSP2"
"AZ",2050,9745,"SSP2"
"AZ",2051,9799,"SSP2"
"AZ",2052,9853,"SSP2"
"AZ",2053,9906,"SSP2"
"AZ",2054,9959,"SSP2"
"AZ",2055,10011,"SSP2"
"AZ",2056,10063,"SSP2"
"AZ",2057,10114,"SSP2"
"AZ",2058,10164,"SSP2"
"AZ",2059,10215,"SSP2"
"AZ",2060,10265,"SSP2"
"AZ",2061,10314,"SSP2"
"AZ",2062,10363,"SSP2"
"AZ",2063,10412,"SSP2"
"AZ",2064,10461,"SSP2"
"AZ",2065,10509,"SSP2"
"AZ",2066,10557,"SSP2"
"AZ",2067,10607,"SSP2"
"AZ",2068,10657,"SSP2"
"AZ",2069,10705,"SSP2"
"AZ",2070,10753,"SSP2"
"AZ",2071,10798,"SSP2"
"AZ",2072,10843,"SSP2"
"AZ",2073,10889,"SSP2"
"AZ",2074,10935,"SSP2"
"AZ",2075,10981,"SSP2"
"AZ",2076,11026,"SSP2"
"AZ",2077,11070,"SSP2"
"AZ",2078,11113,"SSP2"
"AZ",2079,11154,"SSP2"
"AZ",2080,11195,"SSP2"
"AZ",2081,11233,"SSP2"
"AZ",2082,11270,"SSP2"
"AZ",2083,11306,"SSP2"
"AZ",2084,11341,"SSP2"
"AZ",2085,11376,"SSP2"
"AZ",2086,11410,"SSP2"
"AZ",2087,11444,"SSP2"
"AZ",2088,11477,"SSP2"
"AZ",2089,11509,"SSP2"
"AZ",2090,11540,"SSP2"
"AZ",2091,11569,"SSP2"
"AZ",2092,11597,"SSP2"
"AZ",2093,11626,"SSP2"
"AZ",2094,11655,"SSP2"
"AZ",2095,11684,"SSP2"
"AZ",2096,11714,"SSP2"
"AZ",2097,11744,"SSP2"
"AZ",2098,11772,"SSP2"
"AZ",2099,11799,"SSP2"
"AZ",2100,11824,"SSP2"
"CA",2020,39368,"SSP2"
"CA",2021,39322,"SSP2"
"CA",2022,39301,"SSP2"
"CA",2023,39304,"SSP2"
"CA",2024,39331,"SSP2"
"CA",2025,39383,"SSP2"
"CA",2026,39459,"SSP2"
"CA",2027,39559,"SSP2"
"CA",2028,39684,"SSP2"
"CA",2029,39834,"SSP2"
"CA",2030,40009,"SSP2"
"CA",2031,40179,"SSP2"
"CA",2032,40345,"SSP2"
"CA",2033,40506,"SSP2"
"CA",2034,40662,"SSP2"
"CA",2035,40814,"SSP2"
"CA",2036,40959,"SSP2"
"CA",2037,41100,"SSP2"
"CA",2038,41235,"SSP2"
"CA",2039,41363,"SSP2"
"CA",2040,41486,"SSP2"
"CA",2041,41603,"SSP2"
"CA",2042,41717,"SSP2"
"CA",2043,41825,"SSP2"
"CA",2044,41927,"SSP2"
"CA",2045,42026,"SSP2"
"CA",2046,42122,"SSP2"
"CA",2047,42217,"SSP2"
"CA",2048,42298,"SSP2"
"CA",2049,42377,"SSP2"
"CA",2050,42456,"SSP2"
"CA",2051,42532,"SSP2"
"CA",2052,42608,"SSP2"
"CA",2053,42682,"SSP2"
"CA",2054,42752,"SSP2"
"CA",2055,42820,"SSP2"
"CA",2056,42884,"SSP2"
"CA",2057,42948,"SSP2"
"CA",2058,43011,"SSP2"
"CA",2059,43073,"SSP2"
"CA",2060,43136,"SSP2"
"CA",2061,43194,"SSP2"
"CA",2062,43255,"SSP2"
"CA",2063,43318,"SSP2"
"CA",2064,43380,"SSP2"
"CA",2065,43442,"SSP2"
"CA",2066,43502,"SSP2"
"CA",2067,43569,"SSP2"
"CA",2068,43639,"SSP2"
"CA",2069,43706,"SSP2"
"CA",2070,43770,"SSP2"
"CA",2071,43824,"SSP2"
"CA",2072,43882,"SSP2"
"CA",2073,43946,"SSP2"
"CA",2074,44012,"SSP2"
"CA",2075,44080,"SSP2"
"CA",2076,44141,"SSP2"
"CA",2077,44204,"SSP2"
"CA",2078,44264,"SSP2"
"CA",2079,44319,"SSP2"
"CA",2080,44374,"SSP2"
"CA",2081,44414,"SSP2"
"CA",2082,44455,"SSP2"
"CA",2083,44495,"SSP2"
"CA",2084,44532,"SSP2"
"CA",2085,44570,"SSP2"
"CA",2086,44603,"SSP2"
"CA",2087,44636,"SSP2"
"CA",2088,44670,"SSP2"
"CA",2089,44700,"SSP2"
"CA",2090,44725,"SSP2"
"CA",2091,44744,"SSP2"
"CA",2092,44765,"SSP2"
"CA",2093,44789,"SSP2"
"CA",2094,44815,"SSP2"
"CA",2095,44843,"SSP2"
"CA",2096,44875,"SSP2"
"CA",2097,44908,"SSP2"
"CA",2098,44938,"SSP2"
"CA",2099,44964,"SSP2"
"CA",2100,44986,"SSP2"
"CO",2020,5808,"SSP2"
"CO",2021,5859,"SSP2"
"CO",2022,5912,"SSP2"
"CO",2023,5965,"SSP2"
"CO",2024,6020,"SSP2"
"CO",2025,6077,"SSP2"
"CO",2026,6134,"SSP2"
"CO",2027,6193,"SSP2"
"CO",2028,6254,"SSP2"
"CO",2029,6316,"SSP2"
"CO",2030,6379,"SSP2"
"CO",2031,6442,"SSP2"
"CO",2032,6503,"SSP2"
"CO",2033,6563,"SSP2"
"CO",2034,6623,"SSP2"
"CO",2035,6682,"SSP2"
"CO",2036,6739,"SSP2"
"CO",2037,6796,"SSP2"
"CO",2038,6851,"SSP2"
"CO",2039,6905,"SSP2"
"CO",2040,6958,"SSP2"
"CO",2041,7010,"SSP2"
"CO",2042,7061,"SSP2"
"CO",2043,7111,"SSP2"
"CO",2044,7160,"SSP2"
"CO",2045,7209,"SSP2"
"CO",2046,7257,"SSP2"
"CO",2047,7304,"SSP2"
"CO",2048,7349,"SSP2"
"CO",2049,7394,"SSP2"
"CO",2050,7438,"SSP2"
"CO",2051,7482,"SSP2"
"CO",2052,7525,"SSP2"
"CO",2053,7568,"SSP2"
"CO",2054,7610,"SSP2"
"CO",2055,7651,"SSP2"
"CO",2056,7692,"SSP2"
"CO",2057,7733,"SSP2"
"CO",2058,7773,"SSP2"
"CO",2059,7813,"SSP2"
"CO",2060,7852,"SSP2"
"CO",2061,7891,"SSP2"
"CO",2062,7930,"SSP2"
"CO",2063,7969,"SSP2"
"CO",2064,8007,"SSP2"
"CO",2065,8046,"SSP2"
"CO",2066,8084,"SSP2"
"CO",2067,8124,"SSP2"
"CO",2068,8163,"SSP2"
"CO",2069,8202,"SSP2"
"CO",2070,8239,"SSP2"
"CO",2071,8275,"SSP2"
"CO",2072,8311,"SSP2"
"CO",2073,8347,"SSP2"
"CO",2074,8384,"SSP2"
"CO",2075,8420,"SSP2"
"CO",2076,8455,"SSP2"
"CO",2077,8490,"SSP2"
"CO",2078,8524,"SSP2"
"CO",2079,8557,"SSP2"
"CO",2080,8590,"SSP2"
"CO",2081,8620,"SSP2"
"CO",2082,8650,"SSP2"
"CO",2083,8679,"SSP2"
"CO",2084,8708,"SSP2"
"CO",2085,8736,"SSP2"
"CO",2086,8763,"SSP2"
"CO",2087,8791,"SSP2"
"CO",2088,8818,"SSP2"
"CO",2089,8844,"SSP2"
"CO",2090,8870,"SSP2"
"CO",2091,8894,"SSP2"
"CO",2092,8917,"SSP2"
"CO",2093,8942,"SSP2"
"CO",2094,8966,"SSP2"
"CO",2095,8990,"SSP2"
"CO",2096,9015,"SSP2"
"CO",2097,9039,"SSP2"
"CO",2098,9062,"SSP2"
"CO",2099,9084,"SSP2"
"CO",2100,9105,"SSP2"
"CT",2020,3557,"SSP2"
"CT",2021,3549,"SSP2"
"CT",2022,3543,"SSP2"
"CT",2023,3537,"SSP2"
"CT",2024,3533,"SSP2"
"CT",2025,3530,"SSP2"
"CT",2026,3528,"SSP2"
"CT",2027,3528,"SSP2"
"CT",2028,3528,"SSP2"
"CT",2029,3530,"SSP2"
"CT",2030,3533,"SSP2"
"CT",2031,3536,"SSP2"
"CT",2032,3538,"SSP2"
"CT",2033,3540,"SSP2"
"CT",2034,3542,"SSP2"
"CT",2035,3544,"SSP2"
"CT",2036,3545,"SSP2"
"CT",2037,3546,"SSP2"
"CT",2038,3546,"SSP2"
"CT",2039,3546,"SSP2"
"CT",2040,3546,"SSP2"
"CT",2041,3545,"SSP2"
"CT",2042,3545,"SSP2"
"CT",2043,3543,"SSP2"
"CT",2044,3542,"SSP2"
"CT",2045,3540,"SSP2"
"CT",2046,3538,"SSP2"
"CT",2047,3537,"SSP2"
"CT",2048,3533,"SSP2"
"CT",2049,3530,"SSP2"
"CT",2050,3528,"SSP2"
"CT",2051,3525,"SSP2"
"CT",2052,3523,"SSP2"
"CT",2053,3520,"SSP2"
"CT",2054,3517,"SSP2"
"CT",2055,3514,"SSP2"
"CT",2056,3511,"SSP2"
"CT",2057,3508,"SSP2"
"CT",2058,3505,"SSP2"
"CT",2059,3501,"SSP2"
"CT",2060,3499,"SSP2"
"CT",2061,3496,"SSP2"
"CT",2062,3493,"SSP2"
"CT",2063,3491,"SSP2"
"CT",2064,3489,"SSP2"
"CT",2065,3487,"SSP2"
"CT",2066,3485,"SSP2"
"CT",2067,3485,"SSP2"
"CT",2068,3485,"SSP2"
"CT",2069,3485,"SSP2"
"CT",2070,3485,"SSP2"
"CT",2071,3485,"SSP2"
"CT",2072,3485,"SSP2"
"CT",2073,3486,"SSP2"
"CT",2074,3488,"SSP2"
"CT",2075,3490,"SSP2"
"CT",2076,3491,"SSP2"
"CT",2077,3493,"SSP2"
"CT",2078,3495,"SSP2"
"CT",2079,3496,"SSP2"
"CT",2080,3497,"SSP2"
"CT",2081,3497,"SSP2"
"CT",2082,3498,"SSP2"
"CT",2083,3498,"SSP2"
"CT",2084,3498,"SSP2"
"CT",2085,3498,"SSP2"
"CT",2086,3498,"SSP2"
"CT",2087,3497,"SSP2"
"CT",2088,3497,"SSP2"
"CT",2089,3496,"SSP2"
"CT",2090,3495,"SSP2"
"CT",2091,3493,"SSP2"
"CT",2092,3491,"SSP2"
"CT",2093,3490,"SSP2"
"CT",2094,3488,"SSP2"
"CT",2095,3488,"SSP2"
"CT",2096,3487,"SSP2"
"CT",2097,3487,"SSP2"
"CT",2098,3486,"SSP2"
"CT",2099,3485,"SSP2"
"CT",2100,3484,"SSP2"
"DC",2020,713,"SSP2"
"DC",2021,718,"SSP2"
"DC",2022,723,"SSP2"
"DC",2023,728,"SSP2"
"DC",2024,732,"SSP2"
"DC",2025,737,"SSP2"
"DC",2026,741,"SSP2"
"DC",2027,746,"SSP2"
"DC",2028,750,"SSP2"
"DC",2029,754,"SSP2"
"DC",2030,758,"SSP2"
"DC",2031,762,"SSP2"
"DC",2032,766,"SSP2"
"DC",2033,770,"SSP2"
"DC",2034,774,"SSP2"
"DC",2035,777,"SSP2"
"DC",2036,781,"SSP2"
"DC",2037,784,"SSP2"
"DC",2038,788,"SSP2"
"DC",2039,791,"SSP2"
"DC",2040,794,"SSP2"
"DC",2041,797,"SSP2"
"DC",2042,800,"SSP2"
"DC",2043,802,"SSP2"
"DC",2044,805,"SSP2"
"DC",2045,808,"SSP2"
"DC",2046,811,"SSP2"
"DC",2047,813,"SSP2"
"DC",2048,816,"SSP2"
"DC",2049,818,"SSP2"
"DC",2050,820,"SSP2"
"DC",2051,823,"SSP2"
"DC",2052,825,"SSP2"
"DC",2053,827,"SSP2"
"DC",2054,830,"SSP2"
"DC",2055,832,"SSP2"
"DC",2056,834,"SSP2"
"DC",2057,836,"SSP2"
"DC",2058,838,"SSP2"
"DC",2059,840,"SSP2"
"DC",2060,842,"SSP2"
"DC",2061,844,"SSP2"
"DC",2062,846,"SSP2"
"DC",2063,848,"SSP2"
"DC",2064,850,"SSP2"
"DC",2065,852,"SSP2"
"DC",2066,854,"SSP2"
"DC",2067,856,"SSP2"
"DC",2068,857,"SSP2"
"DC",2069,859,"SSP2"
"DC",2070,861,"SSP2"
"DC",2071,863,"SSP2"
"DC",2072,865,"SSP2"
"DC",2073,866,"SSP2"
"DC",2074,868,"SSP2"
"DC",2075,870,"SSP2"
"DC",2076,871,"SSP2"
"DC",2077,873,"SSP2"
"DC",2078,875,"SSP2"
"DC",2079,876,"SSP2"
"DC",2080,877,"SSP2"
"DC",2081,879,"SSP2"
"DC",2082,880,"SSP2"
"DC",2083,881,"SSP2"
"DC",2084,883,"SSP2"
"DC",2085,884,"SSP2"
"DC",2086,885,"SSP2"
"DC",2087,886,"SSP2"
"DC",2088,887,"SSP2"
"DC",2089,888,"SSP2"
"DC",2090,890,"SSP2"
"DC",2091,891,"SSP2"
"DC",2092,892,"SSP2"
"DC",2093,893,"SSP2"
"DC",2094,894,"SSP2"
"DC",2095,895,"SSP2"
"DC",2096,896,"SSP2"
"DC",2097,897,"SSP2"
"DC",2098,898,"SSP2"
"DC",2099,899,"SSP2"
"DC",2100,900,"SSP2"
"DE",2020,987,"SSP2"
"DE",2021,997,"SSP2"
"DE",2022,1007,"SSP2"
"DE",2023,1017,"SSP2"
"DE",2024,1026,"SSP2"
"DE",2025,1036,"SSP2"
"DE",2026,1045,"SSP2"
"DE",2027,1055,"SSP2"
"DE",2028,1064,"SSP2"
"DE",2029,1073,"SSP2"
"DE",2030,1082,"SSP2"
"DE",2031,1091,"SSP2"
"DE",2032,1100,"SSP2"
"DE",2033,1108,"SSP2"
"DE",2034,1117,"SSP2"
"DE",2035,1125,"SSP2"
"DE",2036,1133,"SSP2"
"DE",2037,1140,"SSP2"
"DE",2038,1148,"SSP2"
"DE",2039,1155,"SSP2"
"DE",2040,1162,"SSP2"
"DE",2041,1169,"SSP2"
"DE",2042,1176,"SSP2"
"DE",2043,1183,"SSP2"
"DE",2044,1189,"SSP2"
"DE",2045,1195,"SSP2"
"DE",2046,1202,"SSP2"
"DE",2047,1208,"SSP2"
"DE",2048,1214,"SSP2"
"DE",2049,1219,"SSP2"
"DE",2050,1225,"SSP2"
"DE",2051,1231,"SSP2"
"DE",2052,1237,"SSP2"
"DE",2053,1242,"SSP2"
"DE",2054,1248,"SSP2"
"DE",2055,1253,"SSP2"
"DE",2056,1258,"SSP2"
"DE",2057,1263,"SSP2"
"DE",2058,1268,"SSP2"
"DE",2059,1273,"SSP2"
"DE",2060,1278,"SSP2"
"DE",2061,1283,"SSP2"
"DE",2062,1288,"SSP2"
"DE",2063,1293,"SSP2"
"DE",2064,1298,"SSP2"
"DE",2065,1303,"SSP2"
"DE",2066,1307,"SSP2"
"DE",2067,1312,"SSP2"
"DE",2068,1317,"SSP2"
"DE",2069,1322,"SSP2"
"DE",2070,1326,"SSP2"
"DE",2071,1331,"SSP2"
"DE",2072,1335,"SSP2"
"DE",2073,1340,"SSP2"
"DE",2074,1344,"SSP2"
"DE",2075,1349,"SSP2"
"DE",2076,1354,"SSP2"
"DE",2077,1358,"SSP2"
"DE",2078,1362,"SSP2"
"DE",2079,1366,"SSP2"
"DE",2080,1370,"SSP2"
"DE",2081,1374,"SSP2"
"DE",2082,1377,"SSP2"
"DE",2083,1381,"SSP2"
"DE",2084,1384,"SSP2"
"DE",2085,1387,"SSP2"
"DE",2086,1390,"SSP2"
"DE",2087,1393,"SSP2"
"DE",2088,1396,"SSP2"
"DE",2089,1399,"SSP2"
"DE",2090,1402,"SSP2"
"DE",2091,1404,"SSP2"
"DE",2092,1406,"SSP2"
"DE",2093,1408,"SSP2"
"DE",2094,1411,"SSP2"
"DE",2095,1413,"SSP2"
"DE",2096,1416,"SSP2"
"DE",2097,1418,"SSP2"
"DE",2098,1421,"SSP2"
"DE",2099,1423,"SSP2"
"DE",2100,1425,"SSP2"
"FL",2020,21733,"SSP2"
"FL",2021,21964,"SSP2"
"FL",2022,22184,"SSP2"
"FL",2023,22393,"SSP2"
"FL",2024,22591,"SSP2"
"FL",2025,22778,"SSP2"
"FL",2026,22952,"SSP2"
"FL",2027,23114,"SSP2"
"FL",2028,23264,"SSP2"
"FL",2029,23401,"SSP2"
"FL",2030,23524,"SSP2"
"FL",2031,23646,"SSP2"
"FL",2032,23765,"SSP2"
"FL",2033,23883,"SSP2"
"FL",2034,23998,"SSP2"
"FL",2035,24111,"SSP2"
"FL",2036,24221,"SSP2"
"FL",2037,24327,"SSP2"
"FL",2038,24431,"SSP2"
"FL",2039,24530,"SSP2"
"FL",2040,24627,"SSP2"
"FL",2041,24720,"SSP2"
"FL",2042,24812,"SSP2"
"FL",2043,24900,"SSP2"
"FL",2044,24984,"SSP2"
"FL",2045,25068,"SSP2"
"FL",2046,25152,"SSP2"
"FL",2047,25236,"SSP2"
"FL",2048,25310,"SSP2"
"FL",2049,25384,"SSP2"
"FL",2050,25461,"SSP2"
"FL",2051,25537,"SSP2"
"FL",2052,25614,"SSP2"
"FL",2053,25689,"SSP2"
"FL",2054,25764,"SSP2"
"FL",2055,25839,"SSP2"
"FL",2056,25911,"SSP2"
"FL",2057,25983,"SSP2"
"FL",2058,26056,"SSP2"
"FL",2059,26127,"SSP2"
"FL",2060,26200,"SSP2"
"FL",2061,26271,"SSP2"
"FL",2062,26342,"SSP2"
"FL",2063,26415,"SSP2"
"FL",2064,26488,"SSP2"
"FL",2065,26561,"SSP2"
"FL",2066,26635,"SSP2"
"FL",2067,26714,"SSP2"
"FL",2068,26796,"SSP2"
"FL",2069,26879,"SSP2"
"FL",2070,26961,"SSP2"
"FL",2071,27036,"SSP2"
"FL",2072,27110,"SSP2"
"FL",2073,27189,"SSP2"
"FL",2074,27272,"SSP2"
"FL",2075,27356,"SSP2"
"FL",2076,27437,"SSP2"
"FL",2077,27518,"SSP2"
"FL",2078,27597,"SSP2"
"FL",2079,27671,"SSP2"
"FL",2080,27744,"SSP2"
"FL",2081,27808,"SSP2"
"FL",2082,27873,"SSP2"
"FL",2083,27935,"SSP2"
"FL",2084,27994,"SSP2"
"FL",2085,28055,"SSP2"
"FL",2086,28110,"SSP2"
"FL",2087,28165,"SSP2"
"FL",2088,28219,"SSP2"
"FL",2089,28270,"SSP2"
"FL",2090,28317,"SSP2"
"FL",2091,28359,"SSP2"
"FL",2092,28401,"SSP2"
"FL",2093,28446,"SSP2"
"FL",2094,28493,"SSP2"
"FL",2095,28542,"SSP2"
"FL",2096,28592,"SSP2"
"FL",2097,28642,"SSP2"
"FL",2098,28690,"SSP2"
"FL",2099,28734,"SSP2"
"FL",2100,28774,"SSP2"
"GA",2020,10710,"SSP2"
"GA",2021,10792,"SSP2"
"GA",2022,10875,"SSP2"
"GA",2023,10959,"SSP2"
"GA",2024,11043,"SSP2"
"GA",2025,11127,"SSP2"
"GA",2026,11212,"SSP2"
"GA",2027,11297,"SSP2"
"GA",2028,11383,"SSP2"
"GA",2029,11470,"SSP2"
"GA",2030,11556,"SSP2"
"GA",2031,11642,"SSP2"
"GA",2032,11725,"SSP2"
"GA",2033,11807,"SSP2"
"GA",2034,11888,"SSP2"
"GA",2035,11967,"SSP2"
