"state","year","total_pop","sce"
"AZ",2032,8333,"SSP3"
"AZ",2033,8366,"SSP3"
"AZ",2034,8396,"SSP3"
"AZ",2035,8423,"SSP3"
"AZ",2036,8447,"SSP3"
"AZ",2037,8468,"SSP3"
"AZ",2038,8486,"SSP3"
"AZ",2039,8502,"SSP3"
"AZ",2040,8515,"SSP3"
"AZ",2041,8526,"SSP3"
"AZ",2042,8535,"SSP3"
"AZ",2043,8541,"SSP3"
"AZ",2044,8545,"SSP3"
"AZ",2045,8547,"SSP3"
"AZ",2046,8547,"SSP3"
"AZ",2047,8547,"SSP3"
"AZ",2048,8543,"SSP3"
"AZ",2049,8538,"SSP3"
"AZ",2050,8533,"SSP3"
"AZ",2051,8527,"SSP3"
"AZ",2052,8519,"SSP3"
"AZ",2053,8511,"SSP3"
"AZ",2054,8502,"SSP3"
"AZ",2055,8492,"SSP3"
"AZ",2056,8480,"SSP3"
"AZ",2057,8468,"SSP3"
"AZ",2058,8454,"SSP3"
"AZ",2059,8440,"SSP3"
"AZ",2060,8424,"SSP3"
"AZ",2061,8407,"SSP3"
"AZ",2062,8388,"SSP3"
"AZ",2063,8369,"SSP3"
"AZ",2064,8349,"SSP3"
"AZ",2065,8327,"SSP3"
"AZ",2066,8304,"SSP3"
"AZ",2067,8280,"SSP3"
"AZ",2068,8255,"SSP3"
"AZ",2069,8229,"SSP3"
"AZ",2070,8201,"SSP3"
"AZ",2071,8171,"SSP3"
"AZ",2072,8139,"SSP3"
"AZ",2073,8107,"SSP3"
"AZ",2074,8074,"SSP3"
"AZ",2075,8040,"SSP3"
"AZ",2076,8003,"SSP3"
"AZ",2077,7967,"SSP3"
"AZ",2078,7928,"SSP3"
"AZ",2079,7888,"SSP3"
"AZ",2080,7847,"SSP3"
"AZ",2081,7803,"SSP3"
"AZ",2082,7759,"SSP3"
"AZ",2083,7713,"SSP3"
"AZ",2084,7666,"SSP3"
"AZ",2085,7619,"SSP3"
"AZ",2086,7571,"SSP3"
"AZ",2087,7522,"SSP3"
"AZ",2088,7472,"SSP3"
"AZ",2089,7421,"SSP3"
"AZ",2090,7369,"SSP3"
"AZ",2091,7316,"SSP3"
"AZ",2092,7261,"SSP3"
"AZ",2093,7207,"SSP3"
"AZ",2094,7153,"SSP3"
"AZ",2095,7098,"SSP3"
"AZ",2096,7043,"SSP3"
"AZ",2097,6987,"SSP3"
"AZ",2098,6930,"SSP3"
"AZ",2099,6872,"SSP3"
"AZ",2100,6812,"SSP3"
"CA",2020,39368,"SSP3"
"CA",2021,39309,"SSP3"
"CA",2022,39260,"SSP3"
"CA",2023,39221,"SSP3"
"CA",2024,39194,"SSP3"
"CA",2025,39176,"SSP3"
"CA",2026,39169,"SSP3"
"CA",2027,39173,"SSP3"
"CA",2028,39187,"SSP3"
"CA",2029,39211,"SSP3"
"CA",2030,39246,"SSP3"
"CA",2031,39270,"SSP3"
"CA",2032,39284,"SSP3"
"CA",2033,39288,"SSP3"
"CA",2034,39281,"SSP3"
"CA",2035,39264,"SSP3"
"CA",2036,39236,"SSP3"
"CA",2037,39198,"SSP3"
"CA",2038,39150,"SSP3"
"CA",2039,39092,"SSP3"
"CA",2040,39024,"SSP3"
"CA",2041,38947,"SSP3"
"CA",2042,38861,"SSP3"
"CA",2043,38766,"SSP3"
"CA",2044,38660,"SSP3"
"CA",2045,38548,"SSP3"
"CA",2046,38428,"SSP3"
"CA",2047,38303,"SSP3"
"CA",2048,38167,"SSP3"
"CA",2049,38027,"SSP3"
"CA",2050,37884,"SSP3"
"CA",2051,37736,"SSP3"
"CA",2052,37585,"SSP3"
"CA",2053,37431,"SSP3"
"CA",2054,37272,"SSP3"
"CA",2055,37111,"SSP3"
"CA",2056,36945,"SSP3"
"CA",2057,36776,"SSP3"
"CA",2058,36605,"SSP3"
"CA",2059,36430,"SSP3"
"CA",2060,36253,"SSP3"
"CA",2061,36070,"SSP3"
"CA",2062,35886,"SSP3"
"CA",2063,35700,"SSP3"
"CA",2064,35510,"SSP3"
"CA",2065,35317,"SSP3"
"CA",2066,35119,"SSP3"
"CA",2067,34922,"SSP3"
"CA",2068,34723,"SSP3"
"CA",2069,34519,"SSP3"
"CA",2070,34310,"SSP3"
"CA",2071,34091,"SSP3"
"CA",2072,33872,"SSP3"
"CA",2073,33653,"SSP3"
"CA",2074,33431,"SSP3"
"CA",2075,33208,"SSP3"
"CA",2076,32977,"SSP3"
"CA",2077,32745,"SSP3"
"CA",2078,32509,"SSP3"
"CA",2079,32269,"SSP3"
"CA",2080,32026,"SSP3"
"CA",2081,31773,"SSP3"
"CA",2082,31520,"SSP3"
"CA",2083,31264,"SSP3"
"CA",2084,31005,"SSP3"
"CA",2085,30747,"SSP3"
"CA",2086,30484,"SSP3"
"CA",2087,30221,"SSP3"
"CA",2088,29957,"SSP3"
"CA",2089,29691,"SSP3"
"CA",2090,29421,"SSP3"
"CA",2091,29147,"SSP3"
"CA",2092,28872,"SSP3"
"CA",2093,28600,"SSP3"
"CA",2094,28328,"SSP3"
"CA",2095,28056,"SSP3"
"CA",2096,27786,"SSP3"
"CA",2097,27515,"SSP3"
"CA",2098,27240,"SSP3"
"CA",2099,26961,"SSP3"
"CA",2100,26679,"SSP3"
"CO",2020,5808,"SSP3"
"CO",2021,5857,"SSP3"
"CO",2022,5904,"SSP3"
"CO",2023,5950,"SSP3"
"CO",2024,5995,"SSP3"
"CO",2025,6038,"SSP3"
"CO",2026,6080,"SSP3"
"CO",2027,6120,"SSP3"
"CO",2028,6158,"SSP3"
"CO",2029,6195,"SSP3"
"CO",2030,6231,"SSP3"
"CO",2031,6264,"SSP3"
"CO",2032,6295,"SSP3"
"CO",2033,6324,"SSP3"
"CO",2034,6351,"SSP3"
"CO",2035,6375,"SSP3"
"CO",2036,6398,"SSP3"
"CO",2037,6418,"SSP3"
"CO",2038,6436,"SSP3"
"CO",2039,6453,"SSP3"
"CO",2040,6467,"SSP3"
"CO",2041,6479,"SSP3"
"CO",2042,6490,"SSP3"
"CO",2043,6499,"SSP3"
"CO",2044,6506,"SSP3"
"CO",2045,6512,"SSP3"
"CO",2046,6516,"SSP3"
"CO",2047,6518,"SSP3"
"CO",2048,6519,"SSP3"
"CO",2049,6519,"SSP3"
"CO",2050,6517,"SSP3"
"CO",2051,6515,"SSP3"
"CO",2052,6511,"SSP3"
"CO",2053,6507,"SSP3"
"CO",2054,6502,"SSP3"
"CO",2055,6495,"SSP3"
"CO",2056,6488,"SSP3"
"CO",2057,6480,"SSP3"
"CO",2058,6471,"SSP3"
"CO",2059,6461,"SSP3"
"CO",2060,6450,"SSP3"
"CO",2061,6437,"SSP3"
"CO",2062,6424,"SSP3"
"CO",2063,6410,"SSP3"
"CO",2064,6395,"SSP3"
"CO",2065,6379,"SSP3"
"CO",2066,6362,"SSP3"
"CO",2067,6345,"SSP3"
"CO",2068,6326,"SSP3"
"CO",2069,6307,"SSP3"
"CO",2070,6285,"SSP3"
"CO",2071,6263,"SSP3"
"CO",2072,6239,"SSP3"
"CO",2073,6214,"SSP3"
"CO",2074,6189,"SSP3"
"CO",2075,6163,"SSP3"
"CO",2076,6135,"SSP3"
"CO",2077,6107,"SSP3"
"CO",2078,6077,"SSP3"
"CO",2079,6047,"SSP3"
"CO",2080,6015,"SSP3"
"CO",2081,5981,"SSP3"
"CO",2082,5947,"SSP3"
"CO",2083,5912,"SSP3"
"CO",2084,5876,"SSP3"
"CO",2085,5840,"SSP3"
"CO",2086,5803,"SSP3"
"CO",2087,5765,"SSP3"
"CO",2088,5726,"SSP3"
"CO",2089,5688,"SSP3"
"CO",2090,5648,"SSP3"
"CO",2091,5607,"SSP3"
"CO",2092,5565,"SSP3"
"CO",2093,5524,"SSP3"
"CO",2094,5482,"SSP3"
"CO",2095,5440,"SSP3"
"CO",2096,5398,"SSP3"
"CO",2097,5355,"SSP3"
"CO",2098,5311,"SSP3"
"CO",2099,5267,"SSP3"
"CO",2100,5221,"SSP3"
"CT",2020,3557,"SSP3"
"CT",2021,3548,"SSP3"
"CT",2022,3539,"SSP3"
"CT",2023,3530,"SSP3"
"CT",2024,3521,"SSP3"
"CT",2025,3513,"SSP3"
"CT",2026,3504,"SSP3"
"CT",2027,3495,"SSP3"
"CT",2028,3487,"SSP3"
"CT",2029,3478,"SSP3"
"CT",2030,3470,"SSP3"
"CT",2031,3460,"SSP3"
"CT",2032,3450,"SSP3"
"CT",2033,3439,"SSP3"
"CT",2034,3428,"SSP3"
"CT",2035,3415,"SSP3"
"CT",2036,3402,"SSP3"
"CT",2037,3388,"SSP3"
"CT",2038,3373,"SSP3"
"CT",2039,3358,"SSP3"
"CT",2040,3342,"SSP3"
"CT",2041,3325,"SSP3"
"CT",2042,3308,"SSP3"
"CT",2043,3290,"SSP3"
"CT",2044,3272,"SSP3"
"CT",2045,3253,"SSP3"
"CT",2046,3234,"SSP3"
"CT",2047,3214,"SSP3"
"CT",2048,3194,"SSP3"
"CT",2049,3174,"SSP3"
"CT",2050,3154,"SSP3"
"CT",2051,3134,"SSP3"
"CT",2052,3113,"SSP3"
"CT",2053,3093,"SSP3"
"CT",2054,3073,"SSP3"
"CT",2055,3052,"SSP3"
"CT",2056,3032,"SSP3"
"CT",2057,3011,"SSP3"
"CT",2058,2991,"SSP3"
"CT",2059,2970,"SSP3"
"CT",2060,2950,"SSP3"
"CT",2061,2929,"SSP3"
"CT",2062,2908,"SSP3"
"CT",2063,2888,"SSP3"
"CT",2064,2868,"SSP3"
"CT",2065,2847,"SSP3"
"CT",2066,2827,"SSP3"
"CT",2067,2807,"SSP3"
"CT",2068,2787,"SSP3"
"CT",2069,2766,"SSP3"
"CT",2070,2746,"SSP3"
"CT",2071,2726,"SSP3"
"CT",2072,2705,"SSP3"
"CT",2073,2685,"SSP3"
"CT",2074,2664,"SSP3"
"CT",2075,2644,"SSP3"
"CT",2076,2624,"SSP3"
"CT",2077,2603,"SSP3"
"CT",2078,2582,"SSP3"
"CT",2079,2560,"SSP3"
"CT",2080,2539,"SSP3"
"CT",2081,2516,"SSP3"
"CT",2082,2494,"SSP3"
"CT",2083,2472,"SSP3"
"CT",2084,2449,"SSP3"
"CT",2085,2426,"SSP3"
"CT",2086,2403,"SSP3"
"CT",2087,2380,"SSP3"
"CT",2088,2357,"SSP3"
"CT",2089,2334,"SSP3"
"CT",2090,2311,"SSP3"
"CT",2091,2287,"SSP3"
"CT",2092,2263,"SSP3"
"CT",2093,2239,"SSP3"
"CT",2094,2215,"SSP3"
"CT",2095,2192,"SSP3"
"CT",2096,2169,"SSP3"
"CT",2097,2146,"SSP3"
"CT",2098,2122,"SSP3"
"CT",2099,2099,"SSP3"
"CT",2100,2075,"SSP3"
"DC",2020,713,"SSP3"
"DC",2021,718,"SSP3"
"DC",2022,722,"SSP3"
"DC",2023,726,"SSP3"
"DC",2024,729,"SSP3"
"DC",2025,732,"SSP3"
"DC",2026,734,"SSP3"
"DC",2027,736,"SSP3"
"DC",2028,738,"SSP3"
"DC",2029,739,"SSP3"
"DC",2030,739,"SSP3"
"DC",2031,740,"SSP3"
"DC",2032,740,"SSP3"
"DC",2033,740,"SSP3"
"DC",2034,740,"SSP3"
"DC",2035,740,"SSP3"
"DC",2036,740,"SSP3"
"DC",2037,739,"SSP3"
"DC",2038,738,"SSP3"
"DC",2039,738,"SSP3"
"DC",2040,737,"SSP3"
"DC",2041,736,"SSP3"
"DC",2042,734,"SSP3"
"DC",2043,733,"SSP3"
"DC",2044,732,"SSP3"
"DC",2045,730,"SSP3"
"DC",2046,728,"SSP3"
"DC",2047,727,"SSP3"
"DC",2048,725,"SSP3"
"DC",2049,723,"SSP3"
"DC",2050,721,"SSP3"
"DC",2051,718,"SSP3"
"DC",2052,716,"SSP3"
"DC",2053,714,"SSP3"
"DC",2054,712,"SSP3"
"DC",2055,709,"SSP3"
"DC",2056,707,"SSP3"
"DC",2057,704,"SSP3"
"DC",2058,702,"SSP3"
"DC",2059,699,"SSP3"
"DC",2060,696,"SSP3"
"DC",2061,694,"SSP3"
"DC",2062,691,"SSP3"
"DC",2063,688,"SSP3"
"DC",2064,684,"SSP3"
"DC",2065,681,"SSP3"
"DC",2066,678,"SSP3"
"DC",2067,674,"SSP3"
"DC",2068,671,"SSP3"
"DC",2069,667,"SSP3"
"DC",2070,663,"SSP3"
"DC",2071,660,"SSP3"
"DC",2072,656,"SSP3"
"DC",2073,651,"SSP3"
"DC",2074,647,"SSP3"
"DC",2075,643,"SSP3"
"DC",2076,639,"SSP3"
"DC",2077,634,"SSP3"
"DC",2078,630,"SSP3"
"DC",2079,625,"SSP3"
"DC",2080,621,"SSP3"
"DC",2081,616,"SSP3"
"DC",2082,611,"SSP3"
"DC",2083,606,"SSP3"
"DC",2084,601,"SSP3"
"DC",2085,596,"SSP3"
"DC",2086,591,"SSP3"
"DC",2087,586,"SSP3"
"DC",2088,581,"SSP3"
"DC",2089,576,"SSP3"
"DC",2090,570,"SSP3"
"DC",2091,565,"SSP3"
"DC",2092,560,"SSP3"
"DC",2093,554,"SSP3"
"DC",2094,549,"SSP3"
"DC",2095,543,"SSP3"
"DC",2096,538,"SSP3"
"DC",2097,533,"SSP3"
"DC",2098,527,"SSP3"
"DC",2099,521,"SSP3"
"DC",2100,516,"SSP3"
"DE",2020,987,"SSP3"
"DE",2021,996,"SSP3"
"DE",2022,1005,"SSP3"
"DE",2023,1014,"SSP3"
"DE",2024,1022,"SSP3"
"DE",2025,1029,"SSP3"
"DE",2026,1036,"SSP3"
"DE",2027,1042,"SSP3"
"DE",2028,1047,"SSP3"
"DE",2029,1052,"SSP3"
"DE",2030,1056,"SSP3"
"DE",2031,1060,"SSP3"
"DE",2032,1063,"SSP3"
"DE",2033,1066,"SSP3"
"DE",2034,1069,"SSP3"
"DE",2035,1071,"SSP3"
"DE",2036,1073,"SSP3"
"DE",2037,1074,"SSP3"
"DE",2038,1075,"SSP3"
"DE",2039,1076,"SSP3"
"DE",2040,1077,"SSP3"
"DE",2041,1077,"SSP3"
"DE",2042,1077,"SSP3"
"DE",2043,1076,"SSP3"
"DE",2044,1076,"SSP3"
"DE",2045,1075,"SSP3"
"DE",2046,1074,"SSP3"
"DE",2047,1073,"SSP3"
"DE",2048,1071,"SSP3"
"DE",2049,1069,"SSP3"
"DE",2050,1068,"SSP3"
"DE",2051,1066,"SSP3"
"DE",2052,1064,"SSP3"
"DE",2053,1062,"SSP3"
"DE",2054,1060,"SSP3"
"DE",2055,1057,"SSP3"
"DE",2056,1055,"SSP3"
"DE",2057,1052,"SSP3"
"DE",2058,1050,"SSP3"
"DE",2059,1047,"SSP3"
"DE",2060,1044,"SSP3"
"DE",2061,1041,"SSP3"
"DE",2062,1037,"SSP3"
"DE",2063,1034,"SSP3"
"DE",2064,1030,"SSP3"
"DE",2065,1027,"SSP3"
"DE",2066,1023,"SSP3"
"DE",2067,1019,"SSP3"
"DE",2068,1015,"SSP3"
"DE",2069,1011,"SSP3"
"DE",2070,1006,"SSP3"
"DE",2071,1002,"SSP3"
"DE",2072,997,"SSP3"
"DE",2073,992,"SSP3"
"DE",2074,987,"SSP3"
"DE",2075,982,"SSP3"
"DE",2076,977,"SSP3"
"DE",2077,972,"SSP3"
"DE",2078,966,"SSP3"
"DE",2079,961,"SSP3"
"DE",2080,955,"SSP3"
"DE",2081,949,"SSP3"
"DE",2082,942,"SSP3"
"DE",2083,936,"SSP3"
"DE",2084,929,"SSP3"
"DE",2085,923,"SSP3"
"DE",2086,916,"SSP3"
"DE",2087,909,"SSP3"
"DE",2088,902,"SSP3"
"DE",2089,895,"SSP3"
"DE",2090,888,"SSP3"
"DE",2091,880,"SSP3"
"DE",2092,873,"SSP3"
"DE",2093,865,"SSP3"
"DE",2094,858,"SSP3"
"DE",2095,850,"SSP3"
"DE",2096,843,"SSP3"
"DE",2097,835,"SSP3"
"DE",2098,828,"SSP3"
"DE",2099,820,"SSP3"
"DE",2100,812,"SSP3"
"FL",2020,21733,"SSP3"
"FL",2021,21954,"SSP3"
"FL",2022,22155,"SSP3"
"FL",2023,22335,"SSP3"
"FL",2024,22493,"SSP3"
"FL",2025,22629,"SSP3"
"FL",2026,22743,"SSP3"
"FL",2027,22833,"SSP3"
"FL",2028,22901,"SSP3"
"FL",2029,22945,"SSP3"
"FL",2030,22965,"SSP3"
"FL",2031,22979,"SSP3"
"FL",2032,22987,"SSP3"
"FL",2033,22988,"SSP3"
"FL",2034,22983,"SSP3"
"FL",2035,22973,"SSP3"
"FL",2036,22955,"SSP3"
"FL",2037,22932,"SSP3"
"FL",2038,22902,"SSP3"
"FL",2039,22867,"SSP3"
"FL",2040,22827,"SSP3"
"FL",2041,22781,"SSP3"
"FL",2042,22731,"SSP3"
"FL",2043,22675,"SSP3"
"FL",2044,22614,"SSP3"
"FL",2045,22550,"SSP3"
"FL",2046,22482,"SSP3"
"FL",2047,22414,"SSP3"
"FL",2048,22337,"SSP3"
"FL",2049,22260,"SSP3"
"FL",2050,22182,"SSP3"
"FL",2051,22102,"SSP3"
"FL",2052,22022,"SSP3"
"FL",2053,21940,"SSP3"
"FL",2054,21857,"SSP3"
"FL",2055,21773,"SSP3"
"FL",2056,21687,"SSP3"
"FL",2057,21599,"SSP3"
"FL",2058,21510,"SSP3"
"FL",2059,21419,"SSP3"
"FL",2060,21328,"SSP3"
"FL",2061,21233,"SSP3"
"FL",2062,21136,"SSP3"
"FL",2063,21039,"SSP3"
"FL",2064,20939,"SSP3"
"FL",2065,20838,"SSP3"
"FL",2066,20735,"SSP3"
"FL",2067,20632,"SSP3"
"FL",2068,20528,"SSP3"
"FL",2069,20422,"SSP3"
"FL",2070,20313,"SSP3"
"FL",2071,20198,"SSP3"
"FL",2072,20080,"SSP3"
"FL",2073,19962,"SSP3"
"FL",2074,19844,"SSP3"
"FL",2075,19724,"SSP3"
"FL",2076,19600,"SSP3"
"FL",2077,19475,"SSP3"
"FL",2078,19345,"SSP3"
"FL",2079,19212,"SSP3"
"FL",2080,19077,"SSP3"
"FL",2081,18935,"SSP3"
"FL",2082,18792,"SSP3"
"FL",2083,18646,"SSP3"
"FL",2084,18497,"SSP3"
"FL",2085,18348,"SSP3"
"FL",2086,18195,"SSP3"
"FL",2087,18041,"SSP3"
"FL",2088,17885,"SSP3"
"FL",2089,17727,"SSP3"
"FL",2090,17566,"SSP3"
"FL",2091,17401,"SSP3"
"FL",2092,17235,"SSP3"
"FL",2093,17070,"SSP3"
"FL",2094,16905,"SSP3"
"FL",2095,16741,"SSP3"
"FL",2096,16576,"SSP3"
"FL",2097,16410,"SSP3"
"FL",2098,16242,"SSP3"
"FL",2099,16070,"SSP3"
"FL",2100,15895,"SSP3"
"GA",2020,10710,"SSP3"
"GA",2021,10788,"SSP3"
"GA",2022,10862,"SSP3"
"GA",2023,10932,"SSP3"
"GA",2024,10997,"SSP3"
"GA",2025,11058,"SSP3"
"GA",2026,11115,"SSP3"
"GA",2027,11167,"SSP3"
"GA",2028,11215,"SSP3"
"GA",2029,11258,"SSP3"
"GA",2030,11296,"SSP3"
"GA",2031,11330,"SSP3"
"GA",2032,11361,"SSP3"
"GA",2033,11389,"SSP3"
"GA",2034,11413,"SSP3"
"GA",2035,11433,"SSP3"
"GA",2036,11450,"SSP3"
"GA",2037,11464,"SSP3"
"GA",2038,11474,"SSP3"
"GA",2039,11482,"SSP3"
"GA",2040,11486,"SSP3"
"GA",2041,11488,"SSP3"
"GA",2042,11487,"SSP3"
"GA",2043,11483,"SSP3"
"GA",2044,11475,"SSP3"
"GA",2045,11466,"SSP3"
"GA",2046,11454,"SSP3"
"GA",2047,11441,"SSP3"
"GA",2048,11424,"SSP3"
"GA",2049,11406,"SSP3"
"GA",2050,11386,"SSP3"
"GA",2051,11366,"SSP3"
"GA",2052,11344,"SSP3"
"GA",2053,11320,"SSP3"
"GA",2054,11295,"SSP3"
"GA",2055,11269,"SSP3"
"GA",2056,11242,"SSP3"
"GA",2057,11213,"SSP3"
"GA",2058,11183,"SSP3"
"GA",2059,11152,"SSP3"
"GA",2060,11119,"SSP3"
"GA",2061,11084,"SSP3"
"GA",2062,11049,"SSP3"
"GA",2063,11012,"SSP3"
"GA",2064,10973,"SSP3"
"GA",2065,10933,"SSP3"
"GA",2066,10892,"SSP3"
"GA",2067,10850,"SSP3"
"GA",2068,10806,"SSP3"
"GA",2069,10762,"SSP3"
"GA",2070,10715,"SSP3"
"GA",2071,10666,"SSP3"
"GA",2072,10615,"SSP3"
"GA",2073,10564,"SSP3"
"GA",2074,10512,"SSP3"
"GA",2075,10459,"SSP3"
"GA",2076,10404,"SSP3"
"GA",2077,10349,"SSP3"
"GA",2078,10291,"SSP3"
"GA",2079,10233,"SSP3"
"GA",2080,10172,"SSP3"
"GA",2081,10110,"SSP3"
"GA",2082,10047,"SSP3"
"GA",2083,9983,"SSP3"
"GA",2084,9917,"SSP3"
"GA",2085,9851,"SSP3"
"GA",2086,9784,"SSP3"
"GA",2087,9716,"SSP3"
"GA",2088,9647,"SSP3"
"GA",2089,9577,"SSP3"
"GA",2090,9506,"SSP3"
"GA",2091,9433,"SSP3"
"GA",2092,9359,"SSP3"
"GA",2093,9285,"SSP3"
"GA",2094,9211,"SSP3"
"GA",2095,9137,"SSP3"
"GA",2096,9063,"SSP3"
"GA",2097,8988,"SSP3"
"GA",2098,8911,"SSP3"
"GA",2099,8832,"SSP3"
"GA",2100,8752,"SSP3"
"HI",2020,1407,"SSP3"
"HI",2021,1399,"SSP3"
"HI",2022,1393,"SSP3"
"HI",2023,1387,"SSP3"
"HI",2024,1383,"SSP3"
"HI",2025,1380,"SSP3"
"HI",2026,1378,"SSP3"
"HI",2027,1377,"SSP3"
"HI",2028,1377,"SSP3"
"HI",2029,1378,"SSP3"
"HI",2030,1381,"SSP3"
"HI",2031,1383,"SSP3"
"HI",2032,1384,"SSP3"
"HI",2033,1386,"SSP3"
"HI",2034,1387,"SSP3"
"HI",2035,1388,"SSP3"
"HI",2036,1388,"SSP3"
"HI",2037,1389,"SSP3"
"HI",2038,1389,"SSP3"
"HI",2039,1388,"SSP3"
"HI",2040,1388,"SSP3"
"HI",2041,1387,"SSP3"
"HI",2042,1385,"SSP3"
"HI",2043,1384,"SSP3"
"HI",2044,1382,"SSP3"
"HI",2045,1380,"SSP3"
"HI",2046,1378,"SSP3"
"HI",2047,1375,"SSP3"
"HI",2048,1372,"SSP3"
"HI",2049,1369,"SSP3"
"HI",2050,1366,"SSP3"
"HI",2051,1363,"SSP3"
"HI",2052,1360,"SSP3"
"HI",2053,1356,"SSP3"
"HI",2054,1353,"SSP3"
"HI",2055,1349,"SSP3"
"HI",2056,1345,"SSP3"
"HI",2057,1342,"SSP3"
"HI",2058,1338,"SSP3"
"HI",2059,1334,"SSP3"
"HI",2060,1330,"SSP3"
"HI",2061,1325,"SSP3"
"HI",2062,1321,"SSP3"
"HI",2063,1317,"SSP3"
"HI",2064,1312,"SSP3"
"HI",2065,1307,"SSP3"
"HI",2066,1302,"SSP3"
"HI",2067,1297,"SSP3"
"HI",2068,1292,"SSP3"
"HI",2069,1287,"SSP3"
"HI",2070,1281,"SSP3"
"HI",2071,1275,"SSP3"
"HI",2072,1269,"SSP3"
"HI",2073,1263,"SSP3"
"HI",2074,1257,"SSP3"
"HI",2075,1251,"SSP3"
"HI",2076,1244,"SSP3"
"HI",2077,1237,"SSP3"
"HI",2078,1230,"SSP3"
"HI",2079,1223,"SSP3"
"HI",2080,1215,"SSP3"
"HI",2081,1208,"SSP3"
"HI",2082,1200,"SSP3"
"HI",2083,1192,"SSP3"
"HI",2084,1183,"SSP3"
"HI",2085,1175,"SSP3"
"HI",2086,1166,"SSP3"
"HI",2087,1158,"SSP3"
"HI",2088,1149,"SSP3"
"HI",2089,1140,"SSP3"
"HI",2090,1131,"SSP3"
"HI",2091,1122,"SSP3"
"HI",2092,1113,"SSP3"
"HI",2093,1103,"SSP3"
"HI",2094,1094,"SSP3"
"HI",2095,1085,"SSP3"
"HI",2096,1075,"SSP3"
"HI",2097,1066,"SSP3"
"HI",2098,1056,"SSP3"
"HI",2099,1046,"SSP3"
"HI",2100,1036,"SSP3"
"IA",2020,3164,"SSP3"
"IA",2021,3168,"SSP3"
"IA",2022,3173,"SSP3"
"IA",2023,3179,"SSP3"
"IA",2024,3185,"SSP3"
"IA",2025,3191,"SSP3"
"IA",2026,3198,"SSP3"
"IA",2027,3206,"SSP3"
"IA",2028,3214,"SSP3"
"IA",2029,3222,"SSP3"
"IA",2030,3231,"SSP3"
"IA",2031,3240,"SSP3"
"IA",2032,3247,"SSP3"
"IA",2033,3254,"SSP3"
"IA",2034,3261,"SSP3"
"IA",2035,3266,"SSP3"
"IA",2036,3271,"SSP3"
"IA",2037,3275,"SSP3"
"IA",2038,3278,"SSP3"
"IA",2039,3280,"SSP3"
"IA",2040,3282,"SSP3"
"IA",2041,3283,"SSP3"
"IA",2042,3283,"SSP3"
"IA",2043,3283,"SSP3"
"IA",2044,3282,"SSP3"
"IA",2045,3281,"SSP3"
"IA",2046,3279,"SSP3"
"IA",2047,3277,"SSP3"
"IA",2048,3274,"SSP3"
"IA",2049,3271,"SSP3"
"IA",2050,3267,"SSP3"
"IA",2051,3264,"SSP3"
"IA",2052,3260,"SSP3"
"IA",2053,3256,"SSP3"
"IA",2054,3252,"SSP3"
"IA",2055,3247,"SSP3"
"IA",2056,3243,"SSP3"
"IA",2057,3238,"SSP3"
"IA",2058,3233,"SSP3"
"IA",2059,3227,"SSP3"
"IA",2060,3222,"SSP3"
"IA",2061,3216,"SSP3"
"IA",2062,3210,"SSP3"
"IA",2063,3203,"SSP3"
"IA",2064,3197,"SSP3"
"IA",2065,3190,"SSP3"
"IA",2066,3183,"SSP3"
"IA",2067,3175,"SSP3"
"IA",2068,3167,"SSP3"
"IA",2069,3159,"SSP3"
"IA",2070,3151,"SSP3"
"IA",2071,3141,"SSP3"
"IA",2072,3132,"SSP3"
"IA",2073,3121,"SSP3"
"IA",2074,3111,"SSP3"
"IA",2075,3100,"SSP3"
"IA",2076,3089,"SSP3"
"IA",2077,3077,"SSP3"
"IA",2078,3065,"SSP3"
"IA",2079,3052,"SSP3"
"IA",2080,3039,"SSP3"
"IA",2081,3025,"SSP3"
"IA",2082,3011,"SSP3"
"IA",2083,2996,"SSP3"
"IA",2084,2981,"SSP3"
"IA",2085,2966,"SSP3"
"IA",2086,2951,"SSP3"
"IA",2087,2935,"SSP3"
"IA",2088,2919,"SSP3"
"IA",2089,2903,"SSP3"
"IA",2090,2886,"SSP3"
"IA",2091,2869,"SSP3"
"IA",2092,2852,"SSP3"
"IA",2093,2834,"SSP3"
"IA",2094,2817,"SSP3"
"IA",2095,2799,"SSP3"
"IA",2096,2782,"SSP3"
"IA",2097,2764,"SSP3"
"IA",2098,2745,"SSP3"
"IA",2099,2726,"SSP3"
"IA",2100,2707,"SSP3"
"ID",2020,1827,"SSP3"
"ID",2021,1863,"SSP3"
"ID",2022,1897,"SSP3"
"ID",2023,1928,"SSP3"
"ID",2024,1958,"SSP3"
"ID",2025,1984,"SSP3"
"ID",2026,2008,"SSP3"
"ID",2027,2029,"SSP3"
"ID",2028,2047,"SSP3"
"ID",2029,2062,"SSP3"
"ID",2030,2075,"SSP3"
"ID",2031,2086,"SSP3"
"ID",2032,2097,"SSP3"
"ID",2033,2107,"SSP3"
"ID",2034,2117,"SSP3"
"ID",2035,2126,"SSP3"
"ID",2036,2134,"SSP3"
"ID",2037,2142,"SSP3"
"ID",2038,2149,"SSP3"
"ID",2039,2155,"SSP3"
"ID",2040,2161,"SSP3"
"ID",2041,2167,"SSP3"
"ID",2042,2172,"SSP3"
"ID",2043,2176,"SSP3"
"ID",2044,2180,"SSP3"
"ID",2045,2183,"SSP3"
"ID",2046,2186,"SSP3"
